ClassName,ID,a,b,c,d,f,g,h,i,j,k
PCA25524,R5.9.0(6),PCA25524,R5.9.0(6),PCA25524,R5.9.0(6),PCA25524,R5.9.0(6),PCA25524,R5.9.0(6),PCA25524,R5.9.0(6)
PCA25525,R5.8.0(9),PCA25525,R5.8.0(9),PCA25525,R5.8.0(9),PCA25525,R5.8.0(9),PCA25525,R5.8.0(9),PCA25525,R5.8.0(9)
PCA25527,R6.5.0(1),PCA25527,R6.5.0(1),PCA25527,R6.5.0(1),PCA25527,R6.5.0(1),PCA25527,R6.5.0(1),PCA25527,R6.5.0(1)
PCA25528,R6.3.0(8),PCA25528,R6.3.0(8),PCA25528,R6.3.0(8),PCA25528,R6.3.0(8),PCA25528,R6.3.0(8),PCA25528,R6.3.0(8)
PCA25533,R6.4.0(1),PCA25533,R6.4.0(1),PCA25533,R6.4.0(1),PCA25533,R6.4.0(1),PCA25533,R6.4.0(1),PCA25533,R6.4.0(1)
PCA25538,R6.3.0(1),PCA25538,R6.3.0(1),PCA25538,R6.3.0(1),PCA25538,R6.3.0(1),PCA25538,R6.3.0(1),PCA25538,R6.3.0(1)
PCA25541,R6.3.0(1),PCA25541,R6.3.0(1),PCA25541,R6.3.0(1),PCA25541,R6.3.0(1),PCA25541,R6.3.0(1),PCA25541,R6.3.0(1)
PCA25543,R6.5.0(1),PCA25543,R6.5.0(1),PCA25543,R6.5.0(1),PCA25543,R6.5.0(1),PCA25543,R6.5.0(1),PCA25543,R6.5.0(1)
PCA25547,R6.2.0(1),PCA25547,R6.2.0(1),PCA25547,R6.2.0(1),PCA25547,R6.2.0(1),PCA25547,R6.2.0(1),PCA25547,R6.2.0(1)
PCA25547,R6.1.0(1),PCA25547,R6.1.0(1),PCA25547,R6.1.0(1),PCA25547,R6.1.0(1),PCA25547,R6.1.0(1),PCA25547,R6.1.0(1)
PCA25547,R5.6.0(8),PCA25547,R5.6.0(8),PCA25547,R5.6.0(8),PCA25547,R5.6.0(8),PCA25547,R5.6.0(8),PCA25547,R5.6.0(8)
PCA25553,R5.5.0(1),PCA25553,R5.5.0(1),PCA25553,R5.5.0(1),PCA25553,R5.5.0(1),PCA25553,R5.5.0(1),PCA25553,R5.5.0(1)
PCA25554,R6.2.0(1),PCA25554,R6.2.0(1),PCA25554,R6.2.0(1),PCA25554,R6.2.0(1),PCA25554,R6.2.0(1),PCA25554,R6.2.0(1)
PCA25555,R6.3.0(1),PCA25555,R6.3.0(1),PCA25555,R6.3.0(1),PCA25555,R6.3.0(1),PCA25555,R6.3.0(1),PCA25555,R6.3.0(1)
PCA25558,R6.2.0(1),PCA25558,R6.2.0(1),PCA25558,R6.2.0(1),PCA25558,R6.2.0(1),PCA25558,R6.2.0(1),PCA25558,R6.2.0(1)
PCA25559,R5.1.0(1),PCA25559,R5.1.0(1),PCA25559,R5.1.0(1),PCA25559,R5.1.0(1),PCA25559,R5.1.0(1),PCA25559,R5.1.0(1)
PCA25559,R6.2.0(1),PCA25559,R6.2.0(1),PCA25559,R6.2.0(1),PCA25559,R6.2.0(1),PCA25559,R6.2.0(1),PCA25559,R6.2.0(1)
PCA25559,R6.3.0(1),PCA25559,R6.3.0(1),PCA25559,R6.3.0(1),PCA25559,R6.3.0(1),PCA25559,R6.3.0(1),PCA25559,R6.3.0(1)
PCA25564,R5.6.0(8),PCA25564,R5.6.0(8),PCA25564,R5.6.0(8),PCA25564,R5.6.0(8),PCA25564,R5.6.0(8),PCA25564,R5.6.0(8)
PCA25565,R5.4.4(3),PCA25565,R5.4.4(3),PCA25565,R5.4.4(3),PCA25565,R5.4.4(3),PCA25565,R5.4.4(3),PCA25565,R5.4.4(3)
PCA25565,R6.1.0(1),PCA25565,R6.1.0(1),PCA25565,R6.1.0(1),PCA25565,R6.1.0(1),PCA25565,R6.1.0(1),PCA25565,R6.1.0(1)
PCA25565,R6.5.0(1),PCA25565,R6.5.0(1),PCA25565,R6.5.0(1),PCA25565,R6.5.0(1),PCA25565,R6.5.0(1),PCA25565,R6.5.0(1)
PCA25568,R7.1.0(3),PCA25568,R7.1.0(3),PCA25568,R7.1.0(3),PCA25568,R7.1.0(3),PCA25568,R7.1.0(3),PCA25568,R7.1.0(3)
PCA25568,R5.5.0(9),PCA25568,R5.5.0(9),PCA25568,R5.5.0(9),PCA25568,R5.5.0(9),PCA25568,R5.5.0(9),PCA25568,R5.5.0(9)
PCA25568,R6.3.0(8),PCA25568,R6.3.0(8),PCA25568,R6.3.0(8),PCA25568,R6.3.0(8),PCA25568,R6.3.0(8),PCA25568,R6.3.0(8)
PCA25570,R5.6.0(1),PCA25570,R5.6.0(1),PCA25570,R5.6.0(1),PCA25570,R5.6.0(1),PCA25570,R5.6.0(1),PCA25570,R5.6.0(1)
PCA25570,R6.3.0(8),PCA25570,R6.3.0(8),PCA25570,R6.3.0(8),PCA25570,R6.3.0(8),PCA25570,R6.3.0(8),PCA25570,R6.3.0(8)
PCA25570,R4.1.0(2),PCA25570,R4.1.0(2),PCA25570,R4.1.0(2),PCA25570,R4.1.0(2),PCA25570,R4.1.0(2),PCA25570,R4.1.0(2)
PCA25571,R4.1.0(1),PCA25571,R4.1.0(1),PCA25571,R4.1.0(1),PCA25571,R4.1.0(1),PCA25571,R4.1.0(1),PCA25571,R4.1.0(1)
PCA25572,R4.1.0(2),PCA25572,R4.1.0(2),PCA25572,R4.1.0(2),PCA25572,R4.1.0(2),PCA25572,R4.1.0(2),PCA25572,R4.1.0(2)
PCA25575,R6.3.0(1),PCA25575,R6.3.0(1),PCA25575,R6.3.0(1),PCA25575,R6.3.0(1),PCA25575,R6.3.0(1),PCA25575,R6.3.0(1)
PCA25575,R5.4.4(3),PCA25575,R5.4.4(3),PCA25575,R5.4.4(3),PCA25575,R5.4.4(3),PCA25575,R5.4.4(3),PCA25575,R5.4.4(3)
PCA25575,R6.4.0(6),PCA25575,R6.4.0(6),PCA25575,R6.4.0(6),PCA25575,R6.4.0(6),PCA25575,R6.4.0(6),PCA25575,R6.4.0(6)
PCA25579,R5.7.0(5),PCA25579,R5.7.0(5),PCA25579,R5.7.0(5),PCA25579,R5.7.0(5),PCA25579,R5.7.0(5),PCA25579,R5.7.0(5)
PCA25579,R5.8.0(9),PCA25579,R5.8.0(9),PCA25579,R5.8.0(9),PCA25579,R5.8.0(9),PCA25579,R5.8.0(9),PCA25579,R5.8.0(9)
PCA25579,R5.5.0(1),PCA25579,R5.5.0(1),PCA25579,R5.5.0(1),PCA25579,R5.5.0(1),PCA25579,R5.5.0(1),PCA25579,R5.5.0(1)
PCA25586,R7.1.0(3),PCA25586,R7.1.0(3),PCA25586,R7.1.0(3),PCA25586,R7.1.0(3),PCA25586,R7.1.0(3),PCA25586,R7.1.0(3)
PCA25587,R5.5.0(9),PCA25587,R5.5.0(9),PCA25587,R5.5.0(9),PCA25587,R5.5.0(9),PCA25587,R5.5.0(9),PCA25587,R5.5.0(9)
PCA25588,R6.1.0(1),PCA25588,R6.1.0(1),PCA25588,R6.1.0(1),PCA25588,R6.1.0(1),PCA25588,R6.1.0(1),PCA25588,R6.1.0(1)
PCA25589,R6.3.0(1),PCA25589,R6.3.0(1),PCA25589,R6.3.0(1),PCA25589,R6.3.0(1),PCA25589,R6.3.0(1),PCA25589,R6.3.0(1)
PCA25589,R5.6.0(1),PCA25589,R5.6.0(1),PCA25589,R5.6.0(1),PCA25589,R5.6.0(1),PCA25589,R5.6.0(1),PCA25589,R5.6.0(1)
PCA25589,R4.1.0(2),PCA25589,R4.1.0(2),PCA25589,R4.1.0(2),PCA25589,R4.1.0(2),PCA25589,R4.1.0(2),PCA25589,R4.1.0(2)
PCA25590,R6.2.0(8),PCA25590,R6.2.0(8),PCA25590,R6.2.0(8),PCA25590,R6.2.0(8),PCA25590,R6.2.0(8),PCA25590,R6.2.0(8)
PCA25590,R5.5.0(9),PCA25590,R5.5.0(9),PCA25590,R5.5.0(9),PCA25590,R5.5.0(9),PCA25590,R5.5.0(9),PCA25590,R5.5.0(9)
PCA25590,R6.1.0(1),PCA25590,R6.1.0(1),PCA25590,R6.1.0(1),PCA25590,R6.1.0(1),PCA25590,R6.1.0(1),PCA25590,R6.1.0(1)
PCA25592,R6.3.0(9),PCA25592,R6.3.0(9),PCA25592,R6.3.0(9),PCA25592,R6.3.0(9),PCA25592,R6.3.0(9),PCA25592,R6.3.0(9)
PCA25592,R5.8.0(1),PCA25592,R5.8.0(1),PCA25592,R5.8.0(1),PCA25592,R5.8.0(1),PCA25592,R5.8.0(1),PCA25592,R5.8.0(1)
PCA25592,R6.2.0(1),PCA25592,R6.2.0(1),PCA25592,R6.2.0(1),PCA25592,R6.2.0(1),PCA25592,R6.2.0(1),PCA25592,R6.2.0(1)
PCA25594,R6.3.0(1),PCA25594,R6.3.0(1),PCA25594,R6.3.0(1),PCA25594,R6.3.0(1),PCA25594,R6.3.0(1),PCA25594,R6.3.0(1)
PCA25594,R6.5.0(1),PCA25594,R6.5.0(1),PCA25594,R6.5.0(1),PCA25594,R6.5.0(1),PCA25594,R6.5.0(1),PCA25594,R6.5.0(1)
PCA25594,R5.8.0(1),PCA25594,R5.8.0(1),PCA25594,R5.8.0(1),PCA25594,R5.8.0(1),PCA25594,R5.8.0(1),PCA25594,R5.8.0(1)
PCA25596,R6.3.0(8),PCA25596,R6.3.0(8),PCA25596,R6.3.0(8),PCA25596,R6.3.0(8),PCA25596,R6.3.0(8),PCA25596,R6.3.0(8)
PCA25596,R5.7.0(1),PCA25596,R5.7.0(1),PCA25596,R5.7.0(1),PCA25596,R5.7.0(1),PCA25596,R5.7.0(1),PCA25596,R5.7.0(1)
PCA25596,R5.8.0(9),PCA25596,R5.8.0(9),PCA25596,R5.8.0(9),PCA25596,R5.8.0(9),PCA25596,R5.8.0(9),PCA25596,R5.8.0(9)
PCA25597,R5.4.4(3),PCA25597,R5.4.4(3),PCA25597,R5.4.4(3),PCA25597,R5.4.4(3),PCA25597,R5.4.4(3),PCA25597,R5.4.4(3)
PCA25598,R5.4.4(3),PCA25598,R5.4.4(3),PCA25598,R5.4.4(3),PCA25598,R5.4.4(3),PCA25598,R5.4.4(3),PCA25598,R5.4.4(3)
PCA25604,R5.9.0(1),PCA25604,R5.9.0(1),PCA25604,R5.9.0(1),PCA25604,R5.9.0(1),PCA25604,R5.9.0(1),PCA25604,R5.9.0(1)
PCA25607,R6.5.0(1),PCA25607,R6.5.0(1),PCA25607,R6.5.0(1),PCA25607,R6.5.0(1),PCA25607,R6.5.0(1),PCA25607,R6.5.0(1)
PCA25607,R5.5.0(1),PCA25607,R5.5.0(1),PCA25607,R5.5.0(1),PCA25607,R5.5.0(1),PCA25607,R5.5.0(1),PCA25607,R5.5.0(1)
PCA25607,R5.9.0(1),PCA25607,R5.9.0(1),PCA25607,R5.9.0(1),PCA25607,R5.9.0(1),PCA25607,R5.9.0(1),PCA25607,R5.9.0(1)
PCA25611,R5.9.0(6),PCA25611,R5.9.0(6),PCA25611,R5.9.0(6),PCA25611,R5.9.0(6),PCA25611,R5.9.0(6),PCA25611,R5.9.0(6)
PCA25611,R7.1.0(3),PCA25611,R7.1.0(3),PCA25611,R7.1.0(3),PCA25611,R7.1.0(3),PCA25611,R7.1.0(3),PCA25611,R7.1.0(3)
PCA25611,R6.3.0(1),PCA25611,R6.3.0(1),PCA25611,R6.3.0(1),PCA25611,R6.3.0(1),PCA25611,R6.3.0(1),PCA25611,R6.3.0(1)
PCA25617,R7.3.0(4),PCA25617,R7.3.0(4),PCA25617,R7.3.0(4),PCA25617,R7.3.0(4),PCA25617,R7.3.0(4),PCA25617,R7.3.0(4)
PCA25621,R5.6.0(8),PCA25621,R5.6.0(8),PCA25621,R5.6.0(8),PCA25621,R5.6.0(8),PCA25621,R5.6.0(8),PCA25621,R5.6.0(8)
PCA25627,R6.5.0(1),PCA25627,R6.5.0(1),PCA25627,R6.5.0(1),PCA25627,R6.5.0(1),PCA25627,R6.5.0(1),PCA25627,R6.5.0(1)
PCA25627,R5.4.4(3),PCA25627,R5.4.4(3),PCA25627,R5.4.4(3),PCA25627,R5.4.4(3),PCA25627,R5.4.4(3),PCA25627,R5.4.4(3)
PCA25627,R5.8.0(1),PCA25627,R5.8.0(1),PCA25627,R5.8.0(1),PCA25627,R5.8.0(1),PCA25627,R5.8.0(1),PCA25627,R5.8.0(1)
PCA25628,R6.4.0(6),PCA25628,R6.4.0(6),PCA25628,R6.4.0(6),PCA25628,R6.4.0(6),PCA25628,R6.4.0(6),PCA25628,R6.4.0(6)
PCA25630,R7.3.0(4),PCA25630,R7.3.0(4),PCA25630,R7.3.0(4),PCA25630,R7.3.0(4),PCA25630,R7.3.0(4),PCA25630,R7.3.0(4)
PCA25630,R5.5.0(9),PCA25630,R5.5.0(9),PCA25630,R5.5.0(9),PCA25630,R5.5.0(9),PCA25630,R5.5.0(9),PCA25630,R5.5.0(9)
PCA25630,R6.3.0(9),PCA25630,R6.3.0(9),PCA25630,R6.3.0(9),PCA25630,R6.3.0(9),PCA25630,R6.3.0(9),PCA25630,R6.3.0(9)
PCA25631,R5.5.0(1),PCA25631,R5.5.0(1),PCA25631,R5.5.0(1),PCA25631,R5.5.0(1),PCA25631,R5.5.0(1),PCA25631,R5.5.0(1)
PCA25633,R5.6.0(1),PCA25633,R5.6.0(1),PCA25633,R5.6.0(1),PCA25633,R5.6.0(1),PCA25633,R5.6.0(1),PCA25633,R5.6.0(1)
PCA25633,R4.1.0(1),PCA25633,R4.1.0(1),PCA25633,R4.1.0(1),PCA25633,R4.1.0(1),PCA25633,R4.1.0(1),PCA25633,R4.1.0(1)
PCA25633,R6.4.0(1),PCA25633,R6.4.0(1),PCA25633,R6.4.0(1),PCA25633,R6.4.0(1),PCA25633,R6.4.0(1),PCA25633,R6.4.0(1)
PCA25635,R6.5.0(1),PCA25635,R6.5.0(1),PCA25635,R6.5.0(1),PCA25635,R6.5.0(1),PCA25635,R6.5.0(1),PCA25635,R6.5.0(1)
PCA25642,R5.8.0(1),PCA25642,R5.8.0(1),PCA25642,R5.8.0(1),PCA25642,R5.8.0(1),PCA25642,R5.8.0(1),PCA25642,R5.8.0(1)
PCA25642,R5.5.0(1),PCA25642,R5.5.0(1),PCA25642,R5.5.0(1),PCA25642,R5.5.0(1),PCA25642,R5.5.0(1),PCA25642,R5.5.0(1)
PCA25642,R6.5.0(1),PCA25642,R6.5.0(1),PCA25642,R6.5.0(1),PCA25642,R6.5.0(1),PCA25642,R6.5.0(1),PCA25642,R6.5.0(1)
PCA25644,R6.1.0(1),PCA25644,R6.1.0(1),PCA25644,R6.1.0(1),PCA25644,R6.1.0(1),PCA25644,R6.1.0(1),PCA25644,R6.1.0(1)
PCA25648,R7.1.0(3),PCA25648,R7.1.0(3),PCA25648,R7.1.0(3),PCA25648,R7.1.0(3),PCA25648,R7.1.0(3),PCA25648,R7.1.0(3)
PCA25648,R6.3.0(1),PCA25648,R6.3.0(1),PCA25648,R6.3.0(1),PCA25648,R6.3.0(1),PCA25648,R6.3.0(1),PCA25648,R6.3.0(1)
PCA25648,R5.6.0(1),PCA25648,R5.6.0(1),PCA25648,R5.6.0(1),PCA25648,R5.6.0(1),PCA25648,R5.6.0(1),PCA25648,R5.6.0(1)
PCA25652,R5.9.0(6),PCA25652,R5.9.0(6),PCA25652,R5.9.0(6),PCA25652,R5.9.0(6),PCA25652,R5.9.0(6),PCA25652,R5.9.0(6)
PCA25652,R5.7.0(5),PCA25652,R5.7.0(5),PCA25652,R5.7.0(5),PCA25652,R5.7.0(5),PCA25652,R5.7.0(5),PCA25652,R5.7.0(5)
PCA25652,R6.1.0(1),PCA25652,R6.1.0(1),PCA25652,R6.1.0(1),PCA25652,R6.1.0(1),PCA25652,R6.1.0(1),PCA25652,R6.1.0(1)
PCA25653,R5.9.0(1),PCA25653,R5.9.0(1),PCA25653,R5.9.0(1),PCA25653,R5.9.0(1),PCA25653,R5.9.0(1),PCA25653,R5.9.0(1)
PCA25654,R5.8.0(9),PCA25654,R5.8.0(9),PCA25654,R5.8.0(9),PCA25654,R5.8.0(9),PCA25654,R5.8.0(9),PCA25654,R5.8.0(9)
PCA25654,R7.1.0(3),PCA25654,R7.1.0(3),PCA25654,R7.1.0(3),PCA25654,R7.1.0(3),PCA25654,R7.1.0(3),PCA25654,R7.1.0(3)
PCA25654,R6.2.0(8),PCA25654,R6.2.0(8),PCA25654,R6.2.0(8),PCA25654,R6.2.0(8),PCA25654,R6.2.0(8),PCA25654,R6.2.0(8)
PCA25656,R6.3.0(9),PCA25656,R6.3.0(9),PCA25656,R6.3.0(9),PCA25656,R6.3.0(9),PCA25656,R6.3.0(9),PCA25656,R6.3.0(9)
PCA25656,R6.1.0(1),PCA25656,R6.1.0(1),PCA25656,R6.1.0(1),PCA25656,R6.1.0(1),PCA25656,R6.1.0(1),PCA25656,R6.1.0(1)
PCA25656,R6.2.0(1),PCA25656,R6.2.0(1),PCA25656,R6.2.0(1),PCA25656,R6.2.0(1),PCA25656,R6.2.0(1),PCA25656,R6.2.0(1)
PCA25658,R5.7.0(1),PCA25658,R5.7.0(1),PCA25658,R5.7.0(1),PCA25658,R5.7.0(1),PCA25658,R5.7.0(1),PCA25658,R5.7.0(1)
PCA25658,R7.1.0(3),PCA25658,R7.1.0(3),PCA25658,R7.1.0(3),PCA25658,R7.1.0(3),PCA25658,R7.1.0(3),PCA25658,R7.1.0(3)
PCA25658,R5.9.0(1),PCA25658,R5.9.0(1),PCA25658,R5.9.0(1),PCA25658,R5.9.0(1),PCA25658,R5.9.0(1),PCA25658,R5.9.0(1)
PCA25659,R6.2.0(1),PCA25659,R6.2.0(1),PCA25659,R6.2.0(1),PCA25659,R6.2.0(1),PCA25659,R6.2.0(1),PCA25659,R6.2.0(1)
PCA25659,R5.5.0(1),PCA25659,R5.5.0(1),PCA25659,R5.5.0(1),PCA25659,R5.5.0(1),PCA25659,R5.5.0(1),PCA25659,R5.5.0(1)
PCA25659,R7.1.0(3),PCA25659,R7.1.0(3),PCA25659,R7.1.0(3),PCA25659,R7.1.0(3),PCA25659,R7.1.0(3),PCA25659,R7.1.0(3)
PCA25661,R5.9.0(1),PCA25661,R5.9.0(1),PCA25661,R5.9.0(1),PCA25661,R5.9.0(1),PCA25661,R5.9.0(1),PCA25661,R5.9.0(1)
PCA25662,R7.3.0(4),PCA25662,R7.3.0(4),PCA25662,R7.3.0(4),PCA25662,R7.3.0(4),PCA25662,R7.3.0(4),PCA25662,R7.3.0(4)
PCA25671,R6.1.0(1),PCA25671,R6.1.0(1),PCA25671,R6.1.0(1),PCA25671,R6.1.0(1),PCA25671,R6.1.0(1),PCA25671,R6.1.0(1)
PCA25671,R6.3.0(1),PCA25671,R6.3.0(1),PCA25671,R6.3.0(1),PCA25671,R6.3.0(1),PCA25671,R6.3.0(1),PCA25671,R6.3.0(1)
PCA25671,R6.4.0(1),PCA25671,R6.4.0(1),PCA25671,R6.4.0(1),PCA25671,R6.4.0(1),PCA25671,R6.4.0(1),PCA25671,R6.4.0(1)
PCA25672,R5.9.0(6),PCA25672,R5.9.0(6),PCA25672,R5.9.0(6),PCA25672,R5.9.0(6),PCA25672,R5.9.0(6),PCA25672,R5.9.0(6)
PCA25672,R6.5.0(1),PCA25672,R6.5.0(1),PCA25672,R6.5.0(1),PCA25672,R6.5.0(1),PCA25672,R6.5.0(1),PCA25672,R6.5.0(1)
PCA25672,R7.3.0(4),PCA25672,R7.3.0(4),PCA25672,R7.3.0(4),PCA25672,R7.3.0(4),PCA25672,R7.3.0(4),PCA25672,R7.3.0(4)
PCA25673,R5.6.0(8),PCA25673,R5.6.0(8),PCA25673,R5.6.0(8),PCA25673,R5.6.0(8),PCA25673,R5.6.0(8),PCA25673,R5.6.0(8)
PCA25680,R5.7.0(1),PCA25680,R5.7.0(1),PCA25680,R5.7.0(1),PCA25680,R5.7.0(1),PCA25680,R5.7.0(1),PCA25680,R5.7.0(1)
PCA25681,R6.1.0(1),PCA25681,R6.1.0(1),PCA25681,R6.1.0(1),PCA25681,R6.1.0(1),PCA25681,R6.1.0(1),PCA25681,R6.1.0(1)
PCA25681,R6.3.0(9),PCA25681,R6.3.0(9),PCA25681,R6.3.0(9),PCA25681,R6.3.0(9),PCA25681,R6.3.0(9),PCA25681,R6.3.0(9)
PCA25681,R4.1.0(1),PCA25681,R4.1.0(1),PCA25681,R4.1.0(1),PCA25681,R4.1.0(1),PCA25681,R4.1.0(1),PCA25681,R4.1.0(1)
PCA25682,R5.8.0(1),PCA25682,R5.8.0(1),PCA25682,R5.8.0(1),PCA25682,R5.8.0(1),PCA25682,R5.8.0(1),PCA25682,R5.8.0(1)
PCA25682,R5.6.0(1),PCA25682,R5.6.0(1),PCA25682,R5.6.0(1),PCA25682,R5.6.0(1),PCA25682,R5.6.0(1),PCA25682,R5.6.0(1)
PCA25682,R5.4.4(3),PCA25682,R5.4.4(3),PCA25682,R5.4.4(3),PCA25682,R5.4.4(3),PCA25682,R5.4.4(3),PCA25682,R5.4.4(3)
PCA25683,R5.9.0(1),PCA25683,R5.9.0(1),PCA25683,R5.9.0(1),PCA25683,R5.9.0(1),PCA25683,R5.9.0(1),PCA25683,R5.9.0(1)
PCA25683,R5.5.0(9),PCA25683,R5.5.0(9),PCA25683,R5.5.0(9),PCA25683,R5.5.0(9),PCA25683,R5.5.0(9),PCA25683,R5.5.0(9)
PCA25683,R5.7.0(1),PCA25683,R5.7.0(1),PCA25683,R5.7.0(1),PCA25683,R5.7.0(1),PCA25683,R5.7.0(1),PCA25683,R5.7.0(1)
PCA25684,R5.5.0(9),PCA25684,R5.5.0(9),PCA25684,R5.5.0(9),PCA25684,R5.5.0(9),PCA25684,R5.5.0(9),PCA25684,R5.5.0(9)
PCA25684,R7.3.0(4),PCA25684,R7.3.0(4),PCA25684,R7.3.0(4),PCA25684,R7.3.0(4),PCA25684,R7.3.0(4),PCA25684,R7.3.0(4)
PCA25684,R7.1.0(3),PCA25684,R7.1.0(3),PCA25684,R7.1.0(3),PCA25684,R7.1.0(3),PCA25684,R7.1.0(3),PCA25684,R7.1.0(3)
PCA25685,R6.5.0(1),PCA25685,R6.5.0(1),PCA25685,R6.5.0(1),PCA25685,R6.5.0(1),PCA25685,R6.5.0(1),PCA25685,R6.5.0(1)
PCA25686,R7.3.0(4),PCA25686,R7.3.0(4),PCA25686,R7.3.0(4),PCA25686,R7.3.0(4),PCA25686,R7.3.0(4),PCA25686,R7.3.0(4)
PCA25686,R6.3.0(9),PCA25686,R6.3.0(9),PCA25686,R6.3.0(9),PCA25686,R6.3.0(9),PCA25686,R6.3.0(9),PCA25686,R6.3.0(9)
PCA25686,R5.7.0(1),PCA25686,R5.7.0(1),PCA25686,R5.7.0(1),PCA25686,R5.7.0(1),PCA25686,R5.7.0(1),PCA25686,R5.7.0(1)
PCA25687,R5.4.4(3),PCA25687,R5.4.4(3),PCA25687,R5.4.4(3),PCA25687,R5.4.4(3),PCA25687,R5.4.4(3),PCA25687,R5.4.4(3)
PCA25687,R6.2.0(8),PCA25687,R6.2.0(8),PCA25687,R6.2.0(8),PCA25687,R6.2.0(8),PCA25687,R6.2.0(8),PCA25687,R6.2.0(8)
PCA25687,R4.1.0(1),PCA25687,R4.1.0(1),PCA25687,R4.1.0(1),PCA25687,R4.1.0(1),PCA25687,R4.1.0(1),PCA25687,R4.1.0(1)
PCA25688,R5.9.0(6),PCA25688,R5.9.0(6),PCA25688,R5.9.0(6),PCA25688,R5.9.0(6),PCA25688,R5.9.0(6),PCA25688,R5.9.0(6)
PCA25690,R5.8.0(9),PCA25690,R5.8.0(9),PCA25690,R5.8.0(9),PCA25690,R5.8.0(9),PCA25690,R5.8.0(9),PCA25690,R5.8.0(9)
PCA25697,R5.7.0(5),PCA25697,R5.7.0(5),PCA25697,R5.7.0(5),PCA25697,R5.7.0(5),PCA25697,R5.7.0(5),PCA25697,R5.7.0(5)
PCA25697,R5.6.0(1),PCA25697,R5.6.0(1),PCA25697,R5.6.0(1),PCA25697,R5.6.0(1),PCA25697,R5.6.0(1),PCA25697,R5.6.0(1)
PCA25697,R5.5.0(1),PCA25697,R5.5.0(1),PCA25697,R5.5.0(1),PCA25697,R5.5.0(1),PCA25697,R5.5.0(1),PCA25697,R5.5.0(1)
PCA25699,R5.1.0(1),PCA25699,R5.1.0(1),PCA25699,R5.1.0(1),PCA25699,R5.1.0(1),PCA25699,R5.1.0(1),PCA25699,R5.1.0(1)
PCA25699,R5.9.0(1),PCA25699,R5.9.0(1),PCA25699,R5.9.0(1),PCA25699,R5.9.0(1),PCA25699,R5.9.0(1),PCA25699,R5.9.0(1)
PCA25699,R5.4.4(3),PCA25699,R5.4.4(3),PCA25699,R5.4.4(3),PCA25699,R5.4.4(3),PCA25699,R5.4.4(3),PCA25699,R5.4.4(3)
PCA25701,R6.4.0(6),PCA25701,R6.4.0(6),PCA25701,R6.4.0(6),PCA25701,R6.4.0(6),PCA25701,R6.4.0(6),PCA25701,R6.4.0(6)
PCA25702,R4.1.0(1),PCA25702,R4.1.0(1),PCA25702,R4.1.0(1),PCA25702,R4.1.0(1),PCA25702,R4.1.0(1),PCA25702,R4.1.0(1)
PCA25705,R7.1.0(3),PCA25705,R7.1.0(3),PCA25705,R7.1.0(3),PCA25705,R7.1.0(3),PCA25705,R7.1.0(3),PCA25705,R7.1.0(3)
PCA25705,R4.1.0(2),PCA25705,R4.1.0(2),PCA25705,R4.1.0(2),PCA25705,R4.1.0(2),PCA25705,R4.1.0(2),PCA25705,R4.1.0(2)
PCA25705,R6.4.0(6),PCA25705,R6.4.0(6),PCA25705,R6.4.0(6),PCA25705,R6.4.0(6),PCA25705,R6.4.0(6),PCA25705,R6.4.0(6)
PCA25707,R6.2.0(8),PCA25707,R6.2.0(8),PCA25707,R6.2.0(8),PCA25707,R6.2.0(8),PCA25707,R6.2.0(8),PCA25707,R6.2.0(8)
PCA25708,R5.6.0(8),PCA25708,R5.6.0(8),PCA25708,R5.6.0(8),PCA25708,R5.6.0(8),PCA25708,R5.6.0(8),PCA25708,R5.6.0(8)
PCA25708,R6.3.0(1),PCA25708,R6.3.0(1),PCA25708,R6.3.0(1),PCA25708,R6.3.0(1),PCA25708,R6.3.0(1),PCA25708,R6.3.0(1)
PCA25708,R5.5.0(9),PCA25708,R5.5.0(9),PCA25708,R5.5.0(9),PCA25708,R5.5.0(9),PCA25708,R5.5.0(9),PCA25708,R5.5.0(9)
PCA25710,R5.7.0(5),PCA25710,R5.7.0(5),PCA25710,R5.7.0(5),PCA25710,R5.7.0(5),PCA25710,R5.7.0(5),PCA25710,R5.7.0(5)
PCA25711,R5.6.0(8),PCA25711,R5.6.0(8),PCA25711,R5.6.0(8),PCA25711,R5.6.0(8),PCA25711,R5.6.0(8),PCA25711,R5.6.0(8)
PCA25711,R5.8.0(9),PCA25711,R5.8.0(9),PCA25711,R5.8.0(9),PCA25711,R5.8.0(9),PCA25711,R5.8.0(9),PCA25711,R5.8.0(9)
PCA25711,R6.3.0(9),PCA25711,R6.3.0(9),PCA25711,R6.3.0(9),PCA25711,R6.3.0(9),PCA25711,R6.3.0(9),PCA25711,R6.3.0(9)
PCA25712,R6.1.0(1),PCA25712,R6.1.0(1),PCA25712,R6.1.0(1),PCA25712,R6.1.0(1),PCA25712,R6.1.0(1),PCA25712,R6.1.0(1)
PCA25714,R5.8.0(1),PCA25714,R5.8.0(1),PCA25714,R5.8.0(1),PCA25714,R5.8.0(1),PCA25714,R5.8.0(1),PCA25714,R5.8.0(1)
PCA25715,R5.7.0(5),PCA25715,R5.7.0(5),PCA25715,R5.7.0(5),PCA25715,R5.7.0(5),PCA25715,R5.7.0(5),PCA25715,R5.7.0(5)
