bgrid,pplid
bgrid9753,pplid100
bgrid9753,pplid855
bgrid9754,pplid3961
bgrid9755,pplid1452
bgrid9755,pplid2875
bgrid9755,pplid3008
bgrid9755,pplid715
bgrid9756,pplid3672
bgrid9756,pplid633
bgrid9756,pplid693
bgrid9757,pplid428
bgrid9758,pplid1660
bgrid9758,pplid911
bgrid9759,pplid216
bgrid9759,pplid3414
bgrid9760,pplid1581
bgrid9760,pplid3298
bgrid9760,pplid997
bgrid9761,pplid1409
bgrid9761,pplid1688
bgrid9761,pplid1745
bgrid9762,pplid144
bgrid9763,pplid2594
bgrid9764,pplid1257
bgrid9764,pplid1649
bgrid9764,pplid675
bgrid9765,pplid2511
bgrid9765,pplid2523
bgrid9765,pplid4917
bgrid9766,pplid1109
bgrid9767,pplid2090
bgrid9767,pplid619
bgrid9767,pplid989
bgrid9768,pplid675
bgrid9768,pplid74
bgrid9769,pplid3127
bgrid9769,pplid4675
bgrid9770,pplid2241
bgrid9770,pplid3324
bgrid9770,pplid3714
bgrid9770,pplid4899
bgrid9771,pplid891
bgrid9772,pplid1393
bgrid9772,pplid1483
bgrid9772,pplid2787
bgrid9772,pplid3627
bgrid9773,pplid1513
bgrid9773,pplid621
bgrid9774,pplid1449
bgrid9774,pplid492
bgrid9775,pplid1755
bgrid9775,pplid3189
bgrid9775,pplid717
bgrid9776,pplid1263
bgrid9776,pplid532
bgrid9777,pplid3481
bgrid9777,pplid692
bgrid9778,pplid4853
bgrid9779,pplid4024
bgrid9780,pplid3544
bgrid9781,pplid3769
bgrid9782,pplid4148
bgrid9782,pplid4362
bgrid9783,pplid3857
bgrid9783,pplid858
bgrid9784,pplid2404
bgrid9785,pplid4799
bgrid9786,pplid1157
bgrid9786,pplid1483
bgrid9786,pplid3236
bgrid9786,pplid4066
bgrid9787,pplid2809
bgrid9788,pplid4370
bgrid9789,pplid1485
bgrid9789,pplid250
bgrid9790,pplid371
bgrid9790,pplid4764
bgrid9791,pplid2161
bgrid9791,pplid4169
bgrid9792,pplid1009
bgrid9792,pplid1967
bgrid9792,pplid4261
bgrid9793,pplid1128
bgrid9793,pplid1651
bgrid9793,pplid4402
bgrid9793,pplid502
bgrid9793,pplid79
bgrid9794,pplid1495
bgrid9795,pplid3725
bgrid9796,pplid2773
bgrid9796,pplid3436
bgrid9796,pplid4102
bgrid9797,pplid2807
bgrid9797,pplid401
bgrid9797,pplid4346
bgrid9798,pplid1453
bgrid9799,pplid2739
bgrid9799,pplid4087
bgrid9799,pplid4271
bgrid9800,pplid2864
bgrid9800,pplid3582
bgrid9801,pplid1784
bgrid9801,pplid2828
bgrid9801,pplid683
bgrid9802,pplid1544
bgrid9802,pplid4081
bgrid9803,pplid2501
bgrid9804,pplid1440
bgrid9804,pplid1923
bgrid9805,pplid1286
bgrid9806,pplid1112
bgrid9807,pplid1338
bgrid9807,pplid3958
bgrid9808,pplid2032
bgrid9808,pplid813
bgrid9809,pplid3341
bgrid9810,pplid3222
bgrid9811,pplid761
bgrid9812,pplid4732
bgrid9813,pplid1638
bgrid9813,pplid1935
bgrid9814,pplid1305
bgrid9814,pplid1949
bgrid9814,pplid2209
bgrid9815,pplid184
bgrid9815,pplid4538
bgrid9815,pplid677
bgrid9816,pplid1672
bgrid9816,pplid3582
bgrid9817,pplid3477
bgrid9817,pplid4687
bgrid9818,pplid3544
bgrid9818,pplid4626
bgrid9819,pplid1560
bgrid9820,pplid4997
bgrid9821,pplid3396
bgrid9821,pplid971
bgrid9822,pplid4912
bgrid9823,pplid1301
bgrid9823,pplid2053
bgrid9823,pplid2676
bgrid9823,pplid4779
bgrid9824,pplid1165
bgrid9825,pplid1774
bgrid9825,pplid4331
bgrid9826,pplid1846
bgrid9827,pplid3863
bgrid9827,pplid645
bgrid9828,pplid3632
bgrid9829,pplid2192
bgrid9830,pplid322
bgrid9830,pplid686
bgrid9831,pplid1349
bgrid9832,pplid1552
bgrid9832,pplid1868
bgrid9832,pplid2526
bgrid9833,pplid2999
bgrid9833,pplid4733
bgrid9833,pplid700
bgrid9834,pplid1686
bgrid9835,pplid1420
bgrid9835,pplid815
bgrid9836,pplid3533
bgrid9836,pplid3718
bgrid9837,pplid4893
bgrid9837,pplid4911
bgrid9838,pplid1435
bgrid9838,pplid1888
bgrid9838,pplid2887
bgrid9839,pplid1446
bgrid9839,pplid1813
bgrid9839,pplid2975
bgrid9840,pplid2033
bgrid9840,pplid3268
bgrid9841,pplid3382
bgrid9841,pplid378
bgrid9841,pplid570
bgrid9842,pplid2162
bgrid9843,pplid2205
bgrid9844,pplid2994
bgrid9844,pplid4644
bgrid9845,pplid1632
bgrid9845,pplid45
bgrid9846,pplid2987
bgrid9846,pplid4432
bgrid9847,pplid1457
bgrid9847,pplid2614
bgrid9848,pplid3516
bgrid9849,pplid967
bgrid9850,pplid3117
bgrid9851,pplid146
bgrid9851,pplid4429
bgrid9852,pplid2228
bgrid9853,pplid1663
bgrid9853,pplid3205
bgrid9854,pplid117
bgrid9854,pplid3185
bgrid9854,pplid3353
bgrid9854,pplid3699
bgrid9855,pplid3473
bgrid9855,pplid3822
bgrid9855,pplid4239
bgrid9855,pplid4569
bgrid9855,pplid802
bgrid9856,pplid1228
bgrid9856,pplid1884
bgrid9856,pplid2947
bgrid9857,pplid187
bgrid9857,pplid2297
bgrid9857,pplid3853
bgrid9858,pplid1470
bgrid9858,pplid2719
bgrid9858,pplid4037
bgrid9859,pplid1445
bgrid9859,pplid2886
bgrid9860,pplid3123
bgrid9860,pplid4964
bgrid9861,pplid4115
bgrid9861,pplid4466
bgrid9862,pplid654
bgrid9863,pplid2515
bgrid9863,pplid584
bgrid9864,pplid1487
bgrid9864,pplid1971
bgrid9864,pplid4195
bgrid9865,pplid3159
bgrid9865,pplid4356
bgrid9865,pplid4494
bgrid9866,pplid1711
bgrid9867,pplid97
bgrid9868,pplid2923
bgrid9869,pplid1420
bgrid9869,pplid3611
bgrid9869,pplid957
bgrid9870,pplid2407
bgrid9871,pplid141
bgrid9872,pplid542
bgrid9873,pplid2056
bgrid9873,pplid3646
bgrid9873,pplid4629
bgrid9874,pplid3899
bgrid9874,pplid4811
bgrid9874,pplid75
bgrid9875,pplid1684
bgrid9875,pplid3388
bgrid9876,pplid4912
bgrid9877,pplid3599
bgrid9878,pplid1013
bgrid9878,pplid1912
bgrid9879,pplid1054
bgrid9879,pplid1854
bgrid9879,pplid4785
bgrid9880,pplid2784
bgrid9881,pplid2780
bgrid9881,pplid3053
bgrid9881,pplid3208
bgrid9881,pplid3562
bgrid9882,pplid1633
bgrid9882,pplid3436
bgrid9882,pplid4045
bgrid9882,pplid996
bgrid9883,pplid985
bgrid9884,pplid4806
bgrid9885,pplid4194
bgrid9886,pplid1256
bgrid9886,pplid2254
bgrid9886,pplid2377
bgrid9886,pplid4157
bgrid9887,pplid2418
bgrid9887,pplid2976
bgrid9888,pplid1950
bgrid9889,pplid1531
bgrid9889,pplid4111
bgrid9889,pplid4727
bgrid9890,pplid1951
bgrid9890,pplid3667
bgrid9891,pplid3538
bgrid9891,pplid4785
bgrid9892,pplid1985
bgrid9893,pplid3955
bgrid9893,pplid4740
bgrid9894,pplid2783
bgrid9894,pplid866
bgrid9895,pplid2239
bgrid9895,pplid2744
bgrid9895,pplid4586
bgrid9895,pplid483
bgrid9896,pplid1387
bgrid9897,pplid4583
bgrid9898,pplid1010
bgrid9899,pplid2753
bgrid9899,pplid4919
bgrid9900,pplid3621
bgrid9901,pplid450
bgrid9901,pplid753
bgrid9902,pplid548
bgrid9903,pplid3483
bgrid9903,pplid4182
bgrid9904,pplid4465
bgrid9904,pplid82
bgrid9905,pplid3000
bgrid9905,pplid4028
bgrid9906,pplid2722
bgrid9906,pplid4954
bgrid9906,pplid656
bgrid9907,pplid1762
bgrid9907,pplid2373
bgrid9907,pplid3513
bgrid9908,pplid203
bgrid9908,pplid2628
bgrid9908,pplid3964
bgrid9908,pplid4277
bgrid9908,pplid4469
bgrid9909,pplid2206
bgrid9909,pplid794
bgrid9910,pplid247
bgrid9910,pplid3046
bgrid9911,pplid2609
bgrid9911,pplid4154
bgrid9911,pplid488
bgrid9912,pplid1840
bgrid9912,pplid4288
bgrid9913,pplid3641
bgrid9913,pplid4500
bgrid9913,pplid968
bgrid9914,pplid316
bgrid9914,pplid4624
bgrid9915,pplid1359
bgrid9915,pplid4822
bgrid9915,pplid555
bgrid9916,pplid1097
bgrid9916,pplid1335
bgrid9916,pplid3089
bgrid9917,pplid1817
bgrid9917,pplid76
bgrid9918,pplid3238
bgrid9919,pplid1849
bgrid9919,pplid3324
bgrid9920,pplid1084
bgrid9920,pplid4044
bgrid9921,pplid1207
bgrid9921,pplid274
bgrid9921,pplid4876
bgrid9922,pplid1350
bgrid9922,pplid1464
bgrid9922,pplid4005
bgrid9923,pplid1286
bgrid9923,pplid575
bgrid9924,pplid4654
bgrid9925,pplid1786
bgrid9925,pplid2043
bgrid9925,pplid2086
bgrid9925,pplid4400
bgrid9925,pplid4419
bgrid9926,pplid2060
bgrid9926,pplid2534
bgrid9926,pplid3839
bgrid9927,pplid2171
bgrid9927,pplid310
bgrid9928,pplid3547
bgrid9928,pplid664
bgrid9929,pplid292
bgrid9929,pplid4311
bgrid9929,pplid475
bgrid9930,pplid1230
bgrid9930,pplid4839
bgrid9931,pplid4189
bgrid9932,pplid1025
bgrid9932,pplid1100
bgrid9932,pplid2971
bgrid9932,pplid3996
bgrid9932,pplid654
bgrid9933,pplid1754
bgrid9933,pplid938
bgrid9934,pplid1203
bgrid9934,pplid2582
bgrid9934,pplid402
bgrid9935,pplid1494
bgrid9935,pplid2284
bgrid9936,pplid115
bgrid9937,pplid2183
bgrid9937,pplid3605
bgrid9937,pplid4172
bgrid9937,pplid4957
bgrid9938,pplid3268
bgrid9939,pplid1920
bgrid9939,pplid2614
bgrid9940,pplid4603
bgrid9940,pplid4993
bgrid9941,pplid1771
bgrid9941,pplid2448
bgrid9941,pplid4502
bgrid9942,pplid3799
bgrid9942,pplid847
bgrid9943,pplid1527
bgrid9943,pplid1985
bgrid9943,pplid4271
bgrid9944,pplid1583
bgrid9944,pplid1621
bgrid9944,pplid299
bgrid9945,pplid2072
bgrid9945,pplid4821
bgrid9946,pplid1265
bgrid9946,pplid2539
bgrid9946,pplid2730
bgrid9946,pplid2976
bgrid9947,pplid1277
bgrid9947,pplid3143
bgrid9948,pplid2406
bgrid9949,pplid1323
bgrid9949,pplid1778
bgrid9950,pplid126
bgrid9950,pplid3119
bgrid9950,pplid472
bgrid9950,pplid669
bgrid9951,pplid1322
bgrid9951,pplid3691
bgrid9952,pplid1423
bgrid9952,pplid2603
bgrid9952,pplid3311
bgrid9953,pplid3452
bgrid9954,pplid267
bgrid9954,pplid3062
bgrid9954,pplid619
bgrid9954,pplid702
bgrid9955,pplid1153
bgrid9955,pplid2348
bgrid9955,pplid3371
bgrid9955,pplid4464
bgrid9955,pplid883
bgrid9956,pplid2602
bgrid9957,pplid4202
bgrid9957,pplid76
bgrid9958,pplid3332
bgrid9959,pplid1047
bgrid9960,pplid3256
bgrid9960,pplid3403
bgrid9960,pplid3812
bgrid9961,pplid2640
bgrid9961,pplid4309
bgrid9961,pplid951
bgrid9962,pplid3295
bgrid9963,pplid2097
bgrid9963,pplid4382
bgrid9964,pplid3074
bgrid9964,pplid4808
bgrid9964,pplid992
bgrid9965,pplid295
bgrid9966,pplid1097
bgrid9966,pplid3364
bgrid9967,pplid3459
bgrid9967,pplid390
bgrid9967,pplid982
bgrid9968,pplid2233
bgrid9969,pplid4710
bgrid9970,pplid982
bgrid9971,pplid2149
bgrid9971,pplid4694
bgrid9972,pplid1979
bgrid9972,pplid4146
bgrid9973,pplid2956
bgrid9973,pplid4519
bgrid9974,pplid1716
bgrid9974,pplid4405
bgrid9975,pplid1673
bgrid9975,pplid2266
bgrid9976,pplid1642
bgrid9976,pplid2445
bgrid9977,pplid2636
bgrid9977,pplid3590
bgrid9978,pplid3337
bgrid9979,pplid2714
bgrid9980,pplid1199
bgrid9980,pplid2059
bgrid9980,pplid206
bgrid9980,pplid3721
bgrid9980,pplid4753
bgrid9981,pplid4261
bgrid9982,pplid2815
bgrid9982,pplid3622
bgrid9982,pplid4102
bgrid9983,pplid2635
bgrid9984,pplid2513
bgrid9985,pplid4411
bgrid9985,pplid4773
bgrid9986,pplid2704
bgrid9986,pplid2741
bgrid9987,pplid1225
bgrid9987,pplid4895
bgrid9987,pplid954
bgrid9988,pplid175
bgrid9988,pplid203
bgrid9988,pplid2617
bgrid9988,pplid3929
bgrid9988,pplid4993
bgrid9989,pplid1742
bgrid9989,pplid2917
bgrid9989,pplid3657
bgrid9989,pplid4426
bgrid9989,pplid583
bgrid9990,pplid2067
bgrid9990,pplid4874
bgrid9991,pplid1599
bgrid9991,pplid2828
bgrid9991,pplid4317
bgrid9992,pplid2772
bgrid9992,pplid3466
bgrid9992,pplid3532
bgrid9992,pplid411
bgrid9992,pplid4563
bgrid9993,pplid2089
bgrid9993,pplid3024
bgrid9993,pplid4308
bgrid9993,pplid4316
bgrid9994,pplid1883
bgrid9994,pplid3757
bgrid9995,pplid458
bgrid9996,pplid1831
bgrid9996,pplid2984
bgrid9996,pplid4924
bgrid9996,pplid766
bgrid9997,pplid3181
bgrid9997,pplid3587
bgrid9998,pplid4254
bgrid9998,pplid4942
bgrid9999,pplid1636
bgrid9999,pplid3930
bgrid9999,pplid4172
bgrid9999,pplid948
bgrid10000,pplid1298
bgrid10001,pplid1001
bgrid10001,pplid3156
bgrid10002,pplid4387
bgrid10003,pplid3406
bgrid10004,pplid1070
bgrid10004,pplid1976
bgrid10004,pplid2458
bgrid10004,pplid339
bgrid10005,pplid173
bgrid10005,pplid3855
bgrid10006,pplid1037
bgrid10006,pplid2471
bgrid10006,pplid4273
bgrid10007,pplid77
bgrid10008,pplid3445
bgrid10009,pplid2044
bgrid10009,pplid2359
bgrid10009,pplid3136
bgrid10010,pplid3270
bgrid10010,pplid4647
bgrid10011,pplid1858
bgrid10011,pplid601
bgrid10012,pplid2379
bgrid10012,pplid3128
bgrid10012,pplid3808
bgrid10013,pplid3725
bgrid10013,pplid3764
bgrid10014,pplid2869
bgrid10015,pplid2900
bgrid10015,pplid3682
bgrid10016,pplid3294
bgrid10017,pplid1284
bgrid10017,pplid680
bgrid10018,pplid2095
bgrid10019,pplid1521
bgrid10019,pplid2632
bgrid10019,pplid792
bgrid10020,pplid3692
bgrid10020,pplid383
bgrid10021,pplid4134
bgrid10021,pplid875
bgrid10022,pplid1252
bgrid10023,pplid3707
bgrid10023,pplid4084
bgrid10023,pplid659
bgrid10024,pplid2688
bgrid10024,pplid4115
bgrid10024,pplid557
bgrid10024,pplid800
bgrid10025,pplid1361
bgrid10025,pplid1969
bgrid10026,pplid1134
bgrid10026,pplid2850
bgrid10026,pplid3686
bgrid10026,pplid382
bgrid10026,pplid4374
bgrid10027,pplid4275
bgrid10028,pplid2143
bgrid10028,pplid4345
bgrid10028,pplid487
bgrid10029,pplid3412
bgrid10029,pplid419
bgrid10030,pplid2410
bgrid10030,pplid4426
bgrid10031,pplid3337
bgrid10032,pplid3675
bgrid10033,pplid1589
bgrid10033,pplid4722
bgrid10034,pplid1523
bgrid10034,pplid1918
bgrid10034,pplid685
bgrid10035,pplid2924
bgrid10036,pplid1207
bgrid10036,pplid2117
bgrid10036,pplid3235
bgrid10037,pplid1663
bgrid10037,pplid2822
bgrid10038,pplid2526
bgrid10038,pplid3077
bgrid10038,pplid4701
bgrid10039,pplid1801
bgrid10039,pplid2156
bgrid10039,pplid3816
bgrid10040,pplid2046
bgrid10040,pplid3053
bgrid10041,pplid261
bgrid10041,pplid3573
bgrid10041,pplid636
bgrid10042,pplid2123
bgrid10042,pplid808
bgrid10043,pplid2039
bgrid10043,pplid3066
bgrid10044,pplid2622
bgrid10044,pplid3809
bgrid10044,pplid4093
bgrid10045,pplid4037
bgrid10046,pplid2924
bgrid10046,pplid4221
bgrid10047,pplid3981
bgrid10047,pplid777
bgrid10048,pplid3301
bgrid10048,pplid4917
bgrid10049,pplid3462
bgrid10049,pplid480
bgrid10050,pplid4159
bgrid10051,pplid2808
bgrid10052,pplid405
bgrid10053,pplid3797
bgrid10053,pplid3810
bgrid10054,pplid1937
bgrid10054,pplid2396
bgrid10054,pplid3602
bgrid10055,pplid2044
bgrid10055,pplid2227
bgrid10055,pplid4177
bgrid10056,pplid1563
bgrid10056,pplid3651
bgrid10056,pplid4425
bgrid10057,pplid2291
bgrid10057,pplid2811
bgrid10057,pplid4151
bgrid10058,pplid1395
bgrid10058,pplid2613
bgrid10059,pplid1522
bgrid10059,pplid3877
bgrid10060,pplid3684
bgrid10060,pplid4845
bgrid10061,pplid3729
bgrid10061,pplid55
bgrid10062,pplid1344
bgrid10062,pplid2381
bgrid10062,pplid4079
bgrid10062,pplid4285
bgrid10063,pplid1390
bgrid10063,pplid145
bgrid10063,pplid4025
bgrid10063,pplid4123
bgrid10063,pplid4209
bgrid10064,pplid1685
bgrid10064,pplid2258
bgrid10064,pplid3353
bgrid10065,pplid2862
bgrid10065,pplid3274
bgrid10065,pplid639
bgrid10066,pplid3338
bgrid10066,pplid4082
bgrid10066,pplid475
bgrid10067,pplid1358
bgrid10067,pplid3753
bgrid10067,pplid4192
bgrid10068,pplid2567
bgrid10068,pplid2886
bgrid10068,pplid3536
bgrid10069,pplid2290
bgrid10069,pplid2307
bgrid10069,pplid3420
bgrid10069,pplid3908
bgrid10070,pplid1919
bgrid10070,pplid2634
bgrid10070,pplid2723
bgrid10070,pplid4366
bgrid10070,pplid462
bgrid10071,pplid2811
bgrid10071,pplid3166
bgrid10071,pplid3250
bgrid10071,pplid3487
bgrid10072,pplid2248
bgrid10072,pplid2328
bgrid10072,pplid4358
bgrid10072,pplid545
bgrid10073,pplid813
bgrid10074,pplid1407
bgrid10074,pplid729
bgrid10075,pplid4046
bgrid10076,pplid1519
bgrid10077,pplid1636
bgrid10078,pplid1400
bgrid10078,pplid152
bgrid10078,pplid912
bgrid10079,pplid324
bgrid10079,pplid4994
bgrid10080,pplid1400
bgrid10080,pplid2855
bgrid10080,pplid4950
bgrid10081,pplid2954
bgrid10082,pplid3742
bgrid10082,pplid4591
bgrid10083,pplid1957
bgrid10084,pplid137
bgrid10084,pplid3074
bgrid10085,pplid1823
bgrid10085,pplid1896
bgrid10085,pplid3354
bgrid10086,pplid1943
bgrid10086,pplid430
bgrid10086,pplid927
bgrid10087,pplid2258
bgrid10087,pplid2797
bgrid10087,pplid2804
bgrid10087,pplid4420
bgrid10088,pplid1399
bgrid10088,pplid508
bgrid10089,pplid4577
bgrid10090,pplid3593
bgrid10090,pplid4167
bgrid10090,pplid507
bgrid10091,pplid212
bgrid10091,pplid683
bgrid10092,pplid3912
bgrid10093,pplid2622
bgrid10093,pplid3109
bgrid10093,pplid4090
bgrid10093,pplid4391
bgrid10094,pplid4843
bgrid10095,pplid4568
bgrid10096,pplid1298
bgrid10096,pplid1552
bgrid10097,pplid3102
bgrid10097,pplid4140
bgrid10097,pplid4697
bgrid10098,pplid1986
bgrid10098,pplid2323
bgrid10098,pplid526
bgrid10099,pplid3939
bgrid10099,pplid880
bgrid10100,pplid147
bgrid10100,pplid2948
bgrid10101,pplid3218
bgrid10102,pplid3334
bgrid10103,pplid3221
bgrid10104,pplid4340
bgrid10105,pplid2845
bgrid10106,pplid2304
bgrid10106,pplid413
bgrid10106,pplid667
bgrid10106,pplid974
bgrid10107,pplid163
bgrid10107,pplid2921
bgrid10107,pplid4397
bgrid10107,pplid4698
bgrid10107,pplid4796
bgrid10108,pplid1690
bgrid10109,pplid3944
bgrid10109,pplid4832
bgrid10110,pplid4126
bgrid10110,pplid4647
bgrid10111,pplid1498
bgrid10112,pplid1282
bgrid10112,pplid2447
bgrid10113,pplid1108
bgrid10113,pplid2347
bgrid10113,pplid2424
bgrid10114,pplid1107
bgrid10114,pplid1196
bgrid10114,pplid139
bgrid10114,pplid4320
bgrid10115,pplid4576
bgrid10116,pplid2557
bgrid10116,pplid4384
bgrid10116,pplid4456
bgrid10117,pplid2862
bgrid10117,pplid4687
bgrid10118,pplid341
bgrid10118,pplid3732
bgrid10118,pplid4814
bgrid10119,pplid2399
bgrid10120,pplid1487
bgrid10121,pplid3785
bgrid10121,pplid4748
bgrid10122,pplid1534
bgrid10122,pplid2697
bgrid10123,pplid2049
bgrid10123,pplid821
bgrid10124,pplid2733
bgrid10125,pplid2838
bgrid10125,pplid647
bgrid10126,pplid1068
bgrid10126,pplid3747
bgrid10127,pplid1491
bgrid10128,pplid1149
bgrid10128,pplid209
bgrid10129,pplid2077
bgrid10129,pplid2951
bgrid10130,pplid2784
bgrid10130,pplid3625
bgrid10130,pplid4438
bgrid10130,pplid4832
bgrid10131,pplid2970
bgrid10131,pplid782
bgrid10132,pplid1364
bgrid10132,pplid4908
bgrid10133,pplid1606
bgrid10133,pplid2805
bgrid10133,pplid3329
bgrid10133,pplid3461
bgrid10133,pplid369
bgrid10134,pplid1780
bgrid10134,pplid1910
bgrid10134,pplid2595
bgrid10134,pplid3035
bgrid10135,pplid1005
bgrid10136,pplid1948
bgrid10136,pplid1998
bgrid10137,pplid134
bgrid10137,pplid88
bgrid10138,pplid3689
bgrid10138,pplid813
bgrid10139,pplid336
bgrid10139,pplid452
bgrid10140,pplid1482
bgrid10140,pplid817
bgrid10141,pplid2709
bgrid10142,pplid1198
bgrid10142,pplid2864
bgrid10143,pplid3102
bgrid10143,pplid442
bgrid10144,pplid666
bgrid10144,pplid968
bgrid10145,pplid2002
bgrid10145,pplid2651
bgrid10145,pplid3504
bgrid10145,pplid3701
bgrid10145,pplid4627
bgrid10146,pplid1036
bgrid10146,pplid1330
bgrid10146,pplid902
bgrid10147,pplid1633
bgrid10147,pplid2761
bgrid10148,pplid2231
bgrid10149,pplid3662
bgrid10150,pplid2174
bgrid10150,pplid3180
bgrid10150,pplid3610
bgrid10151,pplid1830
bgrid10152,pplid2201
bgrid10153,pplid1193
bgrid10153,pplid1777
bgrid10154,pplid1225
bgrid10154,pplid2478
bgrid10154,pplid2848
bgrid10154,pplid490
bgrid10155,pplid1464
bgrid10156,pplid1307
bgrid10156,pplid3193
bgrid10156,pplid436
bgrid10156,pplid4835
bgrid10157,pplid2445
bgrid10158,pplid2309
bgrid10158,pplid272
bgrid10158,pplid4475
bgrid10159,pplid3675
bgrid10159,pplid462
bgrid10159,pplid4683
bgrid10160,pplid1102
bgrid10160,pplid1364
bgrid10160,pplid4500
bgrid10161,pplid2249
bgrid10161,pplid3042
bgrid10162,pplid2254
bgrid10162,pplid2471
bgrid10162,pplid3364
bgrid10163,pplid1886
bgrid10163,pplid2223
bgrid10163,pplid87
bgrid10164,pplid3982
bgrid10165,pplid2260
bgrid10165,pplid2675
bgrid10165,pplid2744
bgrid10165,pplid4336
bgrid10165,pplid4357
bgrid10166,pplid3664
bgrid10166,pplid4708
bgrid10166,pplid955
bgrid10167,pplid1367
bgrid10167,pplid4706
bgrid10167,pplid4726
bgrid10168,pplid1319
bgrid10169,pplid2750
bgrid10169,pplid3136
bgrid10169,pplid4601
bgrid10170,pplid1052
bgrid10170,pplid192
bgrid10171,pplid3574
bgrid10172,pplid1878
bgrid10172,pplid2760
bgrid10172,pplid3347
bgrid10172,pplid814
bgrid10173,pplid3292
bgrid10173,pplid4146
bgrid10174,pplid195
bgrid10174,pplid3196
bgrid10174,pplid33
bgrid10174,pplid785
bgrid10175,pplid2445
bgrid10175,pplid3292
bgrid10176,pplid4988
bgrid10177,pplid326
bgrid10177,pplid975
bgrid10178,pplid3860
bgrid10178,pplid3944
bgrid10179,pplid203
bgrid10179,pplid4598
bgrid10179,pplid4939
bgrid10179,pplid494
bgrid10180,pplid2869
bgrid10180,pplid660
bgrid10181,pplid1355
bgrid10181,pplid4092
bgrid10181,pplid575
bgrid10182,pplid3402
bgrid10182,pplid4083
bgrid10182,pplid4396
bgrid10182,pplid4883
bgrid10183,pplid3184
bgrid10183,pplid4786
bgrid10184,pplid4476
bgrid10185,pplid1026
bgrid10185,pplid3557
bgrid10185,pplid433
bgrid10186,pplid3147
bgrid10186,pplid3812
bgrid10187,pplid1037
bgrid10188,pplid753
bgrid10189,pplid3083
bgrid10189,pplid4048
bgrid10189,pplid517
bgrid10190,pplid4716
bgrid10191,pplid2931
bgrid10192,pplid1501
bgrid10192,pplid1987
bgrid10193,pplid2248
bgrid10193,pplid3922
bgrid10194,pplid4035
bgrid10194,pplid4443
bgrid10195,pplid3998
bgrid10195,pplid780
bgrid10196,pplid1771
bgrid10197,pplid1684
bgrid10197,pplid4194
bgrid10197,pplid4954
bgrid10198,pplid891
bgrid10199,pplid2344
bgrid10199,pplid3001
bgrid10200,pplid3296
bgrid10200,pplid3618
bgrid10201,pplid3535
bgrid10201,pplid4978
bgrid10202,pplid491
bgrid10203,pplid1681
bgrid10203,pplid725
bgrid10204,pplid2092
bgrid10204,pplid2120
bgrid10205,pplid3521
bgrid10206,pplid4290
bgrid10207,pplid2494
bgrid10207,pplid597
bgrid10208,pplid3588
bgrid10209,pplid1074
bgrid10209,pplid3722
bgrid10210,pplid1446
bgrid10210,pplid3045
bgrid10210,pplid4881
bgrid10211,pplid1886
bgrid10211,pplid2998
bgrid10211,pplid4643
bgrid10211,pplid705
bgrid10212,pplid2119
bgrid10212,pplid420
bgrid10212,pplid4425
bgrid10213,pplid4328
bgrid10214,pplid2617
bgrid10214,pplid3011
bgrid10215,pplid308
bgrid10215,pplid4786
bgrid10216,pplid1928
bgrid10216,pplid4380
bgrid10217,pplid3030
bgrid10217,pplid4062
bgrid10217,pplid70
bgrid10218,pplid1692
bgrid10218,pplid4923
bgrid10219,pplid4796
bgrid10220,pplid3286
bgrid10220,pplid4017
bgrid10220,pplid995
bgrid10221,pplid1788
bgrid10221,pplid3355
bgrid10221,pplid3903
bgrid10222,pplid2812
bgrid10222,pplid2832
bgrid10223,pplid4588
bgrid10224,pplid111
bgrid10224,pplid1325
bgrid10224,pplid1399
bgrid10225,pplid10
bgrid10225,pplid1718
bgrid10226,pplid2342
bgrid10226,pplid3850
bgrid10227,pplid1248
bgrid10227,pplid2110
bgrid10227,pplid3
bgrid10228,pplid1914
bgrid10228,pplid883
bgrid10229,pplid1035
bgrid10229,pplid104
bgrid10229,pplid1245
bgrid10229,pplid279
bgrid10229,pplid613
bgrid10230,pplid2543
bgrid10230,pplid890
bgrid10231,pplid1470
bgrid10231,pplid3695
bgrid10231,pplid4956
bgrid10232,pplid3870
bgrid10233,pplid243
bgrid10233,pplid67
bgrid10234,pplid103
bgrid10234,pplid2396
bgrid10235,pplid583
bgrid10236,pplid4192
bgrid10237,pplid1267
bgrid10237,pplid3128
bgrid10237,pplid876
bgrid10238,pplid1658
bgrid10238,pplid1710
bgrid10238,pplid2078
bgrid10238,pplid3747
bgrid10238,pplid4898
bgrid10239,pplid303
bgrid10239,pplid4312
bgrid10240,pplid1596
bgrid10240,pplid2351
bgrid10240,pplid3522
bgrid10240,pplid3689
bgrid10241,pplid2682
bgrid10242,pplid14
bgrid10243,pplid2490
bgrid10243,pplid4307
bgrid10244,pplid1063
bgrid10245,pplid3020
bgrid10246,pplid3706
bgrid10247,pplid3311
bgrid10247,pplid3807
bgrid10247,pplid3942
bgrid10247,pplid4261
bgrid10247,pplid4966
bgrid10248,pplid1710
bgrid10248,pplid915
bgrid10249,pplid2467
bgrid10249,pplid3729
bgrid10250,pplid1364
bgrid10250,pplid3247
bgrid10250,pplid4253
bgrid10251,pplid3490
bgrid10251,pplid4016
bgrid10252,pplid374
bgrid10253,pplid237
bgrid10254,pplid3113
bgrid10255,pplid1681
bgrid10255,pplid3759
bgrid10255,pplid4594
bgrid10256,pplid1377
