"CLSID","PPLID"
"clsid3887","pplid1193"
"clsid3887","pplid3858"
"clsid3887","pplid4552"
"clsid3887","pplid997"
"clsid9445","pplid1193"
"clsid9445","pplid3858"
"clsid9445","pplid4552"
"clsid9445","pplid997"
"clsid2315","pplid2184"
"clsid2315","pplid2674"
"clsid2315","pplid3918"
"clsid2315","pplid4780"
"clsid534","pplid2184"
"clsid534","pplid2674"
"clsid534","pplid3918"
"clsid534","pplid4780"
"clsid5947","pplid2184"
"clsid5947","pplid2674"
"clsid5947","pplid3918"
"clsid5947","pplid4780"
"clsid5486","pplid2284"
"clsid5486","pplid3245"
"clsid856","pplid2284"
"clsid856","pplid3245"
"clsid9628","pplid2284"
"clsid9628","pplid3245"
"clsid10743","pplid4086"
"clsid10743","pplid4623"
"clsid10743","pplid4650"
"clsid10995","pplid1966"
"clsid10995","pplid210"
"clsid3689","pplid1966"
"clsid3689","pplid210"
"clsid52","pplid3759"
"clsid5397","pplid3759"
"clsid6310","pplid3759"
"clsid7500","pplid3759"
"clsid8548","pplid3759"
"clsid1090","pplid1617"
"clsid1090","pplid2050"
"clsid1090","pplid3774"
"clsid5914","pplid1617"
"clsid5914","pplid2050"
"clsid5914","pplid3774"
"clsid2399","pplid1446"
"clsid4805","pplid1446"
"clsid612","pplid1571"
"clsid612","pplid4686"
"clsid612","pplid4947"
"clsid6627","pplid1571"
"clsid6627","pplid4686"
"clsid6627","pplid4947"
"clsid11857","pplid4896"
"clsid4807","pplid4896"
"clsid4822","pplid2269"
"clsid4822","pplid3937"
"clsid4822","pplid4015"
"clsid6103","pplid2269"
"clsid6103","pplid3937"
"clsid6103","pplid4015"
"clsid2350","pplid4799"
"clsid2350","pplid688"
"clsid2350","pplid699"
"clsid414","pplid4799"
"clsid414","pplid688"
"clsid414","pplid699"
"clsid7752","pplid4799"
"clsid7752","pplid688"
"clsid7752","pplid699"
"clsid532","pplid2729"
"clsid532","pplid3278"
"clsid532","pplid3766"
"clsid7622","pplid1945"
"clsid7622","pplid2600"
"clsid7622","pplid4405"
"clsid7622","pplid89"
"clsid6407","pplid2735"
"clsid1336","pplid2230"
"clsid1336","pplid2482"
"clsid4636","pplid2230"
"clsid4636","pplid2482"
"clsid10932","pplid1286"
"clsid10932","pplid4039"
"clsid5167","pplid1286"
"clsid5167","pplid4039"
"clsid5399","pplid1286"
"clsid5399","pplid4039"
"clsid10936","pplid3273"
"clsid10936","pplid3606"
"clsid10936","pplid4896"
"clsid56","pplid3273"
"clsid56","pplid3606"
"clsid56","pplid4896"
"clsid751","pplid3273"
"clsid751","pplid3606"
"clsid751","pplid4896"
"clsid3530","pplid164"
"clsid3530","pplid4116"
"clsid11141","pplid3778"
"clsid11141","pplid4183"
"clsid1459","pplid3778"
"clsid1459","pplid4183"
"clsid12444","pplid4928"
"clsid3135","pplid4928"
"clsid9394","pplid918"
"clsid4533","pplid2661"
"clsid4533","pplid4694"
"clsid739","pplid2661"
"clsid739","pplid4694"
"clsid8197","pplid1476"
"clsid9360","pplid1476"
"clsid6412","pplid2881"
"clsid6412","pplid75"
"clsid7124","pplid2881"
"clsid7124","pplid75"
"clsid1745","pplid3683"
"clsid1745","pplid3921"
"clsid1745","pplid4435"
"clsid2101","pplid3683"
"clsid2101","pplid3921"
"clsid2101","pplid4435"
"clsid2203","pplid2716"
"clsid2203","pplid2936"
"clsid2203","pplid3178"
"clsid2203","pplid442"
"clsid820","pplid2716"
"clsid820","pplid2936"
"clsid820","pplid3178"
"clsid820","pplid442"
"clsid2130","pplid3557"
"clsid2130","pplid97"
"clsid2276","pplid3557"
"clsid2276","pplid97"
"clsid11177","pplid2923"
"clsid11177","pplid3993"
"clsid3838","pplid2923"
"clsid3838","pplid3993"
"clsid1739","pplid177"
"clsid1739","pplid2585"
"clsid1739","pplid3268"
"clsid4706","pplid177"
"clsid4706","pplid2585"
"clsid4706","pplid3268"
"clsid9965","pplid2030"
"clsid9965","pplid3197"
"clsid9965","pplid3711"
"clsid9965","pplid463"
"clsid10992","pplid4510"
"clsid10992","pplid4853"
"clsid1610","pplid4510"
"clsid1610","pplid4853"
"clsid2032","pplid4510"
"clsid2032","pplid4853"
"clsid6914","pplid4510"
"clsid6914","pplid4853"
"clsid9165","pplid4510"
"clsid9165","pplid4853"
"clsid6781","pplid2236"
"clsid6834","pplid2236"
"clsid9490","pplid3960"
"clsid3156","pplid4058"
"clsid3156","pplid4067"
"clsid1536","pplid714"
"clsid10304","pplid4078"
"clsid4069","pplid4078"
"clsid625","pplid4078"
"clsid6589","pplid4078"
"clsid7856","pplid1436"
"clsid7856","pplid3126"
"clsid7856","pplid3931"
"clsid7856","pplid398"
"clsid6514","pplid2642"
"clsid6514","pplid4586"
"clsid6514","pplid77"
"clsid8455","pplid2642"
"clsid8455","pplid4586"
"clsid8455","pplid77"
"clsid8909","pplid2642"
"clsid8909","pplid4586"
"clsid8909","pplid77"
"clsid7801","pplid1601"
"clsid7801","pplid2437"
"clsid5957","pplid1817"
"clsid5957","pplid4978"
"clsid4777","pplid755"
"clsid226","pplid3"
"clsid226","pplid3399"
"clsid226","pplid4696"
"clsid3245","pplid2933"
"clsid3245","pplid690"
"clsid4468","pplid2933"
"clsid4468","pplid690"
"clsid5322","pplid2933"
"clsid5322","pplid690"
"clsid6134","pplid2933"
"clsid6134","pplid690"
"clsid10410","pplid2595"
"clsid10410","pplid484"
"clsid853","pplid2595"
"clsid853","pplid484"
"clsid12377","pplid1938"
"clsid12377","pplid3468"
"clsid12377","pplid3968"
"clsid3954","pplid2238"
"clsid3954","pplid291"
"clsid3954","pplid356"
"clsid11471","pplid4400"
"clsid11471","pplid702"
"clsid818","pplid4400"
"clsid818","pplid702"
"clsid11285","pplid4626"
"clsid11914","pplid2050"
"clsid11528","pplid1053"
"clsid11528","pplid2494"
"clsid11528","pplid2622"
"clsid11528","pplid4726"
"clsid12256","pplid1053"
"clsid12256","pplid2494"
"clsid12256","pplid2622"
"clsid12256","pplid4726"
"clsid3236","pplid1053"
"clsid3236","pplid2494"
"clsid3236","pplid2622"
"clsid3236","pplid4726"
"clsid4403","pplid2798"
"clsid4403","pplid358"
"clsid9671","pplid2798"
"clsid9671","pplid358"
"clsid10751","pplid1301"
"clsid10751","pplid887"
"clsid1718","pplid1301"
"clsid1718","pplid887"
"clsid3334","pplid1470"
"clsid3334","pplid1623"
"clsid3334","pplid2712"
"clsid6628","pplid1470"
"clsid6628","pplid1623"
"clsid6628","pplid2712"
"clsid2208","pplid1698"
"clsid2208","pplid4492"
"clsid3154","pplid1698"
"clsid3154","pplid4492"
"clsid4662","pplid1698"
"clsid4662","pplid4492"
"clsid1977","pplid1170"
"clsid1977","pplid3450"
"clsid1977","pplid3545"
"clsid1977","pplid519"
"clsid1977","pplid897"
"clsid2555","pplid2535"
"clsid2555","pplid3001"
"clsid1429","pplid4186"
"clsid1429","pplid4840"
"clsid1429","pplid743"
"clsid6599","pplid4186"
"clsid6599","pplid4840"
"clsid6599","pplid743"
"clsid7254","pplid4186"
"clsid7254","pplid4840"
"clsid7254","pplid743"
"clsid4737","pplid1354"
"clsid4737","pplid4438"
"clsid10862","pplid2624"
"clsid10862","pplid4881"
"clsid4639","pplid2624"
"clsid4639","pplid4881"
"clsid6830","pplid2624"
"clsid6830","pplid4881"
"clsid10239","pplid1780"
"clsid10239","pplid3125"
"clsid4364","pplid1780"
"clsid4364","pplid3125"
"clsid7827","pplid3915"
"clsid7963","pplid3915"
"clsid6368","pplid2912"
"clsid12416","pplid1913"
"clsid12416","pplid934"
"clsid2213","pplid1913"
"clsid2213","pplid934"
"clsid80","pplid1913"
"clsid80","pplid934"
"clsid1650","pplid3520"
"clsid7387","pplid3520"
"clsid10037","pplid1373"
"clsid10037","pplid2865"
"clsid10037","pplid2872"
"clsid10037","pplid31"
"clsid10037","pplid4119"
"clsid4893","pplid1373"
"clsid4893","pplid2865"
"clsid4893","pplid2872"
"clsid4893","pplid31"
"clsid4893","pplid4119"
"clsid689","pplid1373"
"clsid689","pplid2865"
"clsid689","pplid2872"
"clsid689","pplid31"
"clsid689","pplid4119"
"clsid2105","pplid2805"
"clsid2105","pplid435"
"clsid7349","pplid2805"
"clsid7349","pplid435"
"clsid3141","pplid1217"
"clsid3141","pplid452"
"clsid7743","pplid1217"
"clsid7743","pplid452"
"clsid1574","pplid309"
"clsid1574","pplid888"
"clsid335","pplid2957"
"clsid335","pplid3774"
"clsid335","pplid417"
"clsid335","pplid692"
"clsid610","pplid2957"
"clsid610","pplid3774"
"clsid610","pplid417"
"clsid610","pplid692"
"clsid8662","pplid2957"
"clsid8662","pplid3774"
"clsid8662","pplid417"
"clsid8662","pplid692"
"clsid2771","pplid3860"
"clsid4813","pplid847"
"clsid11229","pplid1105"
"clsid11229","pplid4988"
"clsid5378","pplid1105"
"clsid5378","pplid4988"
"clsid6819","pplid1105"
"clsid6819","pplid4988"
"clsid8090","pplid2925"
"clsid5240","pplid2643"
"clsid5240","pplid755"
"clsid7724","pplid2643"
"clsid7724","pplid755"
"clsid7560","pplid1047"
"clsid7560","pplid1564"
"clsid7560","pplid3544"
"clsid7560","pplid4072"
"clsid12015","pplid308"
"clsid12015","pplid4686"
"clsid12015","pplid775"
"clsid8687","pplid2245"
"clsid8687","pplid3542"
"clsid8826","pplid2245"
"clsid8826","pplid3542"
"clsid9080","pplid2245"
"clsid9080","pplid3542"
"clsid2660","pplid1869"
"clsid12769","pplid1684"
"clsid12769","pplid4388"
"clsid12769","pplid4587"
"clsid9801","pplid1684"
"clsid9801","pplid4388"
"clsid9801","pplid4587"
"clsid8573","pplid2260"
"clsid8573","pplid3825"
"clsid144","pplid2427"
"clsid144","pplid365"
"clsid1665","pplid1084"
"clsid1665","pplid33"
"clsid1665","pplid3777"
"clsid1665","pplid49"
"clsid2034","pplid1084"
"clsid2034","pplid33"
"clsid2034","pplid3777"
"clsid2034","pplid49"
"clsid3157","pplid1084"
"clsid3157","pplid33"
"clsid3157","pplid3777"
"clsid3157","pplid49"
"clsid4867","pplid4088"
"clsid4867","pplid4714"
"clsid9036","pplid4088"
"clsid9036","pplid4714"
"clsid9778","pplid479"
"clsid5460","pplid1800"
"clsid4141","pplid47"
"clsid4141","pplid4936"
"clsid5226","pplid47"
"clsid5226","pplid4936"
"clsid5817","pplid47"
"clsid5817","pplid4936"
"clsid11304","pplid1572"
"clsid11304","pplid2873"
"clsid11304","pplid3434"
"clsid10089","pplid3552"
"clsid10089","pplid4392"
"clsid10089","pplid4680"
"clsid10726","pplid3552"
"clsid10726","pplid4392"
"clsid10726","pplid4680"
"clsid556","pplid3552"
"clsid556","pplid4392"
"clsid556","pplid4680"
"clsid10887","pplid3426"
"clsid6301","pplid1288"
"clsid6301","pplid2326"
"clsid6301","pplid4610"
"clsid7084","pplid1288"
"clsid7084","pplid2326"
"clsid7084","pplid4610"
"clsid1601","pplid4148"
"clsid2721","pplid1591"
"clsid2721","pplid1663"
"clsid2721","pplid4104"
"clsid12788","pplid4770"
"clsid12788","pplid998"
"clsid3496","pplid4770"
"clsid3496","pplid998"
"clsid7479","pplid4770"
"clsid7479","pplid998"
"clsid6561","pplid1369"
"clsid6561","pplid1878"
"clsid6561","pplid4969"
"clsid12656","pplid3900"
"clsid12656","pplid4272"
"clsid9197","pplid3900"
"clsid9197","pplid4272"
"clsid10933","pplid3572"
"clsid10933","pplid4810"
"clsid7959","pplid3572"
"clsid7959","pplid4810"
"clsid3135","pplid1043"
"clsid3135","pplid2733"
"clsid3135","pplid3818"
"clsid3135","pplid3922"
"clsid3135","pplid920"
"clsid7115","pplid1043"
"clsid7115","pplid2733"
"clsid7115","pplid3818"
"clsid7115","pplid3922"
"clsid7115","pplid920"
"clsid1122","pplid2078"
"clsid1122","pplid499"
"clsid2216","pplid224"
"clsid2216","pplid752"
"clsid4019","pplid224"
"clsid4019","pplid752"
"clsid7179","pplid266"
"clsid7179","pplid4024"
"clsid1769","pplid3338"
"clsid5173","pplid3338"
"clsid9146","pplid3338"
"clsid6077","pplid150"
"clsid6077","pplid4039"
"clsid1348","pplid3490"
"clsid5527","pplid3490"
"clsid5887","pplid3490"
"clsid2396","pplid56"
"clsid4016","pplid56"
"clsid976","pplid2072"
"clsid976","pplid807"
"clsid1834","pplid1270"
"clsid1834","pplid2878"
"clsid1834","pplid824"
"clsid9703","pplid1270"
"clsid9703","pplid2878"
"clsid9703","pplid824"
"clsid8717","pplid459"
"clsid8717","pplid470"
"clsid7670","pplid1711"
"clsid7670","pplid1791"
"clsid8552","pplid1711"
"clsid8552","pplid1791"
"clsid12409","pplid2149"
"clsid12409","pplid3663"
"clsid7833","pplid2149"
"clsid7833","pplid3663"
"clsid3096","pplid1"
"clsid3096","pplid3202"
"clsid3096","pplid3493"
"clsid9526","pplid1"
"clsid9526","pplid3202"
"clsid9526","pplid3493"
"clsid1310","pplid554"
"clsid4519","pplid554"
"clsid4794","pplid554"
"clsid6529","pplid554"
"clsid11926","pplid1991"
"clsid7204","pplid1991"
"clsid9540","pplid1991"
"clsid9858","pplid1991"
"clsid3430","pplid4185"
"clsid3430","pplid5"
"clsid5856","pplid4185"
"clsid5856","pplid5"
"clsid4598","pplid1220"
"clsid4598","pplid4350"
"clsid4598","pplid4549"
"clsid9475","pplid1220"
"clsid9475","pplid4350"
"clsid9475","pplid4549"
"clsid11166","pplid3810"
"clsid11166","pplid457"
"clsid11166","pplid4605"
"clsid8069","pplid3810"
"clsid8069","pplid457"
"clsid8069","pplid4605"
"clsid1505","pplid1432"
"clsid683","pplid1432"
"clsid12061","pplid2390"
"clsid12061","pplid835"
"clsid5606","pplid2390"
"clsid5606","pplid835"
"clsid5183","pplid1947"
"clsid5183","pplid2394"
"clsid6355","pplid1947"
"clsid6355","pplid2394"
"clsid9476","pplid1947"
"clsid9476","pplid2394"
"clsid10195","pplid1569"
"clsid10195","pplid4646"
"clsid10515","pplid1569"
"clsid10515","pplid4646"
"clsid6088","pplid1569"
"clsid6088","pplid4646"
"clsid711","pplid1569"
"clsid711","pplid4646"
"clsid12124","pplid1768"
"clsid12415","pplid1768"
"clsid6898","pplid2950"
"clsid7059","pplid2950"
"clsid2831","pplid1203"
"clsid8396","pplid1203"
"clsid10786","pplid3300"
"clsid957","pplid3300"
"clsid1653","pplid1282"
"clsid1653","pplid2759"
"clsid3306","pplid1282"
"clsid3306","pplid2759"
"clsid12381","pplid4046"
"clsid12381","pplid4471"
"clsid12381","pplid4623"
"clsid9812","pplid4046"
"clsid9812","pplid4471"
"clsid9812","pplid4623"
"clsid10192","pplid270"
"clsid8947","pplid1318"
"clsid8947","pplid2750"
"clsid8947","pplid4830"
"clsid8947","pplid683"
"clsid10343","pplid3709"
"clsid6737","pplid3709"
"clsid6113","pplid1255"
"clsid6113","pplid1950"
"clsid8060","pplid242"
"clsid2072","pplid38"
"clsid7792","pplid38"
"clsid2805","pplid1207"
"clsid5945","pplid1207"
"clsid9562","pplid1207"
"clsid3364","pplid206"
"clsid3364","pplid3185"
"clsid12605","pplid4629"
"clsid2983","pplid4629"
"clsid8195","pplid1538"
"clsid8195","pplid3156"
"clsid8195","pplid4123"
"clsid8195","pplid464"
"clsid850","pplid1538"
"clsid850","pplid3156"
"clsid850","pplid4123"
"clsid850","pplid464"
"clsid10504","pplid1179"
"clsid11404","pplid1179"
"clsid62","pplid1179"
"clsid8949","pplid1179"
"clsid2845","pplid82"
"clsid8461","pplid82"
"clsid9542","pplid1811"
"clsid9542","pplid2897"
"clsid9542","pplid517"
"clsid9542","pplid735"
"clsid9542","pplid887"
"clsid9547","pplid1811"
"clsid9547","pplid2897"
"clsid9547","pplid517"
"clsid9547","pplid735"
"clsid9547","pplid887"
"clsid1782","pplid1052"
"clsid1782","pplid107"
"clsid1782","pplid753"
"clsid276","pplid1052"
"clsid276","pplid107"
"clsid276","pplid753"
"clsid2978","pplid1052"
"clsid2978","pplid107"
"clsid2978","pplid753"
"clsid3275","pplid1052"
"clsid3275","pplid107"
"clsid3275","pplid753"
"clsid7179","pplid240"
"clsid7179","pplid3747"
"clsid7179","pplid4877"
"clsid5370","pplid2464"
"clsid5370","pplid2967"
"clsid5370","pplid4350"
"clsid5370","pplid4796"
"clsid1272","pplid2182"
"clsid1950","pplid2182"
"clsid1396","pplid2270"
"clsid1396","pplid4333"
"clsid3857","pplid2270"
"clsid3857","pplid4333"
"clsid1985","pplid1922"
"clsid1985","pplid2862"
"clsid1985","pplid3388"
"clsid2895","pplid1922"
"clsid2895","pplid2862"
"clsid2895","pplid3388"
"clsid1515","pplid2375"
"clsid1515","pplid3201"
"clsid1515","pplid4745"
"clsid734","pplid2375"
"clsid734","pplid3201"
"clsid734","pplid4745"
"clsid2312","pplid827"
"clsid4606","pplid827"
"clsid11886","pplid3333"
"clsid3549","pplid1982"
"clsid3549","pplid3339"
"clsid8519","pplid1982"
"clsid8519","pplid3339"
"clsid11531","pplid3876"
"clsid3465","pplid3876"
"clsid5024","pplid3876"
"clsid10267","pplid1816"
"clsid4692","pplid1816"
"clsid3282","pplid64"
"clsid3282","pplid943"
"clsid11376","pplid1972"
"clsid11376","pplid4273"
"clsid7470","pplid1972"
"clsid7470","pplid4273"
"clsid11572","pplid2566"
"clsid11572","pplid3859"
"clsid12256","pplid3549"
"clsid7450","pplid3549"
"clsid10795","pplid1696"
"clsid10795","pplid4321"
"clsid10795","pplid435"
"clsid8750","pplid1696"
"clsid8750","pplid4321"
"clsid8750","pplid435"
"clsid7267","pplid1638"
"clsid9546","pplid605"
"clsid9546","pplid786"
"clsid8303","pplid86"
"clsid12032","pplid1935"
"clsid1610","pplid1935"
"clsid4299","pplid1629"
"clsid4299","pplid4809"
"clsid5026","pplid1629"
"clsid5026","pplid4809"
"clsid10954","pplid3412"
"clsid177","pplid3412"
"clsid10232","pplid1066"
"clsid10232","pplid2225"
"clsid10703","pplid1066"
"clsid10703","pplid2225"
"clsid3468","pplid1201"
"clsid3468","pplid345"
"clsid115","pplid3097"
"clsid115","pplid3922"
"clsid12166","pplid3097"
"clsid12166","pplid3922"
"clsid3361","pplid1794"
"clsid3361","pplid34"
"clsid5855","pplid1794"
"clsid5855","pplid34"
"clsid9985","pplid2135"
"clsid743","pplid1566"
"clsid743","pplid3385"
"clsid8101","pplid1566"
"clsid8101","pplid3385"
"clsid10877","pplid1861"
"clsid10877","pplid2361"
"clsid10877","pplid2925"
"clsid10877","pplid3712"
"clsid10877","pplid4920"
"clsid121","pplid1861"
"clsid121","pplid2361"
"clsid121","pplid2925"
"clsid121","pplid3712"
"clsid121","pplid4920"
"clsid8720","pplid1861"
"clsid8720","pplid2361"
"clsid8720","pplid2925"
"clsid8720","pplid3712"
"clsid8720","pplid4920"
"clsid12943","pplid1930"
"clsid12943","pplid2557"
"clsid6260","pplid1930"
"clsid6260","pplid2557"
"clsid8232","pplid1930"
"clsid8232","pplid2557"
"clsid1196","pplid2491"
"clsid1196","pplid4508"
"clsid4522","pplid2491"
"clsid4522","pplid4508"
"clsid8436","pplid2491"
"clsid8436","pplid4508"
"clsid246","pplid851"
"clsid7758","pplid851"
"clsid3695","pplid4366"
"clsid3695","pplid4741"
"clsid2305","pplid1015"
"clsid7154","pplid2536"
"clsid7154","pplid3432"
"clsid9143","pplid2536"
"clsid9143","pplid3432"
"clsid2512","pplid128"
"clsid2512","pplid3790"
"clsid2512","pplid4571"
"clsid2512","pplid911"
"clsid10300","pplid145"
"clsid10300","pplid338"
"clsid11495","pplid145"
"clsid11495","pplid338"
"clsid349","pplid145"
"clsid349","pplid338"
"clsid8696","pplid145"
"clsid8696","pplid338"
"clsid7083","pplid2161"
"clsid7083","pplid3086"
"clsid3920","pplid2274"
"clsid3920","pplid2437"
"clsid3920","pplid3800"
"clsid4153","pplid2274"
"clsid4153","pplid2437"
"clsid4153","pplid3800"
"clsid6168","pplid2274"
"clsid6168","pplid2437"
"clsid6168","pplid3800"
"clsid7350","pplid2274"
"clsid7350","pplid2437"
"clsid7350","pplid3800"
"clsid11376","pplid16"
"clsid5171","pplid16"
"clsid6796","pplid16"
"clsid8608","pplid16"
"clsid11821","pplid3453"
"clsid11821","pplid44"
"clsid11821","pplid4698"
"clsid5187","pplid3453"
"clsid5187","pplid44"
"clsid5187","pplid4698"
"clsid5820","pplid1901"
"clsid5820","pplid2744"
"clsid9155","pplid1901"
"clsid9155","pplid2744"
"clsid4889","pplid3084"
"clsid8830","pplid3084"
"clsid9264","pplid3084"
"clsid2413","pplid3911"
"clsid12339","pplid231"
"clsid12339","pplid4463"
"clsid2315","pplid231"
"clsid2315","pplid4463"
"clsid7882","pplid231"
"clsid7882","pplid4463"
"clsid9914","pplid4544"
"clsid4788","pplid2282"
"clsid4788","pplid2324"
"clsid4788","pplid3455"
"clsid4788","pplid4701"
"clsid10485","pplid1846"
"clsid10485","pplid2265"
"clsid10485","pplid4860"
"clsid4682","pplid1846"
"clsid4682","pplid2265"
"clsid4682","pplid4860"
"clsid5719","pplid1846"
"clsid5719","pplid2265"
"clsid5719","pplid4860"
"clsid10395","pplid2576"
"clsid10395","pplid3089"
"clsid10395","pplid3831"
"clsid10395","pplid4157"
"clsid10395","pplid4828"
"clsid11642","pplid2576"
"clsid11642","pplid3089"
"clsid11642","pplid3831"
"clsid11642","pplid4157"
"clsid11642","pplid4828"
"clsid8952","pplid2576"
"clsid8952","pplid3089"
"clsid8952","pplid3831"
"clsid8952","pplid4157"
"clsid8952","pplid4828"
"clsid4816","pplid1956"
"clsid4816","pplid4121"
"clsid5812","pplid1956"
"clsid5812","pplid4121"
"clsid11796","pplid1182"
"clsid11796","pplid4277"
"clsid12744","pplid1182"
"clsid12744","pplid4277"
"clsid10763","pplid1910"
"clsid6029","pplid1910"
"clsid8936","pplid3053"
"clsid8936","pplid3945"
"clsid8936","pplid4857"
"clsid9670","pplid3053"
"clsid9670","pplid3945"
"clsid9670","pplid4857"
"clsid12288","pplid2515"
"clsid12288","pplid3065"
"clsid12288","pplid4030"
"clsid12288","pplid4558"
"clsid12493","pplid4022"
"clsid2257","pplid4022"
"clsid499","pplid4022"
"clsid7922","pplid4022"
"clsid9635","pplid4022"
"clsid12825","pplid2665"
"clsid12825","pplid3359"
"clsid1061","pplid3703"
"clsid1061","pplid4879"
"clsid336","pplid3703"
"clsid336","pplid4879"
"clsid4269","pplid3703"
"clsid4269","pplid4879"
"clsid5462","pplid3703"
"clsid5462","pplid4879"
"clsid1918","pplid1139"
"clsid1918","pplid3053"
"clsid1918","pplid4362"
"clsid1918","pplid4910"
"clsid885","pplid1139"
"clsid885","pplid3053"
"clsid885","pplid4362"
"clsid885","pplid4910"
"clsid12960","pplid1004"
"clsid12960","pplid3062"
"clsid12960","pplid3569"
"clsid5817","pplid1004"
"clsid5817","pplid3062"
"clsid5817","pplid3569"
"clsid9643","pplid1004"
"clsid9643","pplid3062"
"clsid9643","pplid3569"
"clsid9935","pplid1004"
"clsid9935","pplid3062"
"clsid9935","pplid3569"
"clsid139","pplid4271"
"clsid139","pplid428"
"clsid2948","pplid4271"
"clsid2948","pplid428"
"clsid7033","pplid4271"
"clsid7033","pplid428"
"clsid1956","pplid3808"
"clsid2877","pplid2540"
"clsid2877","pplid3332"
"clsid2877","pplid4830"
"clsid7140","pplid2540"
"clsid7140","pplid3332"
"clsid7140","pplid4830"
"clsid12845","pplid1421"
"clsid12845","pplid724"
"clsid516","pplid1421"
"clsid516","pplid724"
"clsid5623","pplid1421"
"clsid5623","pplid724"
"clsid5341","pplid1253"
"clsid5366","pplid1253"
"clsid10297","pplid334"
"clsid10297","pplid861"
"clsid2159","pplid334"
"clsid2159","pplid861"
"clsid12291","pplid3803"
"clsid7504","pplid1690"
"clsid7504","pplid4210"
"clsid2405","pplid2205"
"clsid2405","pplid2533"
"clsid2405","pplid92"
"clsid9030","pplid2205"
"clsid9030","pplid2533"
"clsid9030","pplid92"
"clsid10998","pplid2539"
"clsid10998","pplid4491"
"clsid6634","pplid2539"
"clsid6634","pplid4491"
"clsid7453","pplid1683"
"clsid7453","pplid2254"
"clsid7453","pplid3796"
"clsid7919","pplid2810"
"clsid7919","pplid3356"
"clsid7919","pplid3505"
"clsid4137","pplid3972"
"clsid6071","pplid3972"
"clsid5801","pplid1891"
"clsid872","pplid1891"
"clsid362","pplid1074"
"clsid7419","pplid1074"
"clsid6981","pplid2271"
"clsid6981","pplid2684"
"clsid8746","pplid2271"
"clsid8746","pplid2684"
"clsid9823","pplid2959"
"clsid9823","pplid3158"
"clsid9823","pplid4629"
"clsid12710","pplid202"
"clsid12710","pplid540"
"clsid8389","pplid202"
"clsid8389","pplid540"
"clsid12275","pplid2014"
"clsid12275","pplid2703"
"clsid12275","pplid3360"
"clsid12275","pplid750"
"clsid5735","pplid2014"
"clsid5735","pplid2703"
"clsid5735","pplid3360"
"clsid5735","pplid750"
"clsid2693","pplid4605"
"clsid5672","pplid3836"
"clsid5672","pplid4607"
"clsid364","pplid1041"
"clsid364","pplid4835"
"clsid5445","pplid4339"
"clsid5445","pplid4816"
"clsid7931","pplid4339"
"clsid7931","pplid4816"
"clsid1980","pplid3015"
"clsid5213","pplid3015"
"clsid10591","pplid1509"
"clsid10591","pplid4707"
"clsid11470","pplid1509"
"clsid11470","pplid4707"
"clsid12268","pplid1509"
"clsid12268","pplid4707"
"clsid6108","pplid1509"
"clsid6108","pplid4707"
"clsid11121","pplid1833"
"clsid11121","pplid2508"
"clsid11301","pplid1622"
"clsid11301","pplid575"
"clsid10528","pplid3773"
"clsid4829","pplid3773"
"clsid5354","pplid3773"
"clsid3253","pplid2206"
"clsid3253","pplid3445"
"clsid3253","pplid4161"
"clsid621","pplid1842"
"clsid9320","pplid1842"
"clsid6622","pplid2466"
"clsid6622","pplid2691"
"clsid6622","pplid2892"
"clsid6622","pplid3664"
"clsid494","pplid2483"
"clsid494","pplid4803"
"clsid9626","pplid2483"
"clsid9626","pplid4803"
"clsid3738","pplid1739"
"clsid3738","pplid992"
"clsid8203","pplid1765"
"clsid8203","pplid4936"
"clsid8203","pplid642"
"clsid10494","pplid1166"
"clsid10494","pplid3732"
"clsid738","pplid1166"
"clsid738","pplid3732"
"clsid11054","pplid570"
"clsid11361","pplid570"
"clsid4659","pplid3422"
"clsid4659","pplid3861"
"clsid6113","pplid3422"
"clsid6113","pplid3861"
"clsid8074","pplid377"
"clsid8074","pplid4743"
"clsid12807","pplid743"
"clsid3396","pplid743"
"clsid5759","pplid743"
"clsid6389","pplid743"
"clsid7272","pplid743"
"clsid10531","pplid1475"
"clsid10531","pplid3492"
"clsid10531","pplid4647"
"clsid3358","pplid1475"
"clsid3358","pplid3492"
"clsid3358","pplid4647"
"clsid8129","pplid1475"
"clsid8129","pplid3492"
"clsid8129","pplid4647"
"clsid8968","pplid1475"
"clsid8968","pplid3492"
"clsid8968","pplid4647"
"clsid2870","pplid272"
"clsid2870","pplid862"
"clsid6062","pplid272"
"clsid6062","pplid862"
"clsid12304","pplid3293"
"clsid6602","pplid3293"
"clsid9515","pplid3293"
"clsid2310","pplid2384"
"clsid2310","pplid450"
"clsid2310","pplid621"
"clsid11352","pplid2099"
"clsid12078","pplid2099"
"clsid3852","pplid3211"
"clsid64","pplid3211"
"clsid1303","pplid1919"
"clsid1303","pplid23"
"clsid1303","pplid2361"
"clsid5167","pplid1919"
"clsid5167","pplid23"
"clsid5167","pplid2361"
"clsid981","pplid1919"
"clsid981","pplid23"
"clsid981","pplid2361"
"clsid2757","pplid2449"
"clsid3420","pplid2449"
"clsid3656","pplid1931"
"clsid3656","pplid3778"
"clsid4097","pplid1931"
"clsid4097","pplid3778"
"clsid8220","pplid1931"
"clsid8220","pplid3778"
"clsid10736","pplid1568"
"clsid10736","pplid3160"
"clsid10736","pplid4657"
"clsid10736","pplid4898"
"clsid10736","pplid650"
