ssrqid,drqid
ssrqid1859,drqid3774
ssrqid1860,drqid2996
ssrqid1860,drqid670
ssrqid1861,drqid2571
ssrqid1861,drqid3773
ssrqid1862,drqid165
ssrqid1862,drqid560
ssrqid1863,drqid2362
ssrqid1864,drqid2518
ssrqid1864,drqid460
ssrqid1865,drqid3246
ssrqid1865,drqid3616
ssrqid1866,drqid3951
ssrqid1867,drqid1170
ssrqid1868,drqid1582
ssrqid1868,drqid2078
ssrqid1869,drqid3924
ssrqid1870,drqid3027
ssrqid1871,drqid1349
ssrqid1871,drqid1475
ssrqid1871,drqid3075
ssrqid1872,drqid3378
ssrqid1873,drqid209
ssrqid1874,drqid902
ssrqid1875,drqid693
ssrqid1875,drqid788
ssrqid1875,drqid8
ssrqid1876,drqid665
ssrqid1877,drqid3400
ssrqid1878,drqid215
ssrqid1878,drqid440
ssrqid1879,drqid2893
ssrqid1879,drqid3371
ssrqid1880,drqid2096
ssrqid1880,drqid2207
ssrqid1881,drqid1323
ssrqid1881,drqid2010
ssrqid1881,drqid2641
ssrqid1882,drqid736
ssrqid1882,drqid903
ssrqid1883,drqid833
ssrqid1884,drqid1961
ssrqid1884,drqid819
ssrqid1885,drqid3194
ssrqid1886,drqid43
ssrqid1886,drqid495
ssrqid1887,drqid2912
ssrqid1888,drqid627
ssrqid1889,drqid1867
ssrqid1889,drqid2427
ssrqid1890,drqid2594
ssrqid1890,drqid3228
ssrqid1891,drqid2743
ssrqid1892,drqid2769
ssrqid1892,drqid458
ssrqid1893,drqid3690
ssrqid1894,drqid300
ssrqid1894,drqid3660
ssrqid1895,drqid1488
ssrqid1895,drqid2642
ssrqid1896,drqid3179
ssrqid1896,drqid3641
ssrqid1897,drqid2325
ssrqid1898,drqid1270
ssrqid1898,drqid3234
ssrqid1899,drqid2949
ssrqid1900,drqid1190
ssrqid1900,drqid3481
ssrqid1900,drqid472
ssrqid1901,drqid160
ssrqid1901,drqid3402
ssrqid1902,drqid78
ssrqid1903,drqid2692
ssrqid1903,drqid3901
ssrqid1904,drqid1387
ssrqid1904,drqid3224
ssrqid1905,drqid2159
ssrqid1905,drqid3706
ssrqid1906,drqid1790
ssrqid1906,drqid23
ssrqid1907,drqid2551
ssrqid1908,drqid1592
ssrqid1909,drqid148
ssrqid1909,drqid3923
ssrqid1910,drqid3214
ssrqid1910,drqid510
ssrqid1911,drqid379
ssrqid1911,drqid3918
ssrqid1912,drqid1779
ssrqid1913,drqid2004
ssrqid1913,drqid956
ssrqid1914,drqid220
ssrqid1914,drqid3720
ssrqid1915,drqid3933
ssrqid1916,drqid2702
ssrqid1917,drqid1592
ssrqid1917,drqid2914
ssrqid1918,drqid2075
ssrqid1919,drqid142
ssrqid1920,drqid3604
ssrqid1921,drqid2236
ssrqid1921,drqid397
ssrqid1922,drqid899
ssrqid1923,drqid3310
ssrqid1924,drqid2529
ssrqid1924,drqid3662
ssrqid1925,drqid1295
ssrqid1925,drqid3382
ssrqid1926,drqid1303
ssrqid1926,drqid528
ssrqid1927,drqid37
ssrqid1927,drqid996
ssrqid1928,drqid1285
ssrqid1928,drqid143
ssrqid1928,drqid2297
ssrqid1929,drqid3089
ssrqid1929,drqid801
ssrqid1930,drqid2607
ssrqid1931,drqid1307
ssrqid1932,drqid1481
ssrqid1932,drqid3820
ssrqid1933,drqid1667
ssrqid1934,drqid1053
ssrqid1935,drqid1647
ssrqid1935,drqid3253
ssrqid1936,drqid519
ssrqid1937,drqid2718
ssrqid1937,drqid3248
ssrqid1938,drqid2727
ssrqid1939,drqid2654
ssrqid1940,drqid3507
ssrqid1941,drqid3563
ssrqid1942,drqid548
ssrqid1942,drqid916
ssrqid1943,drqid461
ssrqid1944,drqid3221
ssrqid1944,drqid909
ssrqid1945,drqid2734
ssrqid1945,drqid2965
ssrqid1946,drqid3826
ssrqid1947,drqid734
ssrqid1948,drqid1333
ssrqid1948,drqid3182
ssrqid1949,drqid1221
ssrqid1949,drqid2171
ssrqid1949,drqid3267
ssrqid1950,drqid2079
ssrqid1951,drqid571
ssrqid1952,drqid2743
ssrqid1953,drqid606
ssrqid1954,drqid3838
ssrqid1955,drqid2175
ssrqid1956,drqid1800
ssrqid1957,drqid1208
ssrqid1957,drqid1530
ssrqid1958,drqid1189
ssrqid1958,drqid1288
ssrqid1959,drqid3930
ssrqid1959,drqid999
ssrqid1960,drqid83
ssrqid1961,drqid1855
ssrqid1961,drqid2883
ssrqid1962,drqid1999
ssrqid1962,drqid2106
ssrqid1963,drqid3161
ssrqid1964,drqid757
ssrqid1965,drqid2148
ssrqid1966,drqid2167
ssrqid1967,drqid3485
ssrqid1968,drqid3619
ssrqid1968,drqid824
ssrqid1969,drqid616
ssrqid1970,drqid3696
ssrqid1970,drqid3902
ssrqid1971,drqid1843
ssrqid1972,drqid1285
ssrqid1973,drqid2418
ssrqid1973,drqid39
ssrqid1974,drqid166
ssrqid1974,drqid304
ssrqid1975,drqid1486
ssrqid1976,drqid1851
ssrqid1976,drqid2019
ssrqid1976,drqid3115
ssrqid1977,drqid308
ssrqid1977,drqid3377
ssrqid1978,drqid237
ssrqid1978,drqid2809
ssrqid1978,drqid3532
ssrqid1979,drqid2118
ssrqid1980,drqid2259
ssrqid1981,drqid3251
ssrqid1981,drqid777
ssrqid1982,drqid2023
ssrqid1983,drqid1760
ssrqid1983,drqid2787
ssrqid1984,drqid3908
ssrqid1985,drqid545
ssrqid1986,drqid2010
ssrqid1987,drqid2913
ssrqid1988,drqid2848
ssrqid1988,drqid3782
ssrqid1989,drqid217
ssrqid1990,drqid1795
ssrqid1990,drqid3955
ssrqid1991,drqid339
ssrqid1992,drqid1767
ssrqid1993,drqid1379
ssrqid1994,drqid104
ssrqid1995,drqid2913
ssrqid1995,drqid3835
ssrqid1996,drqid3133
ssrqid1997,drqid1656
ssrqid1997,drqid3683
ssrqid1998,drqid333
ssrqid1998,drqid347
ssrqid1999,drqid1185
ssrqid1999,drqid2595
ssrqid2000,drqid3947
ssrqid2000,drqid504
ssrqid2001,drqid2092
ssrqid2001,drqid725
ssrqid2002,drqid753
ssrqid2003,drqid773
ssrqid2004,drqid3292
ssrqid2004,drqid3885
ssrqid2005,drqid525
ssrqid2006,drqid253
ssrqid2006,drqid3994
ssrqid2007,drqid3465
ssrqid2008,drqid265
ssrqid2008,drqid2798
ssrqid2009,drqid602
ssrqid2010,drqid2164
ssrqid2010,drqid2242
ssrqid2011,drqid1020
ssrqid2011,drqid378
ssrqid2012,drqid2006
ssrqid2013,drqid3565
ssrqid2013,drqid747
ssrqid2014,drqid1050
ssrqid2014,drqid1891
ssrqid2015,drqid1073
ssrqid2015,drqid1400
ssrqid2016,drqid2916
ssrqid2016,drqid3001
ssrqid2017,drqid2285
ssrqid2018,drqid2639
ssrqid2019,drqid2430
ssrqid2019,drqid782
ssrqid2019,drqid941
ssrqid2020,drqid247
ssrqid2021,drqid3471
ssrqid2022,drqid2392
ssrqid2023,drqid2721
ssrqid2024,drqid1001
ssrqid2024,drqid3770
ssrqid2024,drqid3808
ssrqid2025,drqid2407
ssrqid2025,drqid3427
ssrqid2026,drqid2141
ssrqid2026,drqid3368
ssrqid2027,drqid1746
ssrqid2028,drqid3269
ssrqid2028,drqid3715
ssrqid2029,drqid1090
ssrqid2029,drqid3519
ssrqid2030,drqid1788
ssrqid2030,drqid3947
ssrqid2031,drqid3843
ssrqid2031,drqid89
ssrqid2032,drqid3642
ssrqid2033,drqid160
ssrqid2034,drqid1277
ssrqid2035,drqid2610
ssrqid2035,drqid3242
ssrqid2035,drqid513
ssrqid2036,drqid2711
ssrqid2036,drqid968
ssrqid2037,drqid239
ssrqid2037,drqid3080
ssrqid2037,drqid595
ssrqid2038,drqid1262
ssrqid2038,drqid2828
ssrqid2039,drqid1835
ssrqid2039,drqid1992
ssrqid2040,drqid255
ssrqid2041,drqid355
ssrqid2041,drqid557
ssrqid2042,drqid1768
ssrqid2042,drqid3256
ssrqid2043,drqid1448
ssrqid2044,drqid584
ssrqid2045,drqid2489
ssrqid2045,drqid3481
ssrqid2046,drqid2489
ssrqid2046,drqid3231
ssrqid2047,drqid2686
ssrqid2047,drqid464
ssrqid2048,drqid2356
ssrqid2048,drqid2388
ssrqid2049,drqid3354
ssrqid2049,drqid367
ssrqid2050,drqid109
ssrqid2050,drqid1786
ssrqid2050,drqid826
ssrqid2051,drqid1460
ssrqid2051,drqid2140
ssrqid2051,drqid3588
ssrqid2052,drqid3964
ssrqid2053,drqid1646
ssrqid2053,drqid2368
ssrqid2054,drqid3445
ssrqid2054,drqid3733
ssrqid2055,drqid1078
ssrqid2056,drqid1463
ssrqid2057,drqid1334
ssrqid2057,drqid1620
ssrqid2057,drqid188
ssrqid2058,drqid1902
ssrqid2059,drqid1728
ssrqid2060,drqid2819
ssrqid2061,drqid6
ssrqid2062,drqid2563
ssrqid2062,drqid3153
ssrqid2063,drqid3484
ssrqid2063,drqid3806
ssrqid2064,drqid1760
ssrqid2065,drqid191
ssrqid2065,drqid2241
ssrqid2066,drqid1083
ssrqid2066,drqid1924
ssrqid2067,drqid3378
ssrqid2067,drqid3676
ssrqid2068,drqid2713
ssrqid2068,drqid3698
ssrqid2069,drqid2350
ssrqid2069,drqid2978
ssrqid2069,drqid445
ssrqid2070,drqid1436
ssrqid2070,drqid164
ssrqid2070,drqid3781
ssrqid2071,drqid1463
ssrqid2071,drqid57
ssrqid2072,drqid3254
ssrqid2072,drqid3744
ssrqid2073,drqid1652
ssrqid2074,drqid1845
ssrqid2074,drqid2599
ssrqid2074,drqid996
ssrqid2075,drqid2701
ssrqid2075,drqid887
ssrqid2076,drqid1416
ssrqid2076,drqid1573
ssrqid2076,drqid3772
ssrqid2077,drqid2800
ssrqid2078,drqid1439
ssrqid2078,drqid1673
ssrqid2078,drqid521
ssrqid2079,drqid2247
ssrqid2080,drqid1803
ssrqid2080,drqid2401
ssrqid2081,drqid1972
ssrqid2081,drqid2947
ssrqid2082,drqid1836
ssrqid2082,drqid2720
ssrqid2083,drqid2349
ssrqid2083,drqid3258
ssrqid2083,drqid710
ssrqid2084,drqid1078
ssrqid2084,drqid2640
ssrqid2084,drqid707
ssrqid2085,drqid1429
ssrqid2086,drqid1264
ssrqid2087,drqid178
ssrqid2087,drqid2379
ssrqid2087,drqid602
ssrqid2088,drqid3242
ssrqid2088,drqid3595
ssrqid2089,drqid3414
ssrqid2090,drqid1177
ssrqid2091,drqid3028
ssrqid2091,drqid3616
ssrqid2092,drqid1456
ssrqid2092,drqid2955
ssrqid2093,drqid3849
ssrqid2094,drqid1849
ssrqid2094,drqid815
ssrqid2095,drqid2008
ssrqid2095,drqid2847
ssrqid2095,drqid3288
ssrqid2096,drqid3559
ssrqid2096,drqid487
ssrqid2097,drqid2116
ssrqid2097,drqid3195
ssrqid2098,drqid2858
ssrqid2098,drqid3991
ssrqid2099,drqid2582
ssrqid2100,drqid489
ssrqid2100,drqid631
ssrqid2101,drqid1000
ssrqid2101,drqid1496
ssrqid2102,drqid1293
ssrqid2102,drqid223
ssrqid2103,drqid1536
ssrqid2103,drqid3411
ssrqid2103,drqid3821
ssrqid2104,drqid16
ssrqid2104,drqid1991
ssrqid2105,drqid1764
ssrqid2105,drqid3547
ssrqid2106,drqid2711
ssrqid2106,drqid3348
ssrqid2107,drqid1846
ssrqid2107,drqid2316
ssrqid2108,drqid1657
ssrqid2108,drqid3309
ssrqid2108,drqid57
ssrqid2109,drqid337
ssrqid2109,drqid556
ssrqid2110,drqid1173
ssrqid2110,drqid1780
ssrqid2111,drqid1565
ssrqid2112,drqid3043
ssrqid2113,drqid651
ssrqid2114,drqid3290
ssrqid2114,drqid3576
ssrqid2115,drqid1638
ssrqid2115,drqid657
ssrqid2116,drqid2730
ssrqid2117,drqid2953
ssrqid2118,drqid3920
ssrqid2119,drqid975
ssrqid2120,drqid111
ssrqid2120,drqid2195
ssrqid2121,drqid3720
ssrqid2122,drqid716
ssrqid2122,drqid719
ssrqid2123,drqid2805
ssrqid2124,drqid1064
ssrqid2124,drqid1935
ssrqid2124,drqid212
ssrqid2125,drqid461
ssrqid2126,drqid2662
ssrqid2126,drqid2928
ssrqid2127,drqid1718
ssrqid2127,drqid1777
ssrqid2127,drqid3678
ssrqid2128,drqid1825
ssrqid2129,drqid3309
ssrqid2129,drqid761
ssrqid2130,drqid1003
ssrqid2130,drqid1584
ssrqid2131,drqid2090
ssrqid2131,drqid3351
ssrqid2132,drqid2023
ssrqid2132,drqid2976
ssrqid2133,drqid3967
ssrqid2134,drqid1616
ssrqid2135,drqid2168
ssrqid2135,drqid2945
ssrqid2136,drqid1685
ssrqid2137,drqid3780
ssrqid2137,drqid80
ssrqid2138,drqid1167
ssrqid2138,drqid3168
ssrqid2139,drqid1048
ssrqid2140,drqid2387
ssrqid2141,drqid1302
ssrqid2141,drqid3452
ssrqid2141,drqid3986
ssrqid2142,drqid2734
ssrqid2143,drqid1998
ssrqid2143,drqid2779
ssrqid2144,drqid1871
ssrqid2144,drqid395
ssrqid2145,drqid3239
ssrqid2145,drqid778
ssrqid2146,drqid369
ssrqid2146,drqid552
ssrqid2147,drqid198
ssrqid2147,drqid3347
ssrqid2147,drqid531
ssrqid2148,drqid1161
ssrqid2148,drqid743
ssrqid2149,drqid3053
ssrqid2149,drqid456
ssrqid2150,drqid3483
ssrqid2151,drqid118
ssrqid2152,drqid1819
ssrqid2152,drqid2933
ssrqid2153,drqid1163
ssrqid2153,drqid3369
ssrqid2154,drqid2582
ssrqid2154,drqid3009
ssrqid2155,drqid3191
ssrqid2155,drqid973
ssrqid2156,drqid3798
ssrqid2157,drqid2339
ssrqid2157,drqid3732
ssrqid2158,drqid2812
ssrqid2158,drqid565
ssrqid2159,drqid343
ssrqid2159,drqid967
ssrqid2160,drqid1812
ssrqid2161,drqid2065
ssrqid2162,drqid2684
ssrqid2162,drqid657
ssrqid2163,drqid155
ssrqid2164,drqid2691
ssrqid2164,drqid341
ssrqid2165,drqid1112
ssrqid2165,drqid2062
ssrqid2166,drqid3629
ssrqid2166,drqid489
ssrqid2167,drqid1034
ssrqid2167,drqid2915
ssrqid2168,drqid1135
ssrqid2169,drqid3714
ssrqid2169,drqid618
ssrqid2170,drqid234
ssrqid2170,drqid3471
ssrqid2171,drqid1821
ssrqid2171,drqid952
ssrqid2172,drqid1716
ssrqid2173,drqid2289
ssrqid2173,drqid2535
ssrqid2174,drqid3184
ssrqid2174,drqid3545
ssrqid2175,drqid2621
ssrqid2176,drqid3936
ssrqid2177,drqid3460
ssrqid2177,drqid3784
ssrqid2178,drqid458
ssrqid2179,drqid1004
ssrqid2179,drqid3257
ssrqid2180,drqid2914
ssrqid2181,drqid1069
ssrqid2181,drqid1369
ssrqid2182,drqid3209
ssrqid2183,drqid3938
ssrqid2183,drqid731
ssrqid2184,drqid3307
ssrqid2184,drqid3860
ssrqid2185,drqid1269
ssrqid2185,drqid2630
ssrqid2186,drqid2119
ssrqid2186,drqid2290
ssrqid2187,drqid1025
ssrqid2188,drqid451
ssrqid2189,drqid3064
ssrqid2189,drqid576
ssrqid2190,drqid1166
ssrqid2190,drqid2126
ssrqid2191,drqid1635
ssrqid2191,drqid1787
ssrqid2192,drqid3767
ssrqid2192,drqid865
ssrqid2193,drqid1157
ssrqid2193,drqid3127
ssrqid2194,drqid457
ssrqid2195,drqid1018
ssrqid2195,drqid999
ssrqid2196,drqid1487
ssrqid2196,drqid2462
ssrqid2196,drqid3960
ssrqid2197,drqid2792
ssrqid2197,drqid3368
ssrqid2197,drqid544
ssrqid2198,drqid4000
ssrqid2198,drqid727
ssrqid2199,drqid3143
ssrqid2200,drqid1639
ssrqid2200,drqid2883
ssrqid2201,drqid1968
ssrqid2201,drqid2635
ssrqid2202,drqid1188
ssrqid2202,drqid1207
ssrqid2203,drqid2307
ssrqid2203,drqid3187
ssrqid2203,drqid3705
ssrqid2204,drqid3219
ssrqid2204,drqid3520
ssrqid2204,drqid682
ssrqid2205,drqid260
ssrqid2206,drqid3950
ssrqid2206,drqid70
ssrqid2207,drqid2607
ssrqid2208,drqid2168
ssrqid2208,drqid272
ssrqid2209,drqid1562
ssrqid2209,drqid2900
ssrqid2210,drqid2856
ssrqid2210,drqid967
ssrqid2211,drqid1841
ssrqid2211,drqid348
ssrqid2212,drqid2527
ssrqid2212,drqid326
ssrqid2212,drqid3361
ssrqid2213,drqid1838
ssrqid2213,drqid1861
ssrqid2214,drqid109
ssrqid2214,drqid3868
ssrqid2215,drqid1715
ssrqid2215,drqid3948
ssrqid2216,drqid1154
ssrqid2217,drqid2573
ssrqid2218,drqid1903
ssrqid2218,drqid630
ssrqid2218,drqid648
ssrqid2219,drqid372
ssrqid2219,drqid3855
ssrqid2220,drqid164
ssrqid2221,drqid2805
ssrqid2222,drqid3087
ssrqid2223,drqid136
ssrqid2223,drqid2664
ssrqid2223,drqid2676
ssrqid2224,drqid1434
ssrqid2225,drqid1387
ssrqid2225,drqid1684
ssrqid2225,drqid3082
ssrqid2226,drqid1733
ssrqid2226,drqid542
ssrqid2227,drqid2815
ssrqid2227,drqid774
ssrqid2228,drqid133
ssrqid2229,drqid1568
ssrqid2229,drqid2692
ssrqid2230,drqid2546
ssrqid2230,drqid2676
ssrqid2231,drqid3066
ssrqid2231,drqid706
ssrqid2232,drqid1502
ssrqid2233,drqid2271
ssrqid2233,drqid336
ssrqid2234,drqid3606
ssrqid2234,drqid3996
ssrqid2235,drqid504
ssrqid2236,drqid220
ssrqid2236,drqid2232
ssrqid2237,drqid1074
ssrqid2237,drqid3640
ssrqid2238,drqid1183
ssrqid2238,drqid1473
ssrqid2239,drqid3400
ssrqid2240,drqid1605
ssrqid2240,drqid3497
ssrqid2241,drqid1493
ssrqid2241,drqid2757
ssrqid2242,drqid1213
ssrqid2242,drqid900
ssrqid2243,drqid1229
ssrqid2244,drqid588
ssrqid2245,drqid3662
ssrqid2246,drqid3373
ssrqid2247,drqid1770
ssrqid2248,drqid3075
ssrqid2249,drqid2021
ssrqid2249,drqid2588
ssrqid2250,drqid3568
ssrqid2251,drqid3458
ssrqid2252,drqid2525
ssrqid2253,drqid1528
ssrqid2253,drqid3255
ssrqid2254,drqid2353
ssrqid2255,drqid1414
ssrqid2255,drqid2309
ssrqid2255,drqid2928
ssrqid2256,drqid2151
ssrqid2257,drqid1051
ssrqid2257,drqid1181
ssrqid2258,drqid1825
ssrqid2258,drqid2616
ssrqid2259,drqid1190
ssrqid2259,drqid1737
ssrqid2260,drqid2644
ssrqid2261,drqid835
ssrqid2262,drqid207
ssrqid2263,drqid2496
ssrqid2263,drqid3306
ssrqid2264,drqid16
ssrqid2264,drqid3468
ssrqid2265,drqid3905
ssrqid2265,drqid550
ssrqid2266,drqid2646
ssrqid2267,drqid1400
ssrqid2267,drqid1597
ssrqid2268,drqid1528
ssrqid2269,drqid2277
ssrqid2269,drqid2378
ssrqid2270,drqid1045
ssrqid2271,drqid1949
ssrqid2272,drqid3174
ssrqid2272,drqid635
ssrqid2273,drqid3613
ssrqid2274,drqid1457
ssrqid2275,drqid3654
ssrqid2275,drqid727
ssrqid2276,drqid3388
ssrqid2276,drqid3488
ssrqid2277,drqid1147
ssrqid2277,drqid2251
ssrqid2278,drqid1634
ssrqid2278,drqid2320
ssrqid2279,drqid3985
ssrqid2279,drqid945
ssrqid2280,drqid2568
ssrqid2281,drqid1545
ssrqid2281,drqid661
ssrqid2282,drqid3240
ssrqid2283,drqid165
ssrqid2283,drqid2030
ssrqid2284,drqid2143
ssrqid2284,drqid3139
ssrqid2285,drqid2358
ssrqid2285,drqid3624
ssrqid2286,drqid2410
ssrqid2287,drqid2130
ssrqid2287,drqid667
ssrqid2288,drqid882
ssrqid2289,drqid1336
ssrqid2289,drqid212
ssrqid2290,drqid2120
ssrqid2291,drqid1125
ssrqid2291,drqid1671
ssrqid2292,drqid3483
ssrqid2293,drqid2607
ssrqid2293,drqid3254
ssrqid2294,drqid3454
ssrqid2294,drqid968
ssrqid2295,drqid3760
ssrqid2296,drqid2433
ssrqid2296,drqid2610
ssrqid2297,drqid3056
ssrqid2297,drqid542
ssrqid2298,drqid2029
ssrqid2299,drqid3981
ssrqid2300,drqid1691
ssrqid2300,drqid3581
ssrqid2301,drqid2058
ssrqid2301,drqid2695
ssrqid2302,drqid3567
ssrqid2303,drqid1264
ssrqid2304,drqid1701
ssrqid2305,drqid2691
ssrqid2305,drqid281
ssrqid2306,drqid1043
ssrqid2306,drqid3172
ssrqid2306,drqid3418
ssrqid2307,drqid3545
ssrqid2308,drqid3022
ssrqid2308,drqid386
ssrqid2308,drqid771
ssrqid2309,drqid287
ssrqid2309,drqid930
ssrqid2310,drqid1369
ssrqid2310,drqid3417
ssrqid2311,drqid2230
ssrqid2312,drqid349
ssrqid2313,drqid3307
ssrqid2314,drqid2478
ssrqid2314,drqid3979
ssrqid2315,drqid3178
ssrqid2315,drqid3576
ssrqid2316,drqid1573
ssrqid2316,drqid2331
ssrqid2317,drqid2353
ssrqid2317,drqid3160
ssrqid2317,drqid3341
ssrqid2318,drqid118
ssrqid2318,drqid1274
ssrqid2319,drqid1080
ssrqid2319,drqid2095
ssrqid2320,drqid3349
ssrqid2321,drqid1974
ssrqid2321,drqid511
ssrqid2322,drqid106
ssrqid2322,drqid2042
ssrqid2323,drqid1504
ssrqid2323,drqid2399
ssrqid2323,drqid3382
ssrqid2324,drqid705
ssrqid2325,drqid3686
ssrqid2326,drqid1192
ssrqid2326,drqid2051
ssrqid2327,drqid2328
ssrqid2328,drqid2133
ssrqid2328,drqid701
ssrqid2329,drqid2377
ssrqid2330,drqid3771
ssrqid2331,drqid181
ssrqid2332,drqid1916
ssrqid2332,drqid2293
ssrqid2333,drqid342
ssrqid2333,drqid3900
ssrqid2334,drqid2329
ssrqid2334,drqid824
ssrqid2335,drqid1029
ssrqid2335,drqid3433
ssrqid2336,drqid1735
ssrqid2336,drqid3097
ssrqid2337,drqid1390
ssrqid2337,drqid2433
ssrqid2337,drqid3581
ssrqid2338,drqid3461
ssrqid2338,drqid3604
ssrqid2339,drqid3506
ssrqid2340,drqid2847
ssrqid2341,drqid2357
ssrqid2342,drqid1251
ssrqid2343,drqid1121
ssrqid2344,drqid2791
ssrqid2344,drqid636
ssrqid2345,drqid992
ssrqid2346,drqid2429
ssrqid2346,drqid2780
ssrqid2346,drqid3812
ssrqid2347,drqid1093
ssrqid2347,drqid1694
ssrqid2348,drqid799
ssrqid2348,drqid874
ssrqid2349,drqid2984
ssrqid2349,drqid3324
ssrqid2350,drqid2340
ssrqid2350,drqid2386
ssrqid2351,drqid3444
ssrqid2352,drqid151
ssrqid2352,drqid1598
ssrqid2353,drqid2092
ssrqid2354,drqid1076
ssrqid2354,drqid365
ssrqid2355,drqid2546
ssrqid2356,drqid1893
ssrqid2356,drqid2317
ssrqid2357,drqid2335
ssrqid2357,drqid80
ssrqid2358,drqid1580
ssrqid2359,drqid1198
ssrqid2359,drqid232
ssrqid2359,drqid564
ssrqid2360,drqid824
ssrqid2361,drqid2221
ssrqid2362,drqid2380
ssrqid2362,drqid3138
ssrqid2363,drqid1818
ssrqid2363,drqid2877
ssrqid2363,drqid684
ssrqid2364,drqid170
ssrqid2364,drqid3259
ssrqid2365,drqid106
ssrqid2366,drqid520
ssrqid2366,drqid627
ssrqid2367,drqid1139
ssrqid2367,drqid261
ssrqid2368,drqid1027
ssrqid2369,drqid1600
ssrqid2369,drqid3099
ssrqid2370,drqid1612
ssrqid2370,drqid2943
ssrqid2370,drqid3707
ssrqid2371,drqid1679
ssrqid2371,drqid987
ssrqid2372,drqid115
ssrqid2373,drqid2605
ssrqid2373,drqid3866
ssrqid2373,drqid3936
ssrqid2374,drqid2212
ssrqid2374,drqid3991
ssrqid2375,drqid2426
ssrqid2375,drqid3700
ssrqid2376,drqid2623
ssrqid2376,drqid3893
ssrqid2377,drqid2479
ssrqid2377,drqid410
ssrqid2378,drqid1126
ssrqid2378,drqid2843
ssrqid2379,drqid129
ssrqid2379,drqid3
ssrqid2380,drqid2902
ssrqid2381,drqid1268
ssrqid2381,drqid3406
ssrqid2382,drqid2743
ssrqid2383,drqid2740
ssrqid2383,drqid3742
ssrqid2383,drqid3976
ssrqid2384,drqid2665
ssrqid2384,drqid3494
ssrqid2385,drqid3630
ssrqid2385,drqid3864
ssrqid2386,drqid1689
ssrqid2386,drqid3591
ssrqid2387,drqid1301
ssrqid2387,drqid976
ssrqid2388,drqid1587
ssrqid2388,drqid169
ssrqid2389,drqid1739
ssrqid2390,drqid2679
ssrqid2390,drqid712
ssrqid2390,drqid846
ssrqid2391,drqid1003
ssrqid2391,drqid2683
ssrqid2392,drqid3932
ssrqid2393,drqid1988
ssrqid2393,drqid3978
ssrqid2394,drqid752
ssrqid2395,drqid1554
ssrqid2396,drqid1775
ssrqid2397,drqid688
ssrqid2398,drqid81
ssrqid2399,drqid2627
ssrqid2399,drqid2993
ssrqid2400,drqid1166
ssrqid2401,drqid1453
ssrqid2402,drqid1413
ssrqid2403,drqid3524
ssrqid2403,drqid359
ssrqid2404,drqid1514
ssrqid2404,drqid2852
ssrqid2405,drqid3636
ssrqid2406,drqid1698
ssrqid2407,drqid3413
ssrqid2407,drqid344
ssrqid2408,drqid2708
ssrqid2408,drqid3598
ssrqid2409,drqid1782
ssrqid2410,drqid2976
ssrqid2411,drqid3736
ssrqid2411,drqid857
ssrqid2412,drqid1414
ssrqid2412,drqid2324
ssrqid2413,drqid2602
ssrqid2414,drqid2189
ssrqid2414,drqid2909
ssrqid2415,drqid1764
ssrqid2415,drqid2102
ssrqid2416,drqid3519
ssrqid2416,drqid581
ssrqid2417,drqid1720
ssrqid2417,drqid2194
ssrqid2418,drqid2620
ssrqid2418,drqid3082
ssrqid2419,drqid1986
ssrqid2419,drqid2385
ssrqid2419,drqid248
ssrqid2420,drqid2076
ssrqid2420,drqid2889
ssrqid2421,drqid3129
ssrqid2422,drqid670
ssrqid2422,drqid781
ssrqid2423,drqid1710
ssrqid2423,drqid559
ssrqid2423,drqid841
ssrqid2424,drqid1237
ssrqid2425,drqid2805
ssrqid2425,drqid899
ssrqid2426,drqid3114
ssrqid2426,drqid3900
ssrqid2427,drqid2361
ssrqid2427,drqid2413
ssrqid2428,drqid2340
ssrqid2429,drqid713
ssrqid2430,drqid1565
ssrqid2430,drqid433
ssrqid2431,drqid2491
ssrqid2431,drqid2883
ssrqid2432,drqid2265
ssrqid2432,drqid490
ssrqid2433,drqid2253
ssrqid2434,drqid1118
ssrqid2434,drqid2626
ssrqid2434,drqid3275
ssrqid2435,drqid910
ssrqid2436,drqid1090
ssrqid2436,drqid2540
ssrqid2436,drqid3291
ssrqid2437,drqid2700
ssrqid2437,drqid48
ssrqid2438,drqid1876
ssrqid2438,drqid501
ssrqid2439,drqid2232
ssrqid2439,drqid2917
ssrqid2440,drqid1389
ssrqid2440,drqid879
ssrqid2441,drqid1965
ssrqid2441,drqid416
ssrqid2442,drqid3919
ssrqid2442,drqid49
ssrqid2443,drqid1337
ssrqid2443,drqid2483
ssrqid2443,drqid4
ssrqid2444,drqid470
ssrqid2445,drqid1571
ssrqid2445,drqid2653
ssrqid2445,drqid727
ssrqid2446,drqid3011
ssrqid2447,drqid41
ssrqid2448,drqid1156
ssrqid2448,drqid3489
ssrqid2449,drqid188
ssrqid2450,drqid3531
ssrqid2451,drqid1139
ssrqid2452,drqid2156
ssrqid2453,drqid3525
ssrqid2454,drqid1321
ssrqid2454,drqid2036
ssrqid2455,drqid104
ssrqid2456,drqid1123
ssrqid2456,drqid3086
ssrqid2457,drqid1506
ssrqid2457,drqid85
ssrqid2458,drqid177
ssrqid2458,drqid363
ssrqid2459,drqid1024
ssrqid2459,drqid3786
ssrqid2459,drqid650
ssrqid2460,drqid3464
