"DRQID","BGRID"
"drqid3204","bgrid5015"
"drqid3204","bgrid6472"
"drqid3204","bgrid8847"
"drqid3204","bgrid1933"
"drqid3204","bgrid8285"
"drqid3204","bgrid1861"
"drqid3204","bgrid1929"
"drqid3204","bgrid7886"
"drqid3204","bgrid7173"
"drqid3204","bgrid3708"
"drqid3204","bgrid3813"
"drqid3204","bgrid4554"
"drqid3204","bgrid11324"
"drqid3204","bgrid60"
"drqid3205","bgrid3344"
"drqid3205","bgrid8690"
"drqid3205","bgrid4542"
"drqid3205","bgrid9805"
"drqid3205","bgrid10302"
"drqid3205","bgrid10745"
"drqid3206","bgrid5095"
"drqid3207","bgrid3001"
"drqid3207","bgrid4421"
"drqid3207","bgrid8533"
"drqid3207","bgrid10855"
"drqid3207","bgrid11018"
"drqid3207","bgrid12383"
"drqid3207","bgrid3555"
"drqid3207","bgrid3601"
"drqid3207","bgrid4225"
"drqid3207","bgrid6184"
"drqid3207","bgrid3370"
"drqid3207","bgrid5410"
"drqid3208","bgrid2940"
"drqid3208","bgrid3608"
"drqid3208","bgrid3755"
"drqid3208","bgrid8804"
"drqid3208","bgrid1310"
"drqid3208","bgrid9439"
"drqid3209","bgrid1248"
"drqid3209","bgrid7968"
"drqid3209","bgrid8632"
"drqid3209","bgrid9771"
"drqid3209","bgrid10798"
"drqid3209","bgrid11652"
"drqid3209","bgrid6972"
"drqid3209","bgrid5838"
"drqid3209","bgrid1179"
"drqid3209","bgrid7921"
"drqid3209","bgrid8929"
"drqid3209","bgrid9647"
"drqid3209","bgrid7338"
"drqid3209","bgrid9204"
"drqid3209","bgrid9357"
"drqid3209","bgrid11969"
"drqid3210","bgrid11195"
"drqid3210","bgrid11779"
"drqid3210","bgrid951"
"drqid3210","bgrid7963"
"drqid3210","bgrid10515"
"drqid3210","bgrid2620"
"drqid3210","bgrid3312"
"drqid3210","bgrid5445"
"drqid3210","bgrid5938"
"drqid3210","bgrid2018"
"drqid3210","bgrid1949"
"drqid3210","bgrid710"
"drqid3210","bgrid7943"
"drqid3210","bgrid8374"
"drqid3210","bgrid10337"
"drqid3210","bgrid5639"
"drqid3210","bgrid12162"
"drqid3210","bgrid1925"
"drqid3210","bgrid6705"
"drqid3210","bgrid8855"
"drqid3210","bgrid9027"
"drqid3210","bgrid9737"
"drqid3210","bgrid10220"
"drqid3210","bgrid1892"
"drqid3210","bgrid2414"
"drqid3210","bgrid3199"
"drqid3210","bgrid3677"
"drqid3210","bgrid5869"
"drqid3210","bgrid9473"
"drqid3210","bgrid2636"
"drqid3210","bgrid9130"
"drqid3210","bgrid11150"
"drqid3210","bgrid11394"
"drqid3210","bgrid4530"
"drqid3210","bgrid7749"
"drqid3210","bgrid8300"
"drqid3210","bgrid10581"
"drqid3210","bgrid255"
"drqid3210","bgrid5754"
"drqid3210","bgrid11578"
"drqid3211","bgrid2697"
"drqid3211","bgrid3828"
"drqid3211","bgrid5238"
"drqid3211","bgrid10914"
"drqid3211","bgrid1917"
"drqid3211","bgrid2642"
"drqid3212","bgrid7929"
"drqid3212","bgrid1064"
"drqid3212","bgrid4040"
"drqid3212","bgrid4854"
"drqid3212","bgrid11433"
"drqid3212","bgrid11155"
"drqid3212","bgrid3180"
"drqid3212","bgrid5647"
"drqid3212","bgrid11790"
"drqid3212","bgrid12095"
"drqid3213","bgrid1892"
"drqid3213","bgrid4007"
"drqid3213","bgrid5269"
"drqid3213","bgrid5775"
"drqid3213","bgrid8306"
"drqid3213","bgrid281"
"drqid3213","bgrid1716"
"drqid3213","bgrid5667"
"drqid3214","bgrid1144"
"drqid3214","bgrid4827"
"drqid3214","bgrid6712"
"drqid3214","bgrid11866"
"drqid3215","bgrid2435"
"drqid3215","bgrid2701"
"drqid3215","bgrid3536"
"drqid3215","bgrid3120"
"drqid3215","bgrid6506"
"drqid3215","bgrid5830"
"drqid3215","bgrid11317"
"drqid3215","bgrid1395"
"drqid3216","bgrid3096"
"drqid3216","bgrid3706"
"drqid3216","bgrid12519"
"drqid3216","bgrid7279"
"drqid3216","bgrid8487"
"drqid3216","bgrid4085"
"drqid3216","bgrid800"
"drqid3217","bgrid12891"
"drqid3217","bgrid3071"
"drqid3217","bgrid5216"
"drqid3217","bgrid105"
"drqid3218","bgrid3981"
"drqid3219","bgrid1378"
"drqid3219","bgrid2338"
"drqid3219","bgrid2892"
"drqid3219","bgrid9933"
"drqid3220","bgrid2660"
"drqid3220","bgrid5345"
"drqid3220","bgrid10313"
"drqid3220","bgrid10750"
"drqid3220","bgrid3538"
"drqid3220","bgrid4221"
"drqid3220","bgrid5098"
"drqid3221","bgrid447"
"drqid3221","bgrid1899"
"drqid3221","bgrid5779"
"drqid3221","bgrid7475"
"drqid3221","bgrid11143"
"drqid3221","bgrid9085"
"drqid3221","bgrid11998"
"drqid3223","bgrid10176"
"drqid3223","bgrid4485"
"drqid3223","bgrid10581"
"drqid3223","bgrid11888"
"drqid3223","bgrid2310"
"drqid3223","bgrid3788"
"drqid3224","bgrid8375"
"drqid3224","bgrid3579"
"drqid3224","bgrid6049"
"drqid3224","bgrid6666"
"drqid3224","bgrid11372"
"drqid3224","bgrid11940"
"drqid3224","bgrid12219"
"drqid3224","bgrid445"
"drqid3224","bgrid5518"
"drqid3224","bgrid3013"
"drqid3224","bgrid8916"
"drqid3224","bgrid2895"
"drqid3224","bgrid5572"
"drqid3224","bgrid12445"
"drqid3226","bgrid214"
"drqid3226","bgrid4601"
"drqid3226","bgrid6622"
"drqid3226","bgrid2874"
"drqid3226","bgrid7772"
"drqid3226","bgrid12372"
"drqid3226","bgrid6974"
"drqid3226","bgrid7465"
"drqid3226","bgrid1176"
"drqid3226","bgrid2358"
"drqid3226","bgrid10604"
"drqid3226","bgrid12838"
"drqid3226","bgrid751"
"drqid3226","bgrid3160"
"drqid3226","bgrid4495"
"drqid3226","bgrid10198"
"drqid3226","bgrid6426"
"drqid3226","bgrid9477"
"drqid3226","bgrid4815"
"drqid3226","bgrid10386"
"drqid3226","bgrid8501"
"drqid3226","bgrid5023"
"drqid3226","bgrid3644"
"drqid3226","bgrid8941"
"drqid3226","bgrid264"
"drqid3226","bgrid694"
"drqid3226","bgrid5674"
"drqid3226","bgrid5389"
"drqid3226","bgrid7348"
"drqid3226","bgrid8499"
"drqid3226","bgrid5439"
"drqid3226","bgrid3560"
"drqid3226","bgrid11292"
"drqid3226","bgrid12300"
"drqid3226","bgrid2827"
"drqid3226","bgrid11208"
"drqid3226","bgrid4577"
"drqid3226","bgrid12727"
"drqid3226","bgrid5791"
"drqid3226","bgrid9733"
"drqid3226","bgrid2499"
"drqid3226","bgrid7701"
"drqid3226","bgrid9962"
"drqid3226","bgrid12430"
"drqid3226","bgrid3511"
"drqid3226","bgrid12129"
"drqid3226","bgrid805"
"drqid3226","bgrid9141"
"drqid3227","bgrid1679"
"drqid3227","bgrid968"
"drqid3227","bgrid11918"
"drqid3228","bgrid8937"
"drqid3228","bgrid9901"
"drqid3228","bgrid10035"
"drqid3228","bgrid12708"
"drqid3228","bgrid763"
"drqid3228","bgrid3857"
"drqid3228","bgrid11290"
"drqid3228","bgrid1828"
"drqid3228","bgrid2203"
"drqid3228","bgrid10133"
"drqid3228","bgrid1131"
"drqid3228","bgrid4901"
"drqid3228","bgrid5887"
"drqid3229","bgrid8631"
"drqid3229","bgrid567"
"drqid3229","bgrid7571"
"drqid3229","bgrid12877"
"drqid3230","bgrid11523"
"drqid3230","bgrid4752"
"drqid3230","bgrid5263"
"drqid3230","bgrid9861"
"drqid3230","bgrid1959"
"drqid3230","bgrid10564"
"drqid3230","bgrid7536"
"drqid3230","bgrid9355"
"drqid3230","bgrid4726"
"drqid3231","bgrid3852"
"drqid3232","bgrid5927"
"drqid3232","bgrid10550"
"drqid3232","bgrid738"
"drqid3232","bgrid4638"
"drqid3232","bgrid7315"
"drqid3232","bgrid6636"
"drqid3233","bgrid1337"
"drqid3233","bgrid5088"
"drqid3233","bgrid9892"
"drqid3233","bgrid3805"
"drqid3233","bgrid4479"
"drqid3233","bgrid5452"
"drqid3233","bgrid10622"
"drqid3233","bgrid11518"
"drqid3233","bgrid11537"
"drqid3234","bgrid1387"
"drqid3234","bgrid2574"
"drqid3234","bgrid48"
"drqid3234","bgrid1133"
"drqid3234","bgrid1452"
"drqid3234","bgrid10840"
"drqid3235","bgrid452"
"drqid3235","bgrid9267"
"drqid3236","bgrid8062"
"drqid3237","bgrid257"
"drqid3237","bgrid5788"
"drqid3238","bgrid6846"
"drqid3238","bgrid8823"
"drqid3238","bgrid1415"
"drqid3238","bgrid11722"
"drqid3238","bgrid12436"
"drqid3238","bgrid2982"
"drqid3238","bgrid4142"
"drqid3238","bgrid10776"
"drqid3239","bgrid7021"
"drqid3240","bgrid4375"
"drqid3240","bgrid12947"
"drqid3240","bgrid6923"
"drqid3240","bgrid10050"
"drqid3240","bgrid3601"
"drqid3240","bgrid9218"
"drqid3240","bgrid11815"
"drqid3240","bgrid1567"
"drqid3241","bgrid6649"
"drqid3241","bgrid4524"
"drqid3241","bgrid6709"
"drqid3241","bgrid11458"
"drqid3241","bgrid637"
"drqid3241","bgrid7247"
"drqid3241","bgrid8932"
"drqid3242","bgrid901"
"drqid3242","bgrid2081"
"drqid3242","bgrid7730"
"drqid3243","bgrid7301"
"drqid3243","bgrid6015"
"drqid3243","bgrid4122"
"drqid3243","bgrid5782"
"drqid3243","bgrid10152"
"drqid3243","bgrid7939"
"drqid3243","bgrid9167"
"drqid3244","bgrid601"
"drqid3244","bgrid7601"
"drqid3244","bgrid3662"
"drqid3244","bgrid5196"
"drqid3244","bgrid6304"
"drqid3244","bgrid10665"
"drqid3245","bgrid10770"
"drqid3246","bgrid11636"
"drqid3246","bgrid173"
"drqid3246","bgrid4104"
"drqid3248","bgrid5357"
"drqid3248","bgrid3705"
"drqid3248","bgrid9233"
"drqid3248","bgrid12604"
"drqid3248","bgrid118"
"drqid3248","bgrid909"
"drqid3248","bgrid3942"
"drqid3248","bgrid4493"
"drqid3248","bgrid55"
"drqid3248","bgrid3237"
"drqid3248","bgrid10013"
"drqid3248","bgrid11799"
"drqid3248","bgrid389"
"drqid3248","bgrid7082"
"drqid3248","bgrid7229"
"drqid3248","bgrid10562"
"drqid3248","bgrid7773"
"drqid3248","bgrid8660"
"drqid3248","bgrid11831"
"drqid3248","bgrid12012"
"drqid3248","bgrid5414"
"drqid3248","bgrid7267"
"drqid3248","bgrid914"
"drqid3248","bgrid4966"
"drqid3248","bgrid3209"
"drqid3248","bgrid5464"
"drqid3248","bgrid5949"
"drqid3248","bgrid11400"
"drqid3248","bgrid8198"
"drqid3248","bgrid7092"
"drqid3248","bgrid9885"
"drqid3249","bgrid9750"
"drqid3249","bgrid1518"
"drqid3249","bgrid2539"
"drqid3249","bgrid3264"
"drqid3249","bgrid5942"
"drqid3249","bgrid8679"
"drqid3250","bgrid10450"
"drqid3250","bgrid7266"
"drqid3250","bgrid7376"
"drqid3250","bgrid12180"
"drqid3250","bgrid3368"
"drqid3250","bgrid3549"
"drqid3250","bgrid5168"
"drqid3250","bgrid8876"
"drqid3250","bgrid12691"
"drqid3250","bgrid4337"
"drqid3250","bgrid5155"
"drqid3250","bgrid5663"
"drqid3250","bgrid1449"
"drqid3250","bgrid2492"
"drqid3250","bgrid2595"
"drqid3250","bgrid2743"
"drqid3250","bgrid8645"
"drqid3250","bgrid8671"
"drqid3250","bgrid10066"
"drqid3250","bgrid2253"
"drqid3250","bgrid2692"
"drqid3250","bgrid7049"
"drqid3250","bgrid10356"
"drqid3250","bgrid1357"
"drqid3250","bgrid2078"
"drqid3250","bgrid12990"
"drqid3250","bgrid4325"
"drqid3250","bgrid9685"
"drqid3250","bgrid12414"
"drqid3250","bgrid1492"
"drqid3250","bgrid1740"
"drqid3250","bgrid9133"
"drqid3250","bgrid11201"
"drqid3250","bgrid2126"
"drqid3250","bgrid2183"
"drqid3250","bgrid7983"
"drqid3250","bgrid12955"
"drqid3250","bgrid3448"
"drqid3250","bgrid9851"
"drqid3250","bgrid10484"
"drqid3250","bgrid3734"
"drqid3250","bgrid10825"
"drqid3250","bgrid12259"
"drqid3250","bgrid12573"
"drqid3250","bgrid1787"
"drqid3250","bgrid7327"
"drqid3250","bgrid12429"
"drqid3250","bgrid2557"
"drqid3251","bgrid1484"
"drqid3251","bgrid7884"
"drqid3251","bgrid10033"
"drqid3251","bgrid618"
"drqid3252","bgrid961"
"drqid3252","bgrid4682"
"drqid3252","bgrid677"
"drqid3252","bgrid11001"
"drqid3252","bgrid10148"
"drqid3252","bgrid12490"
"drqid3253","bgrid4339"
"drqid3253","bgrid11762"
"drqid3253","bgrid6532"
"drqid3253","bgrid11514"
"drqid3253","bgrid3630"
"drqid3253","bgrid8951"
"drqid3253","bgrid11828"
"drqid3254","bgrid2819"
"drqid3254","bgrid10443"
"drqid3254","bgrid11985"
"drqid3254","bgrid6908"
"drqid3255","bgrid8287"
"drqid3255","bgrid9459"
"drqid3255","bgrid1394"
"drqid3255","bgrid4405"
"drqid3255","bgrid4894"
"drqid3255","bgrid9475"
"drqid3255","bgrid11578"
"drqid3256","bgrid8690"
"drqid3256","bgrid11358"
"drqid3256","bgrid6336"
"drqid3256","bgrid6501"
"drqid3256","bgrid3923"
"drqid3256","bgrid7468"
"drqid3256","bgrid10941"
"drqid3256","bgrid34"
"drqid3256","bgrid1234"
"drqid3257","bgrid2171"
"drqid3257","bgrid6938"
"drqid3257","bgrid5232"
"drqid3257","bgrid10192"
"drqid3257","bgrid4639"
"drqid3257","bgrid8950"
"drqid3257","bgrid2703"
"drqid3257","bgrid3425"
"drqid3257","bgrid6513"
"drqid3257","bgrid10701"
"drqid3257","bgrid1095"
"drqid3257","bgrid3804"
"drqid3257","bgrid5270"
"drqid3257","bgrid2679"
"drqid3257","bgrid6879"
"drqid3257","bgrid7046"
"drqid3257","bgrid12713"
"drqid3257","bgrid397"
"drqid3257","bgrid602"
"drqid3257","bgrid5304"
"drqid3257","bgrid2584"
"drqid3257","bgrid6590"
"drqid3257","bgrid2591"
"drqid3257","bgrid6915"
"drqid3257","bgrid8133"
"drqid3257","bgrid11367"
"drqid3257","bgrid3962"
"drqid3257","bgrid7968"
"drqid3257","bgrid1632"
"drqid3257","bgrid4329"
"drqid3257","bgrid6192"
"drqid3257","bgrid435"
"drqid3257","bgrid7643"
"drqid3257","bgrid8104"
"drqid3257","bgrid11651"
"drqid3257","bgrid12619"
"drqid3257","bgrid1297"
"drqid3257","bgrid5056"
"drqid3257","bgrid7356"
"drqid3257","bgrid4855"
"drqid3257","bgrid1131"
"drqid3257","bgrid5423"
"drqid3257","bgrid10792"
"drqid3257","bgrid11427"
"drqid3257","bgrid12022"
"drqid3257","bgrid4176"
"drqid3257","bgrid11917"
"drqid3257","bgrid5131"
"drqid3257","bgrid7707"
"drqid3257","bgrid5487"
"drqid3257","bgrid9402"
"drqid3257","bgrid2160"
"drqid3257","bgrid6532"
"drqid3257","bgrid8865"
"drqid3257","bgrid9458"
"drqid3257","bgrid10908"
"drqid3257","bgrid11906"
"drqid3257","bgrid11766"
"drqid3258","bgrid1576"
"drqid3258","bgrid12212"
"drqid3258","bgrid12451"
"drqid3258","bgrid3456"
"drqid3258","bgrid5359"
"drqid3259","bgrid2910"
"drqid3259","bgrid7425"
"drqid3259","bgrid12245"
"drqid3259","bgrid2502"
"drqid3259","bgrid9116"
"drqid3259","bgrid9222"
"drqid3259","bgrid1027"
"drqid3259","bgrid8365"
"drqid3259","bgrid2636"
"drqid3260","bgrid1921"
"drqid3260","bgrid5292"
"drqid3260","bgrid7020"
"drqid3260","bgrid3726"
"drqid3260","bgrid7903"
"drqid3260","bgrid10759"
"drqid3260","bgrid125"
"drqid3260","bgrid915"
"drqid3260","bgrid5373"
"drqid3260","bgrid7671"
"drqid3260","bgrid407"
"drqid3260","bgrid11057"
"drqid3260","bgrid12321"
"drqid3261","bgrid9090"
"drqid3261","bgrid9647"
"drqid3261","bgrid11199"
"drqid3261","bgrid12746"
"drqid3261","bgrid5327"
"drqid3261","bgrid8384"
"drqid3261","bgrid9262"
"drqid3261","bgrid4617"
"drqid3261","bgrid9621"
"drqid3261","bgrid4986"
"drqid3261","bgrid7184"
"drqid3261","bgrid7699"
"drqid3262","bgrid1653"
"drqid3262","bgrid5569"
"drqid3262","bgrid10449"
"drqid3263","bgrid11312"
"drqid3263","bgrid4794"
"drqid3263","bgrid10999"
"drqid3264","bgrid10460"
"drqid3264","bgrid10572"
"drqid3264","bgrid9550"
"drqid3264","bgrid7104"
"drqid3265","bgrid81"
"drqid3265","bgrid12908"
"drqid3266","bgrid1219"
"drqid3266","bgrid3978"
"drqid3266","bgrid9049"
"drqid3266","bgrid1318"
"drqid3266","bgrid3465"
"drqid3266","bgrid11017"
"drqid3266","bgrid6031"
"drqid3266","bgrid1488"
"drqid3266","bgrid3096"
"drqid3266","bgrid10743"
"drqid3266","bgrid5016"
"drqid3266","bgrid7403"
"drqid3266","bgrid10243"
"drqid3267","bgrid12497"
"drqid3267","bgrid533"
"drqid3267","bgrid9949"
"drqid3267","bgrid11012"
"drqid3267","bgrid11947"
"drqid3267","bgrid4659"
"drqid3267","bgrid9637"
"drqid3267","bgrid1866"
"drqid3267","bgrid7502"
"drqid3268","bgrid8091"
"drqid3268","bgrid6503"
"drqid3268","bgrid6987"
"drqid3268","bgrid9414"
"drqid3268","bgrid2655"
"drqid3268","bgrid7210"
"drqid3269","bgrid1070"
"drqid3269","bgrid244"
"drqid3269","bgrid5021"
"drqid3269","bgrid8081"
"drqid3269","bgrid12490"
"drqid3269","bgrid9245"
"drqid3269","bgrid11379"
"drqid3269","bgrid12979"
"drqid3269","bgrid6589"
"drqid3269","bgrid8813"
"drqid3269","bgrid4060"
"drqid3269","bgrid1090"
"drqid3269","bgrid7666"
"drqid3269","bgrid8"
"drqid3269","bgrid10940"
"drqid3269","bgrid7511"
"drqid3269","bgrid1416"
"drqid3269","bgrid4180"
"drqid3269","bgrid6361"
"drqid3269","bgrid9547"
"drqid3269","bgrid5810"
"drqid3269","bgrid12477"
"drqid3269","bgrid2897"
"drqid3269","bgrid4476"
"drqid3269","bgrid7770"
"drqid3269","bgrid998"
"drqid3269","bgrid7893"
"drqid3269","bgrid12763"
"drqid3269","bgrid605"
"drqid3269","bgrid225"
"drqid3269","bgrid6977"
"drqid3269","bgrid8918"
"drqid3269","bgrid12766"
"drqid3269","bgrid279"
"drqid3270","bgrid5758"
"drqid3270","bgrid2286"
"drqid3270","bgrid4866"
"drqid3270","bgrid279"
"drqid3271","bgrid6037"
"drqid3271","bgrid12677"
"drqid3272","bgrid4062"
"drqid3272","bgrid6513"
"drqid3272","bgrid623"
"drqid3272","bgrid1399"
"drqid3273","bgrid110"
"drqid3273","bgrid1991"
"drqid3273","bgrid2772"
"drqid3273","bgrid12464"
"drqid3273","bgrid7657"
"drqid3274","bgrid4909"
"drqid3274","bgrid1972"
"drqid3274","bgrid4453"
"drqid3274","bgrid8818"
"drqid3274","bgrid12302"
"drqid3274","bgrid11499"
"drqid3274","bgrid127"
"drqid3274","bgrid10451"
"drqid3274","bgrid11002"
"drqid3274","bgrid6598"
"drqid3274","bgrid9707"
"drqid3274","bgrid12220"
"drqid3275","bgrid2765"
"drqid3275","bgrid2305"
"drqid3275","bgrid2980"
"drqid3275","bgrid7231"
"drqid3275","bgrid7895"
"drqid3275","bgrid1310"
"drqid3275","bgrid5170"
"drqid3275","bgrid11923"
"drqid3275","bgrid12687"
"drqid3275","bgrid247"
"drqid3275","bgrid5622"
"drqid3275","bgrid10092"
"drqid3275","bgrid4669"
"drqid3275","bgrid9330"
"drqid3275","bgrid9131"
"drqid3275","bgrid12097"
"drqid3275","bgrid2533"
"drqid3275","bgrid9249"
"drqid3275","bgrid12358"
"drqid3275","bgrid6249"
"drqid3275","bgrid7374"
"drqid3275","bgrid298"
"drqid3275","bgrid1378"
"drqid3275","bgrid2870"
"drqid3275","bgrid8243"
"drqid3275","bgrid9916"
"drqid3275","bgrid2996"
"drqid3275","bgrid3540"
"drqid3275","bgrid8005"
"drqid3275","bgrid12174"
"drqid3275","bgrid5135"
"drqid3275","bgrid1967"
"drqid3275","bgrid4478"
"drqid3275","bgrid6307"
"drqid3275","bgrid6906"
"drqid3275","bgrid9412"
"drqid3275","bgrid752"
"drqid3275","bgrid2003"
"drqid3275","bgrid6810"
"drqid3275","bgrid7078"
"drqid3275","bgrid7402"
"drqid3275","bgrid7500"
"drqid3276","bgrid12515"
"drqid3276","bgrid12997"
"drqid3276","bgrid296"
"drqid3276","bgrid7740"
"drqid3276","bgrid1653"
"drqid3276","bgrid3575"
"drqid3276","bgrid11230"
"drqid3276","bgrid12341"
"drqid3276","bgrid3236"
"drqid3276","bgrid5814"
"drqid3276","bgrid2357"
"drqid3276","bgrid3148"
"drqid3276","bgrid5364"
"drqid3276","bgrid5598"
"drqid3276","bgrid11043"
"drqid3277","bgrid4021"
"drqid3277","bgrid5930"
"drqid3277","bgrid10993"
"drqid3277","bgrid11140"
"drqid3277","bgrid4461"
"drqid3277","bgrid5766"
"drqid3277","bgrid7633"
"drqid3277","bgrid1938"
"drqid3278","bgrid699"
"drqid3278","bgrid1567"
"drqid3278","bgrid3400"
"drqid3278","bgrid5744"
"drqid3278","bgrid6230"
"drqid3278","bgrid6448"
"drqid3278","bgrid4521"
"drqid3278","bgrid7004"
"drqid3278","bgrid1833"
"drqid3278","bgrid1229"
"drqid3278","bgrid4221"
"drqid3278","bgrid6890"
"drqid3278","bgrid9644"
"drqid3278","bgrid11235"
"drqid3278","bgrid7410"
"drqid3278","bgrid9690"
"drqid3278","bgrid3774"
"drqid3278","bgrid9710"
"drqid3278","bgrid364"
"drqid3278","bgrid5477"
"drqid3278","bgrid6032"
"drqid3278","bgrid1321"
"drqid3278","bgrid8572"
"drqid3278","bgrid12991"
"drqid3278","bgrid1161"
"drqid3278","bgrid3948"
"drqid3278","bgrid2115"
"drqid3278","bgrid6706"
"drqid3279","bgrid3840"
"drqid3279","bgrid5860"
"drqid3279","bgrid9196"
"drqid3279","bgrid1048"
"drqid3279","bgrid1621"
"drqid3279","bgrid1012"
"drqid3279","bgrid8345"
"drqid3279","bgrid10044"
"drqid3279","bgrid3812"
"drqid3279","bgrid1110"
"drqid3279","bgrid1998"
"drqid3279","bgrid1837"
"drqid3279","bgrid5583"
"drqid3279","bgrid5954"
"drqid3279","bgrid9409"
"drqid3279","bgrid11408"
"drqid3280","bgrid4174"
"drqid3280","bgrid11833"
"drqid3280","bgrid8056"
"drqid3280","bgrid10934"
"drqid3280","bgrid12427"
"drqid3280","bgrid11188"
"drqid3280","bgrid3143"
"drqid3280","bgrid9732"
"drqid3280","bgrid2106"
"drqid3280","bgrid8457"
"drqid3280","bgrid9073"
"drqid3280","bgrid9654"
"drqid3280","bgrid10734"
"drqid3280","bgrid10949"
"drqid3280","bgrid1019"
"drqid3280","bgrid4435"
"drqid3280","bgrid5886"
"drqid3280","bgrid10536"
"drqid3280","bgrid12818"
"drqid3280","bgrid1078"
"drqid3280","bgrid6004"
"drqid3280","bgrid6404"
"drqid3280","bgrid8303"
"drqid3280","bgrid8007"
"drqid3280","bgrid618"
"drqid3280","bgrid1369"
"drqid3280","bgrid1882"
"drqid3280","bgrid11014"
"drqid3280","bgrid10170"
"drqid3280","bgrid8847"
"drqid3280","bgrid478"
"drqid3280","bgrid7292"
"drqid3280","bgrid2090"
"drqid3280","bgrid705"
"drqid3280","bgrid7159"
"drqid3280","bgrid8080"
"drqid3280","bgrid295"
"drqid3280","bgrid3793"
"drqid3280","bgrid5565"
"drqid3280","bgrid7629"
"drqid3280","bgrid10340"
"drqid3280","bgrid8225"
"drqid3280","bgrid12613"
"drqid3280","bgrid702"
"drqid3280","bgrid8123"
"drqid3280","bgrid3648"
"drqid3280","bgrid11847"
"drqid3280","bgrid5938"
"drqid3280","bgrid3703"
"drqid3280","bgrid12032"
"drqid3280","bgrid6559"
"drqid3280","bgrid984"
"drqid3280","bgrid1107"
"drqid3280","bgrid9689"
"drqid3280","bgrid10377"
"drqid3281","bgrid1031"
"drqid3281","bgrid6133"
"drqid3281","bgrid6305"
"drqid3281","bgrid12208"
"drqid3281","bgrid1394"
"drqid3281","bgrid4405"
"drqid3281","bgrid4894"
"drqid3281","bgrid9475"
"drqid3281","bgrid11578"
"drqid3282","bgrid3348"
"drqid3282","bgrid6807"
"drqid3282","bgrid7194"
"drqid3282","bgrid3973"
"drqid3283","bgrid6944"
"drqid3283","bgrid10793"
"drqid3283","bgrid652"
"drqid3283","bgrid4136"
"drqid3283","bgrid7969"
"drqid3283","bgrid641"
"drqid3283","bgrid870"
"drqid3283","bgrid12943"
"drqid3283","bgrid7333"
"drqid3283","bgrid12963"
"drqid3283","bgrid982"
"drqid3283","bgrid11894"
"drqid3283","bgrid7755"
"drqid3283","bgrid9533"
"drqid3283","bgrid596"
"drqid3283","bgrid8251"
"drqid3283","bgrid8976"
"drqid3283","bgrid9054"
"drqid3283","bgrid12275"
"drqid3283","bgrid8996"
"drqid3283","bgrid10507"
"drqid3283","bgrid12145"
"drqid3284","bgrid2205"
"drqid3284","bgrid4844"
"drqid3284","bgrid2089"
"drqid3284","bgrid3347"
"drqid3284","bgrid5747"
"drqid3284","bgrid1125"
"drqid3284","bgrid2971"
"drqid3284","bgrid8272"
"drqid3285","bgrid5663"
"drqid3286","bgrid3066"
"drqid3286","bgrid8771"
"drqid3286","bgrid10674"
"drqid3286","bgrid2441"
"drqid3286","bgrid8391"
"drqid3287","bgrid12721"
"drqid3287","bgrid4652"
"drqid3287","bgrid5235"
"drqid3287","bgrid12850"
"drqid3287","bgrid8451"
"drqid3287","bgrid12751"
"drqid3287","bgrid2324"
"drqid3287","bgrid3354"
"drqid3287","bgrid7357"
"drqid3287","bgrid1042"
"drqid3287","bgrid4973"
"drqid3287","bgrid4892"
"drqid3288","bgrid3338"
"drqid3288","bgrid9917"
"drqid3288","bgrid10378"
"drqid3288","bgrid10985"
"drqid3289","bgrid851"
"drqid3289","bgrid1461"
"drqid3289","bgrid6629"
"drqid3289","bgrid7030"
"drqid3289","bgrid8311"
"drqid3290","bgrid8598"
"drqid3290","bgrid9085"
"drqid3290","bgrid2564"
"drqid3290","bgrid6300"
"drqid3291","bgrid3"
"drqid3291","bgrid3889"
"drqid3291","bgrid9912"
"drqid3291","bgrid10678"
"drqid3291","bgrid10803"
"drqid3291","bgrid1557"
"drqid3291","bgrid1892"
"drqid3291","bgrid12578"
"drqid3292","bgrid5875"
"drqid3292","bgrid6623"
"drqid3292","bgrid11455"
"drqid3293","bgrid1811"
"drqid3293","bgrid3251"
"drqid3293","bgrid9709"
"drqid3293","bgrid474"
"drqid3293","bgrid4615"
"drqid3293","bgrid5381"
"drqid3294","bgrid7044"
"drqid3294","bgrid11474"
"drqid3294","bgrid4118"
"drqid3294","bgrid11849"
"drqid3294","bgrid5003"
"drqid3294","bgrid5907"
"drqid3294","bgrid8271"
"drqid3294","bgrid10477"
"drqid3294","bgrid12593"
"drqid3294","bgrid533"
"drqid3295","bgrid721"
"drqid3295","bgrid4696"
"drqid3295","bgrid4751"
"drqid3295","bgrid5306"
"drqid3295","bgrid5623"
"drqid3296","bgrid945"
"drqid3296","bgrid4924"
"drqid3296","bgrid7448"
"drqid3296","bgrid8816"
"drqid3296","bgrid9453"
"drqid3296","bgrid5969"
"drqid3296","bgrid7622"
"drqid3296","bgrid11911"
"drqid3297","bgrid3925"
"drqid3297","bgrid11543"
"drqid3297","bgrid9041"
"drqid3297","bgrid12945"
"drqid3297","bgrid5206"
"drqid3298","bgrid566"
"drqid3298","bgrid5059"
"drqid3298","bgrid5093"
"drqid3298","bgrid8680"
"drqid3298","bgrid11173"
