"CLASSNAME","DESCRIPTION","CREATEDBY","CREATEDON","VERSION","CLASSES"
"PCA7015"," ","Alex","2014-12-05","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractPrimaryKeyRestrictions.java"
"PCA7016","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-05","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\AbstractRestriction.java"
"PCA7017","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-05","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ForwardingPrimaryKeyRestrictions.java"
"PCA7018","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-04","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\MultiColumnRestriction.java"
"PCA7019","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-04","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictions.java"
"PCA7020"," ","Alex","2014-12-04","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\PrimaryKeyRestrictionSet.java"
"PCA7021","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-04","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restriction.java"
"PCA7022","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-04","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\Restrictions.java"
"PCA7023","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-04","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\RestrictionSet.java"
"PCA7024","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-04","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\ReversedPrimaryKeyRestrictions.java"
"PCA7025"," ","Caleb","2014-12-04","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\SingleColumnRestriction.java"
"PCA7026","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-04","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\StatementRestrictions.java"
"PCA7027","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-04","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TermSlice.java"
"PCA7028","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-04","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenFilter.java"
"PCA7029","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-04","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\restrictions\TokenRestriction.java"
"PCA7030"," ","Caleb","2014-12-03","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\ResultSet.java"
"PCA7031","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-03","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\RoleName.java"
"PCA7032","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-03","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AbstractFunctionSelector.java"
"PCA7033","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-03","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\AggregateFunctionSelector.java"
"PCA7034","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-03","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\FieldSelector.java"
"PCA7035"," ","Alex","2014-12-03","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\RawSelector.java"
"PCA7036","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-03","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\ScalarFunctionSelector.java"
"PCA7037","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-03","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selectable.java"
"PCA7038","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-03","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selection.java"
"PCA7039","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-03","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumnMapping.java"
"PCA7040"," ","Alex","2014-12-03","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectionColumns.java"
"PCA7041","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-03","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\Selector.java"
"PCA7042","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-02","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SelectorFactories.java"
"PCA7043","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-02","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\SimpleSelector.java"
"PCA7044","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-02","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\selection\WritetimeOrTTLSelector.java"
"PCA7045"," ","Caleb","2014-12-02","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Sets.java"
"PCA7046","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-02","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\SingleColumnRelation.java"
"PCA7047","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-02","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterKeyspaceStatement.java"
"PCA7048","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-02","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterRoleStatement.java"
"PCA7049","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-02","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTableStatement.java"
"PCA7050"," ","Caleb","2014-12-02","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AlterTypeStatement.java"
"PCA7051","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-02","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthenticationStatement.java"
"PCA7052","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-12-02","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\AuthorizationStatement.java"
"PCA7053","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-02","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\BatchStatement.java"
"PCA7054","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-12-01","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\Bound.java"
"PCA7055"," ","Alex","2014-12-01","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFPropDefs.java"
"PCA7056","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-12-01","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CFStatement.java"
"PCA7057","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-01","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CQL3CasRequest.java"
"PCA7058","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-12-01","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateAggregateStatement.java"
"PCA7059","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-01","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateFunctionStatement.java"
"PCA7060"," ","Alex","2014-12-01","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateIndexStatement.java"
"PCA7061","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-12-01","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateKeyspaceStatement.java"
"PCA7062","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-12-01","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateRoleStatement.java"
"PCA7063","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-12-01","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTableStatement.java"
"PCA7064","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-12-01","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTriggerStatement.java"
"PCA7065"," ","Caleb","2014-12-01","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\CreateTypeStatement.java"
"PCA7066","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-30","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DeleteStatement.java"
"PCA7067","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-30","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropAggregateStatement.java"
"PCA7068","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-30","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropFunctionStatement.java"
"PCA7069","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-30","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropIndexStatement.java"
"PCA7070"," ","Caleb","2014-11-30","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropKeyspaceStatement.java"
"PCA7071","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-30","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropRoleStatement.java"
"PCA7072","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-30","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTableStatement.java"
"PCA7073","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-30","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTriggerStatement.java"
"PCA7074","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-30","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\DropTypeStatement.java"
"PCA7075"," ","Alex","2014-11-30","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantPermissionsStatement.java"
"PCA7076","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-30","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\GrantRoleStatement.java"
"PCA7077","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-30","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexPropDefs.java"
"PCA7078","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-29","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\IndexTarget.java"
"PCA7079","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-29","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\KSPropDefs.java"
"PCA7080"," ","Alex","2014-11-29","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListPermissionsStatement.java"
"PCA7081","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-29","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListRolesStatement.java"
"PCA7082","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-29","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ListUsersStatement.java"
"PCA7083","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-29","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ModificationStatement.java"
"PCA7084","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-29","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\ParsedStatement.java"
"PCA7085"," ","Caleb","2014-11-29","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PermissionsManagementStatement.java"
"PCA7086","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-29","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\PropertyDefinitions.java"
"PCA7087","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-29","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RequestValidations.java"
"PCA7088","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-29","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokePermissionsStatement.java"
"PCA7089","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-29","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RevokeRoleStatement.java"
"PCA7090"," ","Caleb","2014-11-28","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\RoleManagementStatement.java"
"PCA7091","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-28","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SchemaAlteringStatement.java"
"PCA7092","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-28","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\SelectStatement.java"
"PCA7093","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-28","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\TruncateStatement.java"
"PCA7094","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-28","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UpdateStatement.java"
"PCA7095"," ","Alex","2014-11-28","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\statements\UseStatement.java"
"PCA7096","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-28","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Term.java"
"PCA7097","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-28","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Terms.java"
"PCA7098","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-28","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TokenRelation.java"
"PCA7099","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-28","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\Tuples.java"
"PCA7100"," ","Alex","2014-11-28","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\TypeCast.java"
"PCA7101","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-28","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UntypedResultSet.java"
"PCA7102","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-27","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UpdateParameters.java"
"PCA7103","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-27","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UserTypes.java"
"PCA7104","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-27","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\UTName.java"
"PCA7105"," ","Caleb","2014-11-27","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\cql3\VariableSpecifications.java"
"PCA7106","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-27","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractCell.java"
"PCA7107","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-27","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractNativeCell.java"
"PCA7108","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-27","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AbstractRangeCommand.java"
"PCA7109","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-27","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ArrayBackedSortedColumns.java"
"PCA7110"," ","Caleb","2014-11-27","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AtomDeserializer.java"
"PCA7111","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-27","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\AtomicBTreeColumns.java"
"PCA7112","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-27","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BatchlogManager.java"
"PCA7113","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-27","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BatchlogManagerMBean.java"
"PCA7114","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-26","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BlacklistedDirectories.java"
"PCA7115"," ","Alex","2014-11-26","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BlacklistedDirectoriesMBean.java"
"PCA7116","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-26","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCell.java"
"PCA7117","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-26","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCounterCell.java"
"PCA7118","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-26","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferCounterUpdateCell.java"
"PCA7119","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-26","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferDecoratedKey.java"
"PCA7120"," ","Alex","2014-11-26","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferDeletedCell.java"
"PCA7121","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-26","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\BufferExpiringCell.java"
"PCA7122","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-26","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CachedHashDecoratedKey.java"
"PCA7123","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-26","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\Cell.java"
"PCA7124","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-26","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CFRowAdder.java"
"PCA7125"," ","Caleb","2014-11-26","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ClockAndCount.java"
"PCA7126","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-25","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\CollationController.java"
"PCA7127","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-25","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamily.java"
"PCA7128","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-25","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilySerializer.java"
"PCA7129","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-25","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyStore.java"
"PCA7130"," ","Caleb","2014-11-25","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyStoreMBean.java"
"PCA7131","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-25","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnFamilyType.java"
"PCA7132","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-25","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnIndex.java"
"PCA7133","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-25","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IColumnIteratorFactory.java"
"PCA7134","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Caleb","2014-11-25","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\IdentityQueryFilter.java"
"PCA7135"," ","Alex","2014-11-25","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\LazyColumnIterator.java"
"PCA7136","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Alex","2014-11-25","V7.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\columniterator\OnDiskAtomIterator.java"
"PCA7137","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-25","V8.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\ColumnSerializer.java"
"PCA7138","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Caleb","2014-11-24","V9.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\AbstractCommitLogService.java"
"PCA7139","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-24","V10.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\BatchCommitLogService.java"
"PCA7140"," ","Alex","2014-11-24","V11.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLog.java"
"PCA7141","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-24","V0.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogArchiver.java"
"PCA7142","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Caleb","2014-11-24","V1.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogDescriptor.java"
"PCA7143","The PCA pump must be electromagnetically compatible according to IEC 60601-1-2 (2001)","Alex","2014-11-24","V2.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogMBean.java"
"PCA7144","The basal flow rate, F(basal) is prescribed by a physican and entred into the PCA pump by scanning the presription from the drug container label as it is loaded into the reservoir.","Alex","2014-11-24","V3.3",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogReplayer.java"
"PCA7145"," ","Caleb","2014-11-24","V4.0",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogSegment.java"
"PCA7146","The PCA pump shall measure drug flow within a tolerance of Fmdf tol = 0.1 ml/hr.","Caleb","2014-11-24","V5.1",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CommitLogSegmentManager.java"
"PCA7147","""The PCA pump shall perform a power-on-self-test (POST) to assure system integrity aft","Alex","2014-11-24","V6.2",".\UDFStuff\src_csdr\src\java\org\apache\cassandra\db\commitlog\CompressedSegment.java"
