"SUBCOMPONENTID","CLASSNAME"
"SCP11398","PCA51"
"SCP11401","PCA35"
"SCP11402","PCA4047"
"SCP11402","PCA5311"
"SCP11402","PCA9580"
"SCP11404","PCA6180"
"SCP11404","PCA2383"
"SCP11404","PCA3345"
"SCP11411","PCA2"
"SCP11413","PCA6807"
"SCP11413","PCA5359"
"SCP11413","PCA872"
"SCP11416","PCA4911"
"SCP11416","PCA4877"
"SCP11416","PCA1788"
"SCP11417","PCA13"
"SCP11418","PCA6331"
"SCP11418","PCA7026"
"SCP11418","PCA5616"
"SCP11420","PCA59"
"SCP11424","PCA8346"
"SCP11424","PCA6455"
"SCP11424","PCA5084"
"SCP11428","PCA972"
"SCP11428","PCA4694"
"SCP11428","PCA6542"
"SCP11429","PCA8084"
"SCP11429","PCA6476"
"SCP11429","PCA7968"
"SCP11440","PCA61"
"SCP11443","PCA4511"
"SCP11443","PCA3574"
"SCP11443","PCA5661"
"SCP11448","PCA9"
"SCP11449","PCA55"
"SCP11453","PCA5093"
"SCP11453","PCA6131"
"SCP11453","PCA9100"
"SCP11455","PCA5099"
"SCP11455","PCA4352"
"SCP11455","PCA6355"
"SCP11456","PCA30"
"SCP11458","PCA707"
"SCP11458","PCA6398"
"SCP11458","PCA3434"
"SCP11460","PCA9838"
"SCP11460","PCA2318"
"SCP11460","PCA7206"
"SCP11461","PCA3"
"SCP11462","PCA57"
"SCP11463","PCA61"
"SCP11464","PCA9938"
"SCP11464","PCA9158"
"SCP11464","PCA9717"
"SCP11466","PCA8731"
"SCP11466","PCA6010"
"SCP11466","PCA6685"
"SCP11467","PCA41"
"SCP11470","PCA3553"
"SCP11470","PCA9881"
"SCP11470","PCA9577"
"SCP11471","PCA39"
"SCP11472","PCA6156"
"SCP11472","PCA7293"
"SCP11472","PCA4553"
"SCP11476","PCA9119"
"SCP11476","PCA4664"
"SCP11476","PCA4055"
"SCP11484","PCA3104"
"SCP11484","PCA4466"
"SCP11484","PCA6815"
"SCP11486","PCA70"
"SCP11488","PCA8968"
"SCP11488","PCA8815"
"SCP11488","PCA4413"
"SCP11489","PCA18"
"SCP11491","PCA2337"
"SCP11491","PCA8957"
"SCP11491","PCA5114"
"SCP11492","PCA26"
"SCP11493","PCA27"
"SCP11495","PCA7144"
"SCP11495","PCA9760"
"SCP11495","PCA8689"
"SCP11497","PCA20"
"SCP11498","PCA5632"
"SCP11498","PCA9333"
"SCP11498","PCA373"
"SCP11500","PCA8481"
"SCP11500","PCA2470"
"SCP11500","PCA5380"
"SCP11504","PCA34"
"SCP11512","PCA9"
"SCP11516","PCA1419"
"SCP11516","PCA9004"
"SCP11516","PCA1130"
"SCP11519","PCA4535"
"SCP11519","PCA7662"
"SCP11519","PCA5324"
"SCP11520","PCA36"
"SCP11524","PCA14"
"SCP11528","PCA8"
"SCP11529","PCA44"
"SCP11532","PCA3475"
"SCP11532","PCA5740"
"SCP11532","PCA7945"
"SCP11534","PCA9408"
"SCP11534","PCA261"
"SCP11534","PCA7871"
"SCP11535","PCA43"
"SCP11537","PCA1893"
"SCP11537","PCA3749"
"SCP11537","PCA7515"
"SCP11540","PCA2524"
"SCP11540","PCA5080"
"SCP11540","PCA3939"
"SCP11543","PCA3711"
"SCP11543","PCA4965"
"SCP11543","PCA2981"
"SCP11544","PCA22"
"SCP11545","PCA20"
"SCP11547","PCA2174"
"SCP11547","PCA3970"
"SCP11547","PCA5417"
"SCP11549","PCA8"
"SCP11551","PCA55"
"SCP11554","PCA7999"
"SCP11554","PCA8201"
"SCP11554","PCA6125"
"SCP11560","PCA42"
"SCP11561","PCA57"
"SCP11563","PCA4"
"SCP11565","PCA38"
"SCP11566","PCA69"
"SCP11567","PCA7968"
"SCP11567","PCA1366"
"SCP11567","PCA257"
"SCP11568","PCA19"
"SCP11573","PCA5532"
"SCP11573","PCA7301"
"SCP11573","PCA7512"
"SCP11574","PCA24"
"SCP11578","PCA13"
"SCP11581","PCA26"
"SCP11582","PCA30"
"SCP11586","PCA4504"
"SCP11586","PCA3435"
"SCP11586","PCA8770"
"SCP11588","PCA8689"
"SCP11588","PCA4500"
"SCP11588","PCA4271"
"SCP11593","PCA35"
"SCP11594","PCA10"
"SCP11595","PCA5774"
"SCP11595","PCA8473"
"SCP11595","PCA4702"
"SCP11597","PCA3749"
"SCP11597","PCA5427"
"SCP11597","PCA1463"
"SCP11598","PCA57"
"SCP11600","PCA8965"
"SCP11600","PCA6881"
"SCP11600","PCA4741"
"SCP11601","PCA38"
"SCP11603","PCA51"
"SCP11607","PCA1"
"SCP11609","PCA5"
"SCP11611","PCA5684"
"SCP11611","PCA8587"
"SCP11611","PCA7297"
"SCP11612","PCA17"
"SCP11615","PCA51"
"SCP11617","PCA59"
"SCP11618","PCA4355"
"SCP11618","PCA9088"
"SCP11618","PCA2425"
"SCP11620","PCA2028"
"SCP11620","PCA8700"
"SCP11620","PCA1355"
"SCP11622","PCA47"
"SCP11624","PCA45"
"SCP11627","PCA6329"
"SCP11627","PCA4372"
"SCP11627","PCA1630"
"SCP11628","PCA4250"
"SCP11628","PCA5498"
"SCP11628","PCA6921"
"SCP11630","PCA6594"
"SCP11630","PCA3585"
"SCP11630","PCA9020"
"SCP11631","PCA7833"
"SCP11631","PCA6646"
"SCP11631","PCA3615"
"SCP11636","PCA1"
"SCP11637","PCA26"
"SCP11638","PCA1"
"SCP11641","PCA5719"
"SCP11641","PCA1476"
"SCP11641","PCA5786"
"SCP11642","PCA38"
"SCP11643","PCA4408"
"SCP11643","PCA2882"
"SCP11643","PCA9265"
"SCP11644","PCA17"
"SCP11647","PCA17"
"SCP11651","PCA15"
"SCP11657","PCA4090"
"SCP11657","PCA4871"
"SCP11657","PCA133"
"SCP11658","PCA5250"
"SCP11658","PCA4284"
"SCP11658","PCA1222"
"SCP11661","PCA4067"
"SCP11661","PCA4291"
"SCP11661","PCA5354"
"SCP11662","PCA64"
"SCP11663","PCA7737"
"SCP11663","PCA7310"
"SCP11663","PCA2371"
"SCP11664","PCA9459"
"SCP11664","PCA3934"
"SCP11664","PCA840"
"SCP11666","PCA4613"
"SCP11666","PCA6394"
"SCP11666","PCA2998"
"SCP11668","PCA6989"
"SCP11668","PCA5078"
"SCP11668","PCA7940"
"SCP11669","PCA4965"
"SCP11669","PCA5048"
"SCP11669","PCA4112"
"SCP11675","PCA4231"
"SCP11675","PCA550"
"SCP11675","PCA1067"
"SCP11680","PCA543"
"SCP11680","PCA3182"
"SCP11680","PCA2833"
"SCP11681","PCA23"
"SCP11682","PCA38"
"SCP11683","PCA7293"
"SCP11683","PCA8381"
"SCP11683","PCA2837"
"SCP11684","PCA70"
"SCP11687","PCA41"
"SCP11688","PCA7207"
"SCP11688","PCA3898"
"SCP11688","PCA2733"
"SCP11690","PCA5078"
"SCP11690","PCA885"
"SCP11690","PCA5479"
"SCP11691","PCA4217"
"SCP11691","PCA5720"
"SCP11691","PCA9312"
"SCP11692","PCA40"
"SCP11697","PCA24"
"SCP11701","PCA6177"
"SCP11701","PCA2696"
"SCP11701","PCA4490"
"SCP11704","PCA261"
"SCP11704","PCA2304"
"SCP11704","PCA4725"
"SCP11708","PCA7756"
"SCP11708","PCA5312"
"SCP11708","PCA9168"
"SCP11709","PCA228"
"SCP11709","PCA5919"
"SCP11709","PCA7904"
"SCP11710","PCA18"
"SCP11712","PCA45"
"SCP11713","PCA48"
"SCP11717","PCA23"
"SCP11721","PCA15"
"SCP11724","PCA1538"
"SCP11724","PCA5036"
"SCP11724","PCA7897"
"SCP11727","PCA35"
"SCP11728","PCA63"
"SCP11730","PCA20"
"SCP11732","PCA2238"
"SCP11732","PCA8683"
"SCP11732","PCA7521"
"SCP11734","PCA65"
"SCP11735","PCA2812"
"SCP11735","PCA7251"
"SCP11735","PCA855"
"SCP11738","PCA8352"
"SCP11738","PCA6717"
"SCP11738","PCA5303"
"SCP11740","PCA20"
"SCP11742","PCA9227"
"SCP11742","PCA4459"
"SCP11742","PCA7871"
"SCP11746","PCA5173"
"SCP11746","PCA6623"
"SCP11746","PCA4685"
"SCP11748","PCA3"
"SCP11750","PCA6"
"SCP11751","PCA4"
"SCP11756","PCA5203"
"SCP11756","PCA6788"
"SCP11756","PCA5245"
"SCP11757","PCA4498"
"SCP11757","PCA4144"
"SCP11757","PCA7256"
"SCP11766","PCA20"
"SCP11769","PCA4479"
"SCP11769","PCA6532"
"SCP11769","PCA4506"
"SCP11770","PCA24"
"SCP11772","PCA7121"
"SCP11772","PCA9026"
"SCP11772","PCA280"
"SCP11775","PCA67"
"SCP11778","PCA15"
"SCP11779","PCA28"
"SCP11780","PCA7874"
"SCP11780","PCA7724"
"SCP11780","PCA3149"
"SCP11781","PCA3574"
"SCP11781","PCA6052"
"SCP11781","PCA2551"
"SCP11783","PCA10"
"SCP11787","PCA6"
"SCP11790","PCA2940"
"SCP11790","PCA7348"
"SCP11790","PCA5097"
"SCP11791","PCA5564"
"SCP11791","PCA7413"
"SCP11791","PCA9704"
"SCP11797","PCA790"
"SCP11797","PCA8905"
"SCP11797","PCA4974"
"SCP11799","PCA60"
"SCP11802","PCA968"
"SCP11802","PCA4619"
"SCP11802","PCA8084"
"SCP11804","PCA51"
"SCP11807","PCA1"
"SCP11813","PCA5794"
"SCP11813","PCA6194"
"SCP11813","PCA6732"
"SCP11823","PCA1717"
"SCP11823","PCA2971"
"SCP11823","PCA2824"
"SCP11824","PCA519"
"SCP11824","PCA9773"
"SCP11824","PCA5969"
"SCP11828","PCA7952"
"SCP11828","PCA2532"
"SCP11828","PCA7656"
"SCP11829","PCA28"
"SCP11830","PCA67"
"SCP11831","PCA3119"
"SCP11831","PCA611"
"SCP11831","PCA6103"
"SCP11833","PCA19"
"SCP11835","PCA5924"
"SCP11835","PCA7128"
"SCP11835","PCA4407"
"SCP11836","PCA718"
"SCP11836","PCA1972"
"SCP11836","PCA3086"
"SCP11839","PCA12"
"SCP11843","PCA18"
"SCP11844","PCA7798"
"SCP11844","PCA921"
"SCP11844","PCA2528"
"SCP11845","PCA40"
"SCP11846","PCA53"
"SCP11847","PCA31"
"SCP11848","PCA1055"
"SCP11848","PCA1329"
"SCP11848","PCA5513"
"SCP11853","PCA36"
"SCP11854","PCA6"
"SCP11856","PCA48"
"SCP11860","PCA53"
"SCP11860","PCA8264"
"SCP11860","PCA8019"
"SCP11861","PCA1516"
"SCP11861","PCA499"
"SCP11861","PCA2617"
"SCP11862","PCA18"
"SCP11866","PCA8369"
"SCP11866","PCA2541"
"SCP11866","PCA9487"
"SCP11867","PCA54"
"SCP11868","PCA6781"
"SCP11868","PCA4269"
"SCP11868","PCA9786"
"SCP11879","PCA7444"
"SCP11879","PCA9154"
"SCP11879","PCA6585"
"SCP11880","PCA10"
"SCP11884","PCA5991"
"SCP11884","PCA1028"
"SCP11884","PCA7155"
"SCP11888","PCA6373"
"SCP11888","PCA614"
"SCP11888","PCA6528"
"SCP11889","PCA14"
"SCP11891","PCA8183"
"SCP11891","PCA9856"
"SCP11891","PCA9855"
"SCP11894","PCA3160"
"SCP11894","PCA4925"
"SCP11894","PCA4072"
"SCP11895","PCA23"
"SCP11896","PCA8543"
"SCP11896","PCA9784"
"SCP11896","PCA4882"
"SCP11906","PCA67"
"SCP11907","PCA3444"
"SCP11907","PCA3063"
"SCP11907","PCA563"
"SCP11910","PCA3272"
"SCP11910","PCA8047"
"SCP11910","PCA5795"
"SCP11912","PCA67"
"SCP11917","PCA3372"
"SCP11917","PCA8604"
"SCP11917","PCA3582"
"SCP11919","PCA37"
"SCP11920","PCA32"
"SCP11921","PCA54"
"SCP11924","PCA3273"
"SCP11924","PCA3574"
"SCP11924","PCA5996"
"SCP11925","PCA6840"
"SCP11925","PCA1932"
"SCP11925","PCA8229"
"SCP11930","PCA9"
"SCP11932","PCA33"
"SCP11934","PCA6610"
"SCP11934","PCA4248"
"SCP11934","PCA714"
"SCP11935","PCA53"
"SCP11938","PCA37"
"SCP11939","PCA8405"
"SCP11939","PCA4036"
"SCP11939","PCA4999"
"SCP11941","PCA54"
"SCP11943","PCA62"
"SCP11945","PCA4"
"SCP11946","PCA6666"
"SCP11946","PCA6172"
"SCP11946","PCA6326"
"SCP11949","PCA580"
"SCP11949","PCA4017"
"SCP11949","PCA9723"
"SCP11952","PCA67"
"SCP11953","PCA64"
"SCP11954","PCA27"
"SCP11959","PCA33"
"SCP11960","PCA68"
"SCP11961","PCA5211"
"SCP11961","PCA8963"
"SCP11961","PCA1264"
"SCP11963","PCA3509"
"SCP11963","PCA73"
"SCP11963","PCA6847"
"SCP11966","PCA4775"
"SCP11966","PCA7221"
"SCP11966","PCA8306"
"SCP11968","PCA4"
"SCP11971","PCA1305"
"SCP11971","PCA2264"
"SCP11971","PCA7718"
"SCP11972","PCA9022"
"SCP11972","PCA2417"
"SCP11972","PCA2805"
"SCP11974","PCA7"
"SCP11977","PCA27"
"SCP11979","PCA3116"
"SCP11979","PCA573"
"SCP11979","PCA8775"
"SCP11981","PCA45"
"SCP11982","PCA419"
"SCP11982","PCA3794"
"SCP11982","PCA2749"
"SCP11984","PCA12"
"SCP11988","PCA3674"
"SCP11988","PCA8286"
"SCP11988","PCA7175"
"SCP11995","PCA1047"
"SCP11995","PCA7403"
"SCP11995","PCA8073"
"SCP11996","PCA4"
"SCP11997","PCA14"
"SCP12003","PCA9"
"SCP12007","PCA8043"
"SCP12007","PCA8456"
"SCP12007","PCA8048"
"SCP12011","PCA3724"
"SCP12011","PCA5645"
"SCP12011","PCA6135"
"SCP12012","PCA2111"
"SCP12012","PCA8422"
"SCP12012","PCA4641"
"SCP12013","PCA59"
"SCP12014","PCA70"
"SCP12015","PCA6035"
"SCP12015","PCA4378"
"SCP12015","PCA9415"
"SCP12016","PCA16"
"SCP12018","PCA37"
"SCP12020","PCA60"
"SCP12023","PCA68"
"SCP12026","PCA58"
"SCP12027","PCA3768"
"SCP12027","PCA893"
"SCP12027","PCA7991"
"SCP12029","PCA40"
"SCP12033","PCA9820"
"SCP12033","PCA4849"
"SCP12033","PCA9665"
"SCP12034","PCA46"
"SCP12035","PCA41"
"SCP12036","PCA4901"
"SCP12036","PCA1857"
"SCP12036","PCA1661"
"SCP12038","PCA61"
"SCP12040","PCA6753"
"SCP12040","PCA5821"
"SCP12040","PCA6879"
"SCP12045","PCA1828"
"SCP12045","PCA7808"
"SCP12045","PCA1545"
"SCP12049","PCA163"
"SCP12049","PCA8746"
"SCP12049","PCA8976"
"SCP12055","PCA40"
"SCP12056","PCA70"
"SCP12059","PCA11"
"SCP12063","PCA4507"
"SCP12063","PCA7206"
"SCP12063","PCA3967"
"SCP12064","PCA20"
"SCP12069","PCA1530"
"SCP12069","PCA7376"
"SCP12069","PCA3514"
"SCP12070","PCA5949"
"SCP12070","PCA4122"
"SCP12070","PCA2339"
"SCP12073","PCA8503"
"SCP12073","PCA62"
"SCP12073","PCA1313"
"SCP12075","PCA8460"
"SCP12075","PCA711"
"SCP12075","PCA3640"
"SCP12077","PCA11"
"SCP12083","PCA9604"
"SCP12083","PCA9096"
"SCP12083","PCA1941"
"SCP12085","PCA2940"
"SCP12085","PCA346"
"SCP12085","PCA3004"
"SCP12087","PCA20"
"SCP12089","PCA979"
"SCP12089","PCA822"
"SCP12089","PCA3184"
"SCP12091","PCA30"
"SCP12096","PCA5932"
"SCP12096","PCA8896"
"SCP12096","PCA9514"
"SCP12097","PCA27"
"SCP12098","PCA2312"
"SCP12098","PCA7590"
"SCP12098","PCA4494"
"SCP12104","PCA8383"
"SCP12104","PCA6847"
"SCP12104","PCA8066"
"SCP12106","PCA4674"
"SCP12106","PCA1231"
"SCP12106","PCA5770"
"SCP12108","PCA53"
"SCP12110","PCA6533"
"SCP12110","PCA7023"
"SCP12110","PCA7227"
"SCP12112","PCA4490"
"SCP12112","PCA1601"
"SCP12112","PCA4197"
"SCP12114","PCA4203"
"SCP12114","PCA3951"
"SCP12114","PCA277"
"SCP12115","PCA3302"
"SCP12115","PCA3190"
"SCP12115","PCA16"
"SCP12126","PCA2950"
"SCP12126","PCA4827"
"SCP12126","PCA131"
"SCP12132","PCA9"
"SCP12133","PCA2588"
"SCP12133","PCA4609"
"SCP12133","PCA3929"
"SCP12136","PCA6"
"SCP12138","PCA35"
"SCP12141","PCA63"
"SCP12142","PCA3175"
"SCP12142","PCA9880"
"SCP12142","PCA3717"
"SCP12144","PCA6321"
"SCP12144","PCA6634"
"SCP12144","PCA5954"
"SCP12146","PCA52"
"SCP12149","PCA2193"
"SCP12149","PCA4031"
"SCP12149","PCA5728"
"SCP12153","PCA25"
"SCP12155","PCA2091"
"SCP12155","PCA7823"
"SCP12155","PCA3748"
"SCP12159","PCA37"
"SCP12160","PCA9602"
"SCP12160","PCA8837"
"SCP12160","PCA3011"
"SCP12162","PCA7121"
"SCP12162","PCA310"
"SCP12162","PCA1757"
"SCP12166","PCA9"
"SCP12169","PCA7393"
"SCP12169","PCA4407"
"SCP12169","PCA4704"
"SCP12171","PCA45"
"SCP12173","PCA17"
"SCP12175","PCA37"
"SCP12178","PCA13"
"SCP12180","PCA4776"
"SCP12180","PCA5644"
"SCP12180","PCA1127"
"SCP12182","PCA4753"
"SCP12182","PCA4547"
"SCP12182","PCA2153"
"SCP12191","PCA8957"
"SCP12191","PCA7550"
"SCP12191","PCA5532"
"SCP12193","PCA4980"
"SCP12193","PCA4842"
"SCP12193","PCA6984"
"SCP12195","PCA1070"
"SCP12195","PCA7132"
"SCP12195","PCA5890"
"SCP12196","PCA4796"
"SCP12196","PCA9999"
"SCP12196","PCA2816"
"SCP12198","PCA5087"
"SCP12198","PCA6308"
"SCP12198","PCA9783"
"SCP12200","PCA23"
"SCP12201","PCA9805"
"SCP12201","PCA9372"
"SCP12201","PCA7486"
"SCP12202","PCA44"
"SCP12207","PCA9371"
"SCP12207","PCA4357"
"SCP12207","PCA1307"
"SCP12211","PCA34"
"SCP12212","PCA8571"
"SCP12212","PCA4121"
"SCP12212","PCA6847"
"SCP12213","PCA7832"
"SCP12213","PCA7329"
"SCP12213","PCA1539"
"SCP12215","PCA6393"
"SCP12215","PCA8595"
"SCP12215","PCA5671"
"SCP12222","PCA31"
"SCP12223","PCA8"
"SCP12227","PCA47"
"SCP12228","PCA347"
"SCP12228","PCA2442"
"SCP12228","PCA9137"
"SCP12232","PCA770"
"SCP12232","PCA3758"
"SCP12232","PCA2060"
"SCP12233","PCA57"
"SCP12237","PCA8067"
"SCP12237","PCA5686"
"SCP12237","PCA8588"
"SCP12238","PCA4"
"SCP12239","PCA8782"
"SCP12239","PCA5403"
"SCP12239","PCA3998"
"SCP12241","PCA47"
"SCP12242","PCA3934"
"SCP12242","PCA8524"
"SCP12242","PCA2419"
"SCP12243","PCA7002"
"SCP12243","PCA6727"
"SCP12243","PCA6478"
"SCP12244","PCA9911"
"SCP12244","PCA7294"
"SCP12244","PCA365"
"SCP12245","PCA8"
"SCP12250","PCA26"
"SCP12252","PCA3149"
"SCP12252","PCA7230"
"SCP12252","PCA4103"
"SCP12254","PCA6640"
"SCP12254","PCA4170"
"SCP12254","PCA5894"
"SCP12256","PCA4"
"SCP12258","PCA41"
"SCP12261","PCA8"
"SCP12262","PCA33"
"SCP12263","PCA6518"
"SCP12263","PCA143"
"SCP12263","PCA743"
"SCP12265","PCA20"
"SCP12266","PCA4754"
"SCP12266","PCA9237"
"SCP12266","PCA3215"
"SCP12267","PCA6783"
"SCP12267","PCA7469"
"SCP12267","PCA5291"
"SCP12268","PCA44"
"SCP12276","PCA1274"
"SCP12276","PCA2797"
"SCP12276","PCA1267"
"SCP12277","PCA29"
"SCP12279","PCA9279"
"SCP12279","PCA5754"
"SCP12279","PCA2009"
"SCP12280","PCA3991"
"SCP12280","PCA7676"
"SCP12280","PCA3312"
"SCP12282","PCA3077"
"SCP12282","PCA2226"
"SCP12282","PCA6535"
"SCP12288","PCA34"
"SCP12290","PCA2"
"SCP12294","PCA60"
"SCP12297","PCA8448"
"SCP12297","PCA3546"
"SCP12297","PCA4504"
"SCP12298","PCA5197"
"SCP12298","PCA2716"
"SCP12298","PCA6732"
"SCP12299","PCA59"
"SCP12300","PCA5"
"SCP12302","PCA532"
"SCP12302","PCA535"
"SCP12302","PCA1977"
"SCP12308","PCA67"
"SCP12309","PCA36"
"SCP12310","PCA47"
"SCP12311","PCA4365"
"SCP12311","PCA4777"
"SCP12311","PCA5071"
"SCP12314","PCA4"
"SCP12316","PCA46"
"SCP12319","PCA48"
"SCP12321","PCA67"
"SCP12322","PCA30"
"SCP12323","PCA2"
"SCP12328","PCA4472"
"SCP12328","PCA2831"
"SCP12328","PCA7703"
"SCP12331","PCA25"
"SCP12333","PCA8262"
"SCP12333","PCA135"
"SCP12333","PCA8746"
"SCP12334","PCA52"
"SCP12335","PCA6475"
"SCP12335","PCA3590"
"SCP12335","PCA393"
"SCP12336","PCA39"
"SCP12339","PCA8295"
"SCP12339","PCA7376"
"SCP12339","PCA6699"
"SCP12340","PCA50"
"SCP12348","PCA6111"
"SCP12348","PCA7748"
"SCP12348","PCA3196"
"SCP12357","PCA12"
"SCP12358","PCA68"
"SCP12359","PCA1"
"SCP12360","PCA9003"
"SCP12360","PCA540"
"SCP12360","PCA8363"
"SCP12363","PCA3226"
"SCP12363","PCA9377"
"SCP12363","PCA6277"
"SCP12365","PCA14"
"SCP12370","PCA9742"
"SCP12370","PCA5533"
"SCP12370","PCA1469"
"SCP12371","PCA41"
"SCP12372","PCA12"
"SCP12374","PCA67"
"SCP12377","PCA6170"
"SCP12377","PCA2412"
"SCP12377","PCA1753"
"SCP12379","PCA9398"
"SCP12379","PCA2457"
"SCP12379","PCA2901"
"SCP12382","PCA12"
"SCP12383","PCA2444"
"SCP12383","PCA5706"
"SCP12383","PCA2684"
"SCP12385","PCA43"
"SCP12386","PCA2"
"SCP12387","PCA5627"
"SCP12387","PCA6667"
"SCP12387","PCA1061"
"SCP12388","PCA59"
"SCP12391","PCA6783"
"SCP12391","PCA5947"
"SCP12391","PCA9109"
"SCP12397","PCA6758"
"SCP12397","PCA6263"
"SCP12397","PCA3448"
"SCP12398","PCA7871"
"SCP12398","PCA806"
"SCP12398","PCA2462"
"SCP12404","PCA20"
"SCP12405","PCA16"
"SCP12409","PCA6816"
"SCP12409","PCA2526"
"SCP12409","PCA4233"
"SCP12411","PCA51"
"SCP12413","PCA59"
"SCP12415","PCA8037"
"SCP12415","PCA6074"
"SCP12415","PCA7801"
"SCP12417","PCA3685"
"SCP12417","PCA1153"
"SCP12417","PCA397"
"SCP12419","PCA6398"
"SCP12419","PCA7398"
"SCP12419","PCA2369"
"SCP12421","PCA67"
"SCP12424","PCA7119"
"SCP12424","PCA7097"
"SCP12424","PCA3092"
"SCP12431","PCA54"
"SCP12435","PCA8406"
"SCP12435","PCA8251"
"SCP12435","PCA6125"
"SCP12437","PCA48"
"SCP12438","PCA42"
"SCP12439","PCA5"
"SCP12440","PCA7358"
"SCP12440","PCA7945"
"SCP12440","PCA1166"
"SCP12441","PCA32"
"SCP12442","PCA7"
"SCP12443","PCA812"
"SCP12443","PCA8411"
"SCP12443","PCA6208"
"SCP12444","PCA9444"
"SCP12444","PCA6172"
"SCP12444","PCA8229"
"SCP12447","PCA3264"
"SCP12447","PCA8880"
"SCP12447","PCA2433"
"SCP12449","PCA6395"
"SCP12449","PCA3616"
"SCP12449","PCA889"
"SCP12450","PCA4774"
"SCP12450","PCA7820"
"SCP12450","PCA3900"
"SCP12451","PCA6398"
"SCP12451","PCA1294"
"SCP12451","PCA2798"
"SCP12453","PCA3415"
"SCP12453","PCA318"
"SCP12453","PCA4135"
"SCP12454","PCA9662"
"SCP12454","PCA806"
"SCP12454","PCA3453"
"SCP12455","PCA3"
"SCP12457","PCA3059"
"SCP12457","PCA1580"
"SCP12457","PCA4826"
"SCP12458","PCA6575"
"SCP12458","PCA3473"
"SCP12458","PCA3430"
"SCP12461","PCA3968"
"SCP12461","PCA80"
"SCP12461","PCA7618"
"SCP12468","PCA330"
"SCP12468","PCA1401"
"SCP12468","PCA4625"
"SCP12470","PCA4570"
"SCP12470","PCA1394"
"SCP12470","PCA1557"
"SCP12471","PCA29"
"SCP12473","PCA45"
"SCP12475","PCA3"
"SCP12479","PCA62"
"SCP12481","PCA1965"
"SCP12481","PCA559"
"SCP12481","PCA3686"
"SCP12482","PCA7"
"SCP12484","PCA4629"
"SCP12484","PCA9227"
"SCP12484","PCA9547"
"SCP12485","PCA1046"
"SCP12485","PCA9083"
"SCP12485","PCA5883"
"SCP12486","PCA7596"
"SCP12486","PCA8189"
"SCP12486","PCA5702"
"SCP12487","PCA66"
"SCP12492","PCA15"
"SCP12493","PCA43"
"SCP12496","PCA62"
"SCP12499","PCA2918"
"SCP12499","PCA3388"
"SCP12499","PCA4901"
"SCP12501","PCA34"
"SCP12503","PCA7014"
"SCP12503","PCA144"
"SCP12503","PCA8141"
"SCP12506","PCA24"
"SCP12507","PCA8012"
"SCP12507","PCA6551"
"SCP12507","PCA6809"
"SCP12508","PCA7045"
"SCP12508","PCA8153"
"SCP12508","PCA5905"
"SCP12510","PCA29"
"SCP12511","PCA1"
"SCP12512","PCA9248"
"SCP12512","PCA7877"
"SCP12512","PCA9451"
"SCP12517","PCA50"
"SCP12518","PCA23"
"SCP12519","PCA6701"
"SCP12519","PCA9933"
"SCP12519","PCA1002"
"SCP12520","PCA4577"
"SCP12520","PCA1328"
"SCP12520","PCA6643"
"SCP12522","PCA1081"
"SCP12522","PCA8531"
"SCP12522","PCA2295"
"SCP12526","PCA7473"
"SCP12526","PCA5127"
"SCP12526","PCA9958"
"SCP12528","PCA3876"
"SCP12528","PCA8815"
"SCP12528","PCA1342"
"SCP12530","PCA2393"
"SCP12530","PCA3853"
"SCP12530","PCA6531"
"SCP12532","PCA47"
"SCP12533","PCA3"
"SCP12536","PCA2915"
"SCP12536","PCA1310"
"SCP12536","PCA2617"
"SCP12539","PCA59"
"SCP12542","PCA30"
"SCP12543","PCA2"
"SCP12549","PCA11"
"SCP12550","PCA32"
"SCP12551","PCA11"
"SCP12552","PCA1"
"SCP12556","PCA8416"
"SCP12556","PCA7580"
"SCP12556","PCA9572"
"SCP12557","PCA5561"
"SCP12557","PCA2258"
"SCP12557","PCA4059"
"SCP12559","PCA2"
"SCP12569","PCA4046"
"SCP12569","PCA1626"
"SCP12569","PCA2486"
"SCP12570","PCA4448"
"SCP12570","PCA1620"
"SCP12570","PCA287"
"SCP12571","PCA7276"
"SCP12571","PCA2738"
"SCP12571","PCA4886"
"SCP12575","PCA28"
"SCP12577","PCA1080"
"SCP12577","PCA4521"
"SCP12577","PCA505"
"SCP12578","PCA20"
"SCP12579","PCA9315"
"SCP12579","PCA2665"
"SCP12579","PCA4056"
"SCP12580","PCA69"
"SCP12581","PCA6873"
"SCP12581","PCA9229"
"SCP12581","PCA1034"
"SCP12587","PCA5890"
"SCP12587","PCA287"
"SCP12587","PCA7106"
"SCP12588","PCA9303"
"SCP12588","PCA2978"
"SCP12588","PCA2081"
"SCP12590","PCA722"
"SCP12590","PCA3217"
"SCP12590","PCA5985"
"SCP12593","PCA17"
"SCP12596","PCA35"
"SCP12600","PCA8493"
"SCP12600","PCA3417"
"SCP12600","PCA3861"
"SCP12602","PCA5645"
"SCP12602","PCA4178"
"SCP12602","PCA8987"
"SCP12605","PCA2208"
"SCP12605","PCA7314"
"SCP12605","PCA605"
"SCP12610","PCA1690"
"SCP12610","PCA3534"
"SCP12610","PCA9186"
"SCP12611","PCA8528"
"SCP12611","PCA9505"
"SCP12611","PCA8724"
"SCP12613","PCA1447"
"SCP12613","PCA4551"
"SCP12613","PCA7100"
"SCP12618","PCA153"
"SCP12618","PCA8012"
"SCP12618","PCA5607"
"SCP12624","PCA5507"
"SCP12624","PCA2824"
