"COMPONENTID","CLASSNAME"
"CP8937","PCA4277"
"CP2646","PCA4277"
"CP2678","PCA4277"
"CP8937","PCA8215"
"CP2646","PCA8215"
"CP2678","PCA8215"
"CP8937","PCA6791"
"CP2646","PCA6791"
"CP2678","PCA6791"
"CP1803","PCA8357"
"CP8733","PCA8357"
"CP1718","PCA8357"
"CP1803","PCA6925"
"CP8733","PCA6925"
"CP1718","PCA6925"
"CP1803","PCA2708"
"CP8733","PCA2708"
"CP1718","PCA2708"
"CP923","PCA36"
"CP5027","PCA36"
"CP4353","PCA36"
"CP852","PCA1736"
"CP235","PCA1736"
"CP1530","PCA1736"
"CP852","PCA7212"
"CP235","PCA7212"
"CP1530","PCA7212"
"CP852","PCA8383"
"CP235","PCA8383"
"CP1530","PCA8383"
"CP8521","PCA31"
"CP4988","PCA31"
"CP1194","PCA31"
"CP4450","PCA33"
"CP6487","PCA33"
"CP6667","PCA33"
"CP37","PCA3823"
"CP37","PCA7714"
"CP37","PCA488"
"CP28","PCA9305"
"CP28","PCA6674"
"CP28","PCA5651"
"CP11","PCA9353"
"CP11","PCA2529"
"CP11","PCA7326"
"CP6727","PCA316"
"CP5573","PCA316"
"CP6250","PCA316"
"CP6727","PCA9750"
"CP5573","PCA9750"
"CP6250","PCA9750"
"CP6727","PCA6143"
"CP5573","PCA6143"
"CP6250","PCA6143"
"CP6254","PCA10"
"CP6883","PCA10"
"CP4527","PCA10"
"CP64","PCA35"
"CP290","PCA2400"
"CP7994","PCA2400"
"CP4880","PCA2400"
"CP290","PCA4449"
"CP7994","PCA4449"
"CP4880","PCA4449"
"CP290","PCA6937"
"CP7994","PCA6937"
"CP4880","PCA6937"
"CP6203","PCA25"
"CP6975","PCA25"
"CP7011","PCA25"
"CP15","PCA36"
"CP9063","PCA26"
"CP5142","PCA26"
"CP2655","PCA26"
"CP3008","PCA2420"
"CP8761","PCA2420"
"CP5436","PCA2420"
"CP3008","PCA91"
"CP8761","PCA91"
"CP5436","PCA91"
"CP3008","PCA6712"
"CP8761","PCA6712"
"CP5436","PCA6712"
"CP55","PCA1064"
"CP55","PCA2345"
"CP55","PCA1143"
"CP29","PCA20"
"CP6080","PCA22"
"CP8396","PCA22"
"CP2450","PCA22"
"CP16","PCA9829"
"CP16","PCA1839"
"CP16","PCA5892"
"CP3378","PCA67"
"CP2620","PCA67"
"CP8291","PCA67"
"CP7","PCA5"
"CP8255","PCA5"
"CP1383","PCA5"
"CP17","PCA8567"
"CP17","PCA9367"
"CP17","PCA949"
"CP33","PCA33"
"CP69","PCA8629"
"CP69","PCA4065"
"CP69","PCA747"
"CP2811","PCA9361"
"CP9436","PCA9361"
"CP1004","PCA9361"
"CP2811","PCA8263"
"CP9436","PCA8263"
"CP1004","PCA8263"
"CP2811","PCA3240"
"CP9436","PCA3240"
"CP1004","PCA3240"
"CP3975","PCA27"
"CP7430","PCA27"
"CP4738","PCA27"
"CP8912","PCA56"
"CP3455","PCA56"
"CP8831","PCA56"
"CP8254","PCA5119"
"CP1236","PCA5119"
"CP8978","PCA5119"
"CP8254","PCA4921"
"CP1236","PCA4921"
"CP8978","PCA4921"
"CP8254","PCA1488"
"CP1236","PCA1488"
"CP8978","PCA1488"
"CP8850","PCA4965"
"CP3551","PCA4965"
"CP952","PCA4965"
"CP8850","PCA5280"
"CP3551","PCA5280"
"CP952","PCA5280"
"CP8850","PCA6203"
"CP3551","PCA6203"
"CP952","PCA6203"
"CP38","PCA62"
"CP5792","PCA1243"
"CP4600","PCA1243"
"CP665","PCA1243"
"CP5792","PCA992"
"CP4600","PCA992"
"CP665","PCA992"
"CP5792","PCA7609"
"CP4600","PCA7609"
"CP665","PCA7609"
"CP3480","PCA10"
"CP3426","PCA10"
"CP3499","PCA10"
"CP3661","PCA33"
"CP8592","PCA33"
"CP5208","PCA33"
"CP523","PCA835"
"CP5073","PCA835"
"CP5984","PCA835"
"CP523","PCA8393"
"CP5073","PCA8393"
"CP5984","PCA8393"
"CP523","PCA4991"
"CP5073","PCA4991"
"CP5984","PCA4991"
"CP8","PCA50"
"CP4","PCA2481"
"CP4","PCA4045"
"CP4","PCA4049"
"CP57","PCA6282"
"CP57","PCA3880"
"CP57","PCA1020"
"CP37","PCA31"
"CP8021","PCA4821"
"CP831","PCA4821"
"CP4891","PCA4821"
"CP8021","PCA4937"
"CP831","PCA4937"
"CP4891","PCA4937"
"CP8021","PCA4881"
"CP831","PCA4881"
"CP4891","PCA4881"
"CP53","PCA5402"
"CP53","PCA9551"
"CP53","PCA3190"
"CP9989","PCA7503"
"CP37","PCA7503"
"CP790","PCA7503"
"CP9989","PCA1200"
"CP37","PCA1200"
"CP790","PCA1200"
"CP9989","PCA1374"
"CP37","PCA1374"
"CP790","PCA1374"
"CP55","PCA147"
"CP55","PCA2726"
"CP55","PCA9674"
"CP9261","PCA6155"
"CP3136","PCA6155"
"CP2251","PCA6155"
"CP9261","PCA9256"
"CP3136","PCA9256"
"CP2251","PCA9256"
"CP9261","PCA1887"
"CP3136","PCA1887"
"CP2251","PCA1887"
"CP1805","PCA37"
"CP4917","PCA37"
"CP4457","PCA37"
"CP26","PCA9538"
"CP26","PCA8063"
"CP26","PCA1326"
"CP61","PCA4359"
"CP61","PCA8866"
"CP61","PCA3277"
"CP7221","PCA44"
"CP9657","PCA44"
"CP4579","PCA44"
"CP50","PCA8556"
"CP50","PCA6210"
"CP50","PCA5045"
"CP299","PCA39"
"CP5562","PCA39"
"CP7517","PCA39"
"CP3531","PCA1962"
"CP3818","PCA1962"
"CP6064","PCA1962"
"CP3531","PCA4470"
"CP3818","PCA4470"
"CP6064","PCA4470"
"CP3531","PCA4319"
"CP3818","PCA4319"
"CP6064","PCA4319"
"CP54","PCA63"
"CP4615","PCA21"
"CP4908","PCA21"
"CP4595","PCA21"
"CP33","PCA20"
"CP4630","PCA20"
"CP4557","PCA20"
"CP214","PCA20"
"CP1504","PCA5351"
"CP9603","PCA5351"
"CP5892","PCA5351"
"CP1504","PCA8310"
"CP9603","PCA8310"
"CP5892","PCA8310"
"CP1504","PCA1738"
"CP9603","PCA1738"
"CP5892","PCA1738"
"CP1986","PCA2981"
"CP298","PCA2981"
"CP7211","PCA2981"
"CP1986","PCA1364"
"CP298","PCA1364"
"CP7211","PCA1364"
"CP1986","PCA978"
"CP298","PCA978"
"CP7211","PCA978"
"CP12","PCA50"
"CP8686","PCA23"
"CP5511","PCA23"
"CP7427","PCA23"
"CP24","PCA25"
"CP42","PCA40"
"CP52","PCA51"
"CP6065","PCA422"
"CP102","PCA422"
"CP8678","PCA422"
"CP6065","PCA523"
"CP102","PCA523"
"CP8678","PCA523"
"CP6065","PCA9199"
"CP102","PCA9199"
"CP8678","PCA9199"
"CP25","PCA9130"
"CP25","PCA9020"
"CP25","PCA687"
"CP45","PCA835"
"CP45","PCA9298"
"CP45","PCA1016"
"CP7","PCA21"
"CP3842","PCA59"
"CP7396","PCA59"
"CP3935","PCA59"
"CP7248","PCA5806"
"CP3772","PCA5806"
"CP5911","PCA5806"
"CP7248","PCA7684"
"CP3772","PCA7684"
"CP5911","PCA7684"
"CP7248","PCA623"
"CP3772","PCA623"
"CP5911","PCA623"
"CP10","PCA56"
"CP24","PCA6308"
"CP24","PCA5107"
"CP24","PCA909"
"CP38","PCA5027"
"CP38","PCA4044"
"CP38","PCA4073"
"CP51","PCA43"
"CP1859","PCA2395"
"CP6845","PCA2395"
"CP251","PCA2395"
"CP1859","PCA1441"
"CP6845","PCA1441"
"CP251","PCA1441"
"CP1859","PCA1026"
"CP6845","PCA1026"
"CP251","PCA1026"
"CP10","PCA8006"
"CP10","PCA5056"
"CP10","PCA6466"
"CP6760","PCA7"
"CP1676","PCA7"
"CP6159","PCA7"
"CP3","PCA7337"
"CP3","PCA6926"
"CP3","PCA9475"
"CP19","PCA25"
"CP418","PCA5178"
"CP7753","PCA5178"
"CP9764","PCA5178"
"CP418","PCA5864"
"CP7753","PCA5864"
"CP9764","PCA5864"
"CP418","PCA2394"
"CP7753","PCA2394"
"CP9764","PCA2394"
"CP3280","PCA8"
"CP5465","PCA8"
"CP4945","PCA8"
"CP42","PCA40"
"CP68","PCA123"
"CP9295","PCA123"
"CP2849","PCA123"
"CP68","PCA5390"
"CP9295","PCA5390"
"CP2849","PCA5390"
"CP68","PCA688"
"CP9295","PCA688"
"CP2849","PCA688"
"CP7655","PCA66"
"CP5691","PCA66"
"CP3689","PCA66"
"CP55","PCA270"
"CP55","PCA5887"
"CP55","PCA8608"
"CP1392","PCA51"
"CP6412","PCA51"
"CP1383","PCA51"
"CP5492","PCA19"
"CP1534","PCA19"
"CP2773","PCA19"
"CP7203","PCA4589"
"CP9045","PCA4589"
"CP2712","PCA4589"
"CP7203","PCA9985"
"CP9045","PCA9985"
"CP2712","PCA9985"
"CP7203","PCA1601"
"CP9045","PCA1601"
"CP2712","PCA1601"
"CP50","PCA43"
"CP2442","PCA8877"
"CP4159","PCA8877"
"CP5868","PCA8877"
"CP2442","PCA5890"
"CP4159","PCA5890"
"CP5868","PCA5890"
"CP2442","PCA4321"
"CP4159","PCA4321"
"CP5868","PCA4321"
"CP19","PCA70"
"CP48","PCA64"
"CP5323","PCA34"
"CP1764","PCA34"
"CP2641","PCA34"
"CP9661","PCA22"
"CP6675","PCA22"
"CP7093","PCA22"
"CP60","PCA4737"
"CP60","PCA1270"
"CP60","PCA3057"
"CP45","PCA45"
"CP2804","PCA9397"
"CP7020","PCA9397"
"CP6073","PCA9397"
"CP2804","PCA964"
"CP7020","PCA964"
"CP6073","PCA964"
"CP2804","PCA5610"
"CP7020","PCA5610"
"CP6073","PCA5610"
"CP3624","PCA9893"
"CP4333","PCA9893"
"CP7167","PCA9893"
"CP3624","PCA1734"
"CP4333","PCA1734"
"CP7167","PCA1734"
"CP3624","PCA2332"
"CP4333","PCA2332"
"CP7167","PCA2332"
"CP47","PCA47"
"CP28","PCA20"
"CP54","PCA46"
"CP5482","PCA66"
"CP8479","PCA66"
"CP4756","PCA66"
"CP70","PCA7364"
"CP70","PCA4988"
"CP70","PCA2374"
"CP6929","PCA44"
"CP4533","PCA44"
"CP9555","PCA44"
"CP39","PCA9545"
"CP39","PCA3245"
"CP39","PCA1195"
"CP8850","PCA3808"
"CP2126","PCA3808"
"CP1011","PCA3808"
"CP8850","PCA2429"
"CP2126","PCA2429"
"CP1011","PCA2429"
"CP8850","PCA2748"
"CP2126","PCA2748"
"CP1011","PCA2748"
"CP64","PCA26"
"CP2117","PCA26"
"CP487","PCA26"
"CP4602","PCA26"
"CP2334","PCA10"
"CP1853","PCA10"
"CP1485","PCA10"
"CP7143","PCA5448"
"CP9927","PCA5448"
"CP7728","PCA5448"
"CP7143","PCA4013"
"CP9927","PCA4013"
"CP7728","PCA4013"
"CP7143","PCA7093"
"CP9927","PCA7093"
"CP7728","PCA7093"
"CP11","PCA293"
"CP11","PCA7677"
"CP11","PCA7452"
"CP65","PCA42"
"CP35","PCA6397"
"CP35","PCA7321"
"CP35","PCA8298"
"CP2490","PCA2954"
"CP1130","PCA2954"
"CP2178","PCA2954"
"CP2490","PCA3467"
"CP1130","PCA3467"
"CP2178","PCA3467"
"CP2490","PCA9108"
"CP1130","PCA9108"
"CP2178","PCA9108"
"CP1260","PCA17"
"CP3703","PCA17"
"CP6098","PCA17"
"CP25","PCA2745"
"CP25","PCA7840"
"CP25","PCA8323"
"CP45","PCA7986"
"CP45","PCA9725"
"CP45","PCA9806"
"CP30","PCA3381"
"CP30","PCA2361"
"CP30","PCA558"
"CP28","PCA7200"
"CP28","PCA412"
"CP28","PCA2864"
"CP2628","PCA7"
"CP1958","PCA7"
"CP6580","PCA7"
"CP746","PCA8719"
"CP3776","PCA8719"
"CP9979","PCA8719"
"CP746","PCA7562"
"CP3776","PCA7562"
"CP9979","PCA7562"
"CP746","PCA9650"
"CP3776","PCA9650"
"CP9979","PCA9650"
"CP9","PCA24"
"CP57","PCA57"
"CP3752","PCA1360"
"CP5482","PCA1360"
"CP5865","PCA1360"
"CP3752","PCA6436"
"CP5482","PCA6436"
"CP5865","PCA6436"
"CP3752","PCA2103"
"CP5482","PCA2103"
"CP5865","PCA2103"
"CP27","PCA1736"
"CP27","PCA3205"
"CP27","PCA2835"
"CP62","PCA9533"
"CP62","PCA4937"
"CP62","PCA4589"
"CP393","PCA7757"
"CP9893","PCA7757"
"CP5426","PCA7757"
"CP393","PCA1821"
"CP9893","PCA1821"
"CP5426","PCA1821"
"CP393","PCA985"
"CP9893","PCA985"
"CP5426","PCA985"
"CP25","PCA58"
"CP2248","PCA7096"
"CP1638","PCA7096"
"CP2199","PCA7096"
"CP2248","PCA5805"
"CP1638","PCA5805"
"CP2199","PCA5805"
"CP2248","PCA7699"
"CP1638","PCA7699"
"CP2199","PCA7699"
"CP58","PCA25"
"CP5991","PCA3"
"CP6428","PCA3"
"CP5353","PCA3"
"CP3060","PCA4762"
"CP6983","PCA4762"
"CP8343","PCA4762"
"CP3060","PCA1681"
"CP6983","PCA1681"
"CP8343","PCA1681"
"CP3060","PCA2730"
"CP6983","PCA2730"
"CP8343","PCA2730"
"CP2146","PCA22"
"CP995","PCA22"
"CP3558","PCA22"
"CP8937","PCA32"
"CP5474","PCA32"
"CP224","PCA32"
"CP13","PCA4488"
"CP8477","PCA4488"
"CP7433","PCA4488"
"CP13","PCA5451"
"CP8477","PCA5451"
"CP7433","PCA5451"
"CP13","PCA8952"
"CP8477","PCA8952"
"CP7433","PCA8952"
"CP38","PCA2292"
"CP38","PCA7769"
"CP38","PCA972"
"CP49","PCA5"
"CP35","PCA5843"
"CP35","PCA9322"
"CP35","PCA6994"
"CP9462","PCA42"
"CP2676","PCA42"
"CP9438","PCA42"
"CP3352","PCA67"
"CP137","PCA67"
"CP4505","PCA67"
"CP1524","PCA9258"
"CP3680","PCA9258"
"CP7201","PCA9258"
"CP1524","PCA9099"
"CP3680","PCA9099"
"CP7201","PCA9099"
"CP1524","PCA5888"
"CP3680","PCA5888"
"CP7201","PCA5888"
"CP8","PCA7"
"CP6334","PCA40"
"CP7242","PCA40"
"CP8736","PCA40"
"CP8","PCA3544"
"CP8","PCA4138"
"CP8","PCA2516"
"CP28","PCA8"
"CP65","PCA17"
"CP27","PCA8549"
"CP27","PCA9175"
"CP27","PCA4011"
"CP6390","PCA11"
"CP6163","PCA11"
"CP1043","PCA11"
"CP22","PCA2870"
"CP9615","PCA2870"
"CP8302","PCA2870"
"CP22","PCA7907"
"CP9615","PCA7907"
"CP8302","PCA7907"
"CP22","PCA1148"
"CP9615","PCA1148"
"CP8302","PCA1148"
"CP23","PCA25"
"CP49","PCA8577"
"CP49","PCA2225"
"CP49","PCA4809"
"CP1027","PCA9517"
"CP666","PCA9517"
"CP9006","PCA9517"
"CP1027","PCA9869"
"CP666","PCA9869"
"CP9006","PCA9869"
"CP1027","PCA323"
"CP666","PCA323"
"CP9006","PCA323"
"CP58","PCA32"
"CP31","PCA40"
"CP11","PCA8476"
"CP11","PCA8443"
"CP11","PCA4688"
"CP58","PCA60"
"CP7158","PCA4472"
"CP4647","PCA4472"
"CP9524","PCA4472"
"CP7158","PCA1708"
"CP4647","PCA1708"
"CP9524","PCA1708"
"CP7158","PCA1833"
"CP4647","PCA1833"
"CP9524","PCA1833"
"CP2","PCA3788"
"CP2","PCA9045"
"CP2","PCA4929"
"CP66","PCA3895"
"CP66","PCA8321"
"CP66","PCA5985"
"CP5","PCA9620"
"CP5","PCA2659"
"CP5","PCA9991"
"CP40","PCA59"
"CP18","PCA7356"
"CP18","PCA4273"
"CP18","PCA3457"
"CP70","PCA5792"
"CP70","PCA7316"
"CP70","PCA4051"
"CP19","PCA9728"
"CP19","PCA9267"
"CP19","PCA5176"
"CP66","PCA5540"
"CP66","PCA3447"
"CP66","PCA7910"
"CP4164","PCA9678"
"CP9474","PCA9678"
"CP1587","PCA9678"
"CP4164","PCA8773"
"CP9474","PCA8773"
"CP1587","PCA8773"
"CP4164","PCA4913"
"CP9474","PCA4913"
"CP1587","PCA4913"
"CP54","PCA45"
"CP47","PCA6642"
"CP47","PCA4427"
"CP47","PCA3907"
"CP47","PCA22"
"CP9284","PCA55"
"CP9594","PCA55"
"CP2908","PCA55"
"CP58","PCA8368"
"CP58","PCA5566"
"CP58","PCA8393"
"CP9780","PCA12"
"CP5891","PCA12"
"CP7691","PCA12"
"CP1234","PCA18"
"CP752","PCA18"
"CP684","PCA18"
"CP57","PCA7568"
"CP57","PCA6387"
"CP57","PCA9376"
"CP7969","PCA44"
"CP6468","PCA44"
"CP6448","PCA44"
"CP7704","PCA11"
"CP2504","PCA11"
"CP7138","PCA11"
"CP46","PCA5"
"CP45","PCA5845"
"CP45","PCA5323"
"CP45","PCA5959"
"CP6187","PCA10"
"CP8615","PCA10"
"CP2474","PCA10"
"CP63","PCA5169"
"CP63","PCA5772"
"CP63","PCA9103"
"CP9077","PCA48"
"CP5512","PCA48"
"CP4570","PCA48"
"CP3422","PCA28"
"CP8504","PCA28"
"CP2537","PCA28"
"CP5","PCA6433"
"CP5","PCA6798"
"CP5","PCA7223"
"CP9925","PCA3432"
"CP8408","PCA3432"
"CP308","PCA3432"
"CP9925","PCA4779"
"CP8408","PCA4779"
"CP308","PCA4779"
"CP9925","PCA9477"
"CP8408","PCA9477"
"CP308","PCA9477"
"CP7087","PCA58"
"CP6270","PCA58"
"CP5251","PCA58"
"CP2543","PCA6142"
"CP1381","PCA6142"
"CP8850","PCA6142"
"CP2543","PCA850"
"CP1381","PCA850"
"CP8850","PCA850"
"CP2543","PCA1929"
"CP1381","PCA1929"
"CP8850","PCA1929"
"CP50","PCA2053"
"CP50","PCA7730"
"CP50","PCA4751"
"CP7386","PCA51"
"CP8849","PCA51"
"CP8809","PCA51"
"CP495","PCA1170"
"CP5802","PCA1170"
"CP5985","PCA1170"
"CP495","PCA1363"
"CP5802","PCA1363"
"CP5985","PCA1363"
"CP495","PCA4842"
"CP5802","PCA4842"
"CP5985","PCA4842"
"CP5833","PCA68"
"CP4757","PCA68"
"CP8019","PCA68"
"CP10","PCA20"
"CP2061","PCA1280"
"CP4598","PCA1280"
"CP7148","PCA1280"
"CP2061","PCA7935"
"CP4598","PCA7935"
"CP7148","PCA7935"
"CP2061","PCA2740"
"CP4598","PCA2740"
"CP7148","PCA2740"
"CP23","PCA7549"
"CP23","PCA5449"
"CP23","PCA4830"
"CP58","PCA5646"
"CP58","PCA2997"
"CP58","PCA4541"
"CP53","PCA5103"
"CP53","PCA1538"
"CP53","PCA1059"
"CP544","PCA5874"
"CP5077","PCA5874"
"CP9899","PCA5874"
"CP544","PCA288"
"CP5077","PCA288"
"CP9899","PCA288"
"CP544","PCA4595"
"CP5077","PCA4595"
"CP9899","PCA4595"
"CP1614","PCA2643"
"CP9844","PCA2643"
"CP7825","PCA2643"
"CP1614","PCA7887"
"CP9844","PCA7887"
"CP7825","PCA7887"
"CP1614","PCA8716"
"CP9844","PCA8716"
"CP7825","PCA8716"
"CP2068","PCA2188"
"CP449","PCA2188"
"CP9363","PCA2188"
"CP2068","PCA3122"
"CP449","PCA3122"
"CP9363","PCA3122"
"CP2068","PCA943"
"CP449","PCA943"
"CP9363","PCA943"
"CP6203","PCA2"
"CP2597","PCA2"
"CP4812","PCA2"
"CP50","PCA2957"
"CP50","PCA4997"
"CP50","PCA1360"
"CP54","PCA1"
"CP10","PCA3694"
"CP10","PCA982"
"CP10","PCA2855"
"CP45","PCA2738"
"CP45","PCA6026"
"CP45","PCA373"
"CP549","PCA2368"
"CP5275","PCA2368"
"CP1723","PCA2368"
"CP549","PCA7968"
"CP5275","PCA7968"
"CP1723","PCA7968"
"CP549","PCA9660"
"CP5275","PCA9660"
"CP1723","PCA9660"
"CP15","PCA690"
"CP15","PCA538"
"CP15","PCA7815"
"CP4570","PCA1572"
"CP2236","PCA1572"
"CP2283","PCA1572"
"CP4570","PCA7145"
"CP2236","PCA7145"
"CP2283","PCA7145"
"CP4570","PCA9696"
"CP2236","PCA9696"
"CP2283","PCA9696"
"CP376","PCA8493"
"CP4980","PCA8493"
"CP5082","PCA8493"
"CP376","PCA1936"
"CP4980","PCA1936"
"CP5082","PCA1936"
"CP376","PCA5917"
"CP4980","PCA5917"
"CP5082","PCA5917"
"CP69","PCA69"
"CP47","PCA30"
"CP49","PCA22"
"CP2083","PCA19"
"CP1811","PCA19"
"CP535","PCA19"
"CP5396","PCA22"
"CP6604","PCA22"
"CP1131","PCA22"
"CP4231","PCA8873"
"CP4325","PCA8873"
"CP7958","PCA8873"
"CP4231","PCA3716"
"CP4325","PCA3716"
"CP7958","PCA3716"
"CP4231","PCA2121"
"CP4325","PCA2121"
"CP7958","PCA2121"
"CP2576","PCA13"
"CP5792","PCA13"
"CP9093","PCA13"
"CP40","PCA8028"
"CP40","PCA4669"
"CP40","PCA5346"
"CP24","PCA70"
"CP60","PCA68"
"CP66","PCA7641"
"CP66","PCA218"
"CP66","PCA999"
"CP7829","PCA8834"
"CP1","PCA8834"
"CP3387","PCA8834"
"CP7829","PCA5268"
"CP1","PCA5268"
"CP3387","PCA5268"
"CP7829","PCA7223"
"CP1","PCA7223"
"CP3387","PCA7223"
"CP44","PCA38"
"CP39","PCA67"
"CP4148","PCA2842"
"CP4643","PCA2842"
"CP1794","PCA2842"
"CP4148","PCA237"
"CP4643","PCA237"
"CP1794","PCA237"
"CP4148","PCA3371"
"CP4643","PCA3371"
"CP1794","PCA3371"
"CP5158","PCA9213"
"CP1543","PCA9213"
"CP7825","PCA9213"
"CP5158","PCA7507"
"CP1543","PCA7507"
"CP7825","PCA7507"
"CP5158","PCA2198"
"CP1543","PCA2198"
"CP7825","PCA2198"
"CP3794","PCA1148"
"CP282","PCA1148"
"CP4678","PCA1148"
"CP3794","PCA5825"
"CP282","PCA5825"
"CP4678","PCA5825"
"CP3794","PCA6335"
"CP282","PCA6335"
"CP4678","PCA6335"
"CP5434","PCA5379"
"CP8885","PCA5379"
"CP4770","PCA5379"
"CP5434","PCA6822"
"CP8885","PCA6822"
"CP4770","PCA6822"
"CP5434","PCA3406"
"CP8885","PCA3406"
"CP4770","PCA3406"
"CP9876","PCA65"
"CP5818","PCA65"
"CP3540","PCA65"
"CP7989","PCA3826"
"CP7418","PCA3826"
"CP639","PCA3826"
"CP7989","PCA1630"
"CP7418","PCA1630"
"CP639","PCA1630"
"CP7989","PCA4249"
"CP7418","PCA4249"
"CP639","PCA4249"
"CP9034","PCA4581"
"CP3691","PCA4581"
"CP772","PCA4581"
"CP9034","PCA1459"
"CP3691","PCA1459"
"CP772","PCA1459"
"CP9034","PCA8777"
"CP3691","PCA8777"
"CP772","PCA8777"
"CP47","PCA33"
"CP15","PCA7"
"CP7","PCA8"
"CP2965","PCA15"
"CP7429","PCA15"
"CP7272","PCA15"
"CP51","PCA31"
"CP9387","PCA3307"
"CP7514","PCA3307"
"CP7797","PCA3307"
"CP9387","PCA9159"
"CP7514","PCA9159"
"CP7797","PCA9159"
"CP9387","PCA4266"
"CP7514","PCA4266"
"CP7797","PCA4266"
"CP8","PCA43"
"CP6802","PCA13"
"CP4493","PCA13"
"CP9119","PCA13"
"CP44","PCA5954"
"CP44","PCA1816"
"CP44","PCA3496"
"CP3087","PCA4195"
"CP5047","PCA4195"
"CP8176","PCA4195"
"CP3087","PCA9250"
"CP5047","PCA9250"
"CP8176","PCA9250"
"CP3087","PCA1715"
"CP5047","PCA1715"
"CP8176","PCA1715"
"CP5373","PCA7967"
"CP6664","PCA7967"
"CP2765","PCA7967"
"CP5373","PCA5125"
"CP6664","PCA5125"
"CP2765","PCA5125"
"CP5373","PCA591"
"CP6664","PCA591"
"CP2765","PCA591"
"CP6144","PCA6158"
"CP603","PCA6158"
"CP4464","PCA6158"
"CP6144","PCA9921"
"CP603","PCA9921"
"CP4464","PCA9921"
"CP6144","PCA6409"
"CP603","PCA6409"
"CP4464","PCA6409"
"CP3562","PCA8472"
"CP6077","PCA8472"
"CP1677","PCA8472"
"CP3562","PCA7708"
"CP6077","PCA7708"
"CP1677","PCA7708"
"CP3562","PCA8645"
"CP6077","PCA8645"
"CP1677","PCA8645"
"CP62","PCA851"
"CP62","PCA8015"
"CP62","PCA7188"
"CP2479","PCA41"
"CP6705","PCA41"
"CP9493","PCA41"
"CP2170","PCA5580"
"CP8831","PCA5580"
"CP2124","PCA5580"
"CP2170","PCA4211"
"CP8831","PCA4211"
"CP2124","PCA4211"
"CP2170","PCA2223"
"CP8831","PCA2223"
"CP2124","PCA2223"
"CP458","PCA17"
"CP2299","PCA17"
"CP6029","PCA17"
"CP27","PCA53"
"CP7","PCA4635"
"CP7","PCA8595"
"CP7","PCA9646"
"CP20","PCA6591"
"CP20","PCA2944"
"CP20","PCA5168"
"CP53","PCA5801"
"CP53","PCA3512"
"CP53","PCA3143"
"CP24","PCA1094"
"CP24","PCA1309"
"CP24","PCA1450"
"CP9979","PCA7612"
"CP892","PCA7612"
"CP7099","PCA7612"
"CP9979","PCA510"
"CP892","PCA510"
"CP7099","PCA510"
"CP9979","PCA3028"
"CP892","PCA3028"
"CP7099","PCA3028"
"CP19","PCA6146"
"CP19","PCA7716"
"CP19","PCA7952"
"CP11","PCA117"
"CP11","PCA587"
"CP11","PCA3979"
"CP1509","PCA5"
"CP2186","PCA5"
"CP2378","PCA5"
"CP3671","PCA13"
"CP2264","PCA13"
"CP2774","PCA13"
"CP8018","PCA7733"
"CP9139","PCA7733"
"CP4159","PCA7733"
"CP8018","PCA5376"
"CP9139","PCA5376"
"CP4159","PCA5376"
"CP8018","PCA55"
"CP9139","PCA55"
"CP4159","PCA55"
"CP14","PCA6861"
"CP14","PCA6338"
"CP14","PCA6148"
"CP63","PCA262"
"CP63","PCA7986"
"CP63","PCA6351"
"CP7356","PCA27"
"CP8944","PCA27"
"CP7792","PCA27"
"CP5020","PCA3746"
"CP886","PCA3746"
"CP7927","PCA3746"
"CP5020","PCA8594"
"CP886","PCA8594"
"CP7927","PCA8594"
"CP5020","PCA140"
"CP886","PCA140"
"CP7927","PCA140"
"CP3331","PCA1290"
"CP8033","PCA1290"
"CP1777","PCA1290"
"CP3331","PCA1710"
"CP8033","PCA1710"
"CP1777","PCA1710"
"CP3331","PCA1009"
"CP8033","PCA1009"
"CP1777","PCA1009"
"CP5634","PCA3675"
"CP7170","PCA3675"
"CP4844","PCA3675"
"CP5634","PCA8735"
"CP7170","PCA8735"
"CP4844","PCA8735"
"CP5634","PCA3974"
"CP7170","PCA3974"
"CP4844","PCA3974"
"CP11","PCA5262"
"CP11","PCA2186"
"CP11","PCA6010"
"CP64","PCA10"
"CP5024","PCA5785"
"CP3657","PCA5785"
"CP5008","PCA5785"
"CP5024","PCA3637"
"CP3657","PCA3637"
"CP5008","PCA3637"
"CP5024","PCA3082"
"CP3657","PCA3082"
"CP5008","PCA3082"
"CP49","PCA5"
"CP13","PCA34"
"CP9838","PCA6783"
"CP3855","PCA6783"
"CP2380","PCA6783"
"CP9838","PCA5903"
"CP3855","PCA5903"
"CP2380","PCA5903"
"CP9838","PCA4641"
"CP3855","PCA4641"
"CP2380","PCA4641"
"CP3","PCA70"
"CP47","PCA2658"
"CP4695","PCA2658"
"CP6854","PCA2658"
"CP47","PCA7262"
"CP4695","PCA7262"
"CP6854","PCA7262"
"CP47","PCA9558"
"CP4695","PCA9558"
"CP6854","PCA9558"
"CP57","PCA38"
"CP1635","PCA5029"
"CP1521","PCA5029"
"CP8935","PCA5029"
"CP1635","PCA6466"
"CP1521","PCA6466"
"CP8935","PCA6466"
"CP1635","PCA2415"
"CP1521","PCA2415"
"CP8935","PCA2415"
"CP1624","PCA4676"
"CP4677","PCA4676"
"CP8106","PCA4676"
"CP1624","PCA4664"
"CP4677","PCA4664"
"CP8106","PCA4664"
