"GOALID","EXCEPTIONCASEID"
"G13","EC5157"
"G13","EC4007"
"G13","EC1113"
"G29","EC417"
"G29","EC488"
"G29","EC5089"
"G33","EC417"
"G33","EC488"
"G33","EC5089"
"G54","EC417"
"G54","EC488"
"G54","EC5089"
"G54","EC28"
"G54","EC9488"
"G54","EC7722"
"G54","EC9437"
"G70","EC28"
"G18","EC28"
"G10","EC28"
"G48","EC6"
"G48","EC9480"
"G48","EC7170"
"G48","EC8708"
"G48","EC44"
"G48","EC10"
"G49","EC10"
"G52","EC10"
"G62","EC69"
"G62","EC38"
"G8","EC53"
"G40","EC53"
"G52","EC53"
"G45","EC2147"
"G45","EC9519"
"G45","EC5282"
"G45","EC1114"
"G45","EC5120"
"G45","EC5054"
"G16","EC2147"
"G16","EC9519"
"G16","EC5282"
"G16","EC1114"
"G16","EC5120"
"G16","EC5054"
"G56","EC2147"
"G56","EC9519"
"G56","EC5282"
"G56","EC1114"
"G56","EC5120"
"G56","EC5054"
"G39","EC22"
"G43","EC32"
"G43","EC1954"
"G43","EC9497"
"G43","EC2410"
"G43","EC3625"
"G43","EC1600"
"G43","EC4271"
"G16","EC32"
"G16","EC1954"
"G16","EC9497"
"G16","EC2410"
"G16","EC3625"
"G16","EC1600"
"G16","EC4271"
"G46","EC32"
"G46","EC1954"
"G46","EC9497"
"G46","EC2410"
"G46","EC3625"
"G46","EC1600"
"G46","EC4271"
"G66","EC15"
"G5","EC6180"
"G5","EC8369"
"G5","EC3679"
"G59","EC60"
"G9","EC60"
"G28","EC60"
"G42","EC8264"
"G42","EC1937"
"G42","EC1873"
"G51","EC1709"
"G51","EC9860"
"G51","EC5825"
"G14","EC1709"
"G14","EC9860"
"G14","EC5825"
"G3","EC1709"
"G3","EC9860"
"G3","EC5825"
"G37","EC33"
"G33","EC4876"
"G33","EC7497"
"G33","EC2200"
"G57","EC5214"
"G57","EC8463"
"G57","EC9467"
"G51","EC5214"
"G51","EC8463"
"G51","EC9467"
"G64","EC5214"
"G64","EC8463"
"G64","EC9467"
"G54","EC21"
"G54","EC514"
"G54","EC8294"
"G54","EC1707"
"G20","EC4199"
"G20","EC5775"
"G20","EC3688"
"G64","EC4199"
"G64","EC5775"
"G64","EC3688"
"G42","EC4199"
"G42","EC5775"
"G42","EC3688"
"G30","EC68"
"G3","EC68"
"G56","EC68"
"G31","EC15"
"G31","EC9781"
"G31","EC3333"
"G31","EC9652"
"G22","EC15"
"G22","EC9781"
"G22","EC3333"
"G22","EC9652"
"G53","EC15"
"G53","EC9781"
"G53","EC3333"
"G53","EC9652"
"G9","EC7606"
"G9","EC3299"
"G9","EC1306"
"G65","EC9381"
"G65","EC5741"
"G65","EC7261"
"G20","EC2581"
"G20","EC9325"
"G20","EC1704"
"G20","EC48"
"G49","EC5248"
"G49","EC8413"
"G49","EC1505"
"G49","EC66"
"G40","EC4705"
"G40","EC2799"
"G40","EC9512"
"G40","EC43"
"G29","EC4705"
"G29","EC2799"
"G29","EC9512"
"G29","EC43"
"G6","EC4705"
"G6","EC2799"
"G6","EC9512"
"G6","EC43"
"G34","EC53"
"G23","EC53"
"G40","EC53"
"G14","EC40"
"G50","EC40"
"G68","EC40"
"G16","EC2390"
"G16","EC2881"
"G16","EC7276"
"G16","EC58"
"G70","EC9166"
"G70","EC3844"
"G70","EC7204"
"G6","EC9166"
"G6","EC3844"
"G6","EC7204"
"G9","EC9166"
"G9","EC3844"
"G9","EC7204"
"G12","EC67"
"G12","EC8580"
"G12","EC2686"
"G12","EC5672"
"G55","EC7315"
"G55","EC8692"
"G55","EC1081"
"G2","EC7315"
"G2","EC8692"
"G2","EC1081"
"G35","EC7315"
"G35","EC8692"
"G35","EC1081"
"G48","EC1874"
"G48","EC2869"
"G48","EC8746"
"G48","EC4832"
"G48","EC401"
"G48","EC9927"
"G16","EC1874"
"G16","EC2869"
"G16","EC8746"
"G16","EC4832"
"G16","EC401"
"G16","EC9927"
"G57","EC1874"
"G57","EC2869"
"G57","EC8746"
"G57","EC4832"
"G57","EC401"
"G57","EC9927"
"G6","EC52"
"G6","EC7794"
"G6","EC5312"
"G6","EC1233"
"G3","EC52"
"G3","EC7794"
"G3","EC5312"
"G3","EC1233"
"G18","EC52"
"G18","EC7794"
"G18","EC5312"
"G18","EC1233"
"G64","EC33"
"G23","EC2438"
"G23","EC2613"
"G23","EC9863"
"G54","EC9009"
"G54","EC1544"
"G54","EC379"
"G54","EC1742"
"G54","EC4753"
"G54","EC3219"
"G26","EC1288"
"G26","EC3252"
"G26","EC3996"
"G1","EC45"
"G69","EC45"
"G55","EC45"
"G58","EC58"
"G7","EC58"
"G50","EC58"
"G33","EC5202"
"G33","EC6408"
"G33","EC4055"
"G25","EC5202"
"G25","EC6408"
"G25","EC4055"
"G70","EC5202"
"G70","EC6408"
"G70","EC4055"
"G65","EC7409"
"G65","EC6487"
"G65","EC9060"
"G51","EC7409"
"G51","EC6487"
"G51","EC9060"
"G25","EC7409"
"G25","EC6487"
"G25","EC9060"
"G49","EC63"
"G37","EC6391"
"G37","EC5455"
"G37","EC3328"
"G37","EC64"
"G20","EC6391"
"G20","EC5455"
"G20","EC3328"
"G20","EC64"
"G30","EC6391"
"G30","EC5455"
"G30","EC3328"
"G30","EC64"
"G7","EC6511"
"G7","EC9379"
"G7","EC394"
"G6","EC33"
"G6","EC65"
"G47","EC5"
"G37","EC60"
"G41","EC60"
"G32","EC60"
"G40","EC48"
"G20","EC48"
"G18","EC48"
"G23","EC67"
"G52","EC7268"
"G52","EC2598"
"G52","EC8367"
"G45","EC7268"
"G45","EC2598"
"G45","EC8367"
"G39","EC7268"
"G39","EC2598"
"G39","EC8367"
"G49","EC26"
"G49","EC5453"
"G49","EC2180"
"G49","EC8684"
"G49","EC58"
"G49","EC2362"
"G49","EC9862"
"G49","EC7003"
"G39","EC26"
"G39","EC5453"
"G39","EC2180"
"G39","EC8684"
"G39","EC58"
"G39","EC2362"
"G39","EC9862"
"G39","EC7003"
"G47","EC26"
"G47","EC5453"
"G47","EC2180"
"G47","EC8684"
"G47","EC58"
"G47","EC2362"
"G47","EC9862"
"G47","EC7003"
"G42","EC53"
"G42","EC63"
"G66","EC53"
"G66","EC63"
"G35","EC53"
"G35","EC63"
"G11","EC11"
"G39","EC69"
"G57","EC69"
"G69","EC69"
"G57","EC54"
"G65","EC54"
"G45","EC54"
"G27","EC2678"
"G27","EC4392"
"G27","EC7938"
"G27","EC7636"
"G27","EC8586"
"G27","EC8246"
"G41","EC2678"
"G41","EC4392"
"G41","EC7938"
"G41","EC7636"
"G41","EC8586"
"G41","EC8246"
"G56","EC2678"
"G56","EC4392"
"G56","EC7938"
"G56","EC7636"
"G56","EC8586"
"G56","EC8246"
"G39","EC39"
"G8","EC39"
"G68","EC39"
"G25","EC9402"
"G25","EC3594"
"G25","EC6564"
"G25","EC55"
"G25","EC3167"
"G25","EC416"
"G25","EC6637"
"G5","EC3167"
"G5","EC416"
"G5","EC6637"
"G62","EC3167"
"G62","EC416"
"G62","EC6637"
"G46","EC3980"
"G46","EC6194"
"G46","EC7318"
"G46","EC8089"
"G46","EC7788"
"G46","EC3162"
"G56","EC3980"
"G56","EC6194"
"G56","EC7318"
"G56","EC8089"
"G56","EC7788"
"G56","EC3162"
"G65","EC3980"
"G65","EC6194"
"G65","EC7318"
"G65","EC8089"
"G65","EC7788"
"G65","EC3162"
"G41","EC11"
"G42","EC11"
"G61","EC11"
"G22","EC29"
"G8","EC47"
"G17","EC5606"
"G17","EC2511"
"G17","EC6695"
"G21","EC5606"
"G21","EC2511"
"G21","EC6695"
"G45","EC5606"
"G45","EC2511"
"G45","EC6695"
"G19","EC4609"
"G19","EC8975"
"G19","EC1062"
"G70","EC4609"
"G70","EC8975"
"G70","EC1062"
"G26","EC4609"
"G26","EC8975"
"G26","EC1062"
"G25","EC341"
"G25","EC3017"
"G25","EC3475"
"G39","EC341"
"G39","EC3017"
"G39","EC3475"
"G5","EC341"
"G5","EC3017"
"G5","EC3475"
"G50","EC6520"
"G50","EC6655"
"G50","EC8481"
"G46","EC61"
"G2","EC61"
"G43","EC61"
"G64","EC348"
"G64","EC941"
"G64","EC7757"
"G11","EC7575"
"G11","EC7176"
"G11","EC2674"
"G44","EC7575"
"G44","EC7176"
"G44","EC2674"
"G32","EC7575"
"G32","EC7176"
"G32","EC2674"
"G6","EC7294"
"G6","EC379"
"G6","EC1993"
"G65","EC7294"
"G65","EC379"
"G65","EC1993"
"G43","EC7294"
"G43","EC379"
"G43","EC1993"
"G27","EC1122"
"G27","EC8572"
"G27","EC3261"
"G8","EC59"
"G8","EC2705"
"G8","EC1726"
"G8","EC2897"
"G8","EC8272"
"G8","EC5042"
"G8","EC7841"
"G63","EC59"
"G63","EC2705"
"G63","EC1726"
"G63","EC2897"
"G63","EC8272"
"G63","EC5042"
"G63","EC7841"
"G12","EC59"
"G12","EC2705"
"G12","EC1726"
"G12","EC2897"
"G12","EC8272"
"G12","EC5042"
"G12","EC7841"
"G61","EC45"
"G4","EC65"
"G58","EC65"
"G33","EC65"
"G46","EC9293"
"G46","EC7209"
"G46","EC4168"
"G18","EC21"
"G18","EC8641"
"G18","EC30"
"G18","EC3332"
"G18","EC8514"
"G18","EC9850"
"G18","EC2553"
"G18","EC6539"
"G18","EC6420"
"G18","EC5882"
"G41","EC1"
"G46","EC1"
"G70","EC1"
"G68","EC3"
"G30","EC3"
"G29","EC3"
"G11","EC53"
"G8","EC53"
"G7","EC53"
"G58","EC2591"
"G58","EC3748"
"G58","EC3210"
"G2","EC49"
"G2","EC35"
"G64","EC2664"
"G64","EC7113"
"G64","EC4526"
"G66","EC3"
"G9","EC3"
"G5","EC3"
"G13","EC47"
"G3","EC6786"
"G3","EC2077"
"G3","EC2747"
"G55","EC6786"
"G55","EC2077"
"G55","EC2747"
"G56","EC6786"
"G56","EC2077"
"G56","EC2747"
"G14","EC1687"
"G14","EC4690"
"G14","EC7996"
"G63","EC1687"
"G63","EC4690"
"G63","EC7996"
"G51","EC1687"
"G51","EC4690"
"G51","EC7996"
"G68","EC9372"
"G68","EC4577"
"G68","EC8788"
"G45","EC9372"
"G45","EC4577"
"G45","EC8788"
"G40","EC9372"
"G40","EC4577"
"G40","EC8788"
"G40","EC2082"
"G40","EC8896"
"G40","EC9014"
"G32","EC59"
"G60","EC49"
"G60","EC5065"
"G60","EC1914"
"G60","EC1433"
"G45","EC49"
"G45","EC5065"
"G45","EC1914"
"G45","EC1433"
"G5","EC49"
"G5","EC5065"
"G5","EC1914"
"G5","EC1433"
"G2","EC24"
"G54","EC8"
"G59","EC8"
"G6","EC8"
"G50","EC8326"
"G50","EC2714"
"G50","EC2065"
"G58","EC858"
"G58","EC9406"
"G58","EC5479"
"G60","EC858"
"G60","EC9406"
"G60","EC5479"
"G45","EC858"
"G45","EC9406"
"G45","EC5479"
"G27","EC9777"
"G27","EC9575"
"G27","EC3630"
"G27","EC2175"
"G27","EC478"
"G27","EC3180"
"G27","EC3803"
"G27","EC9290"
"G27","EC2161"
"G3","EC9777"
"G3","EC9575"
"G3","EC3630"
"G3","EC2175"
"G3","EC478"
"G3","EC3180"
"G3","EC3803"
"G3","EC9290"
"G3","EC2161"
"G36","EC9777"
"G36","EC9575"
"G36","EC3630"
"G36","EC2175"
"G36","EC478"
"G36","EC3180"
"G36","EC3803"
"G36","EC9290"
"G36","EC2161"
"G39","EC33"
"G37","EC33"
"G7","EC33"
"G13","EC762"
"G13","EC3319"
"G13","EC8563"
"G67","EC379"
"G67","EC5841"
"G67","EC1542"
"G47","EC379"
"G47","EC5841"
"G47","EC1542"
"G11","EC379"
"G11","EC5841"
"G11","EC1542"
"G9","EC16"
"G38","EC16"
"G33","EC16"
"G60","EC8"
"G29","EC70"
"G36","EC9372"
"G36","EC4577"
"G36","EC8788"
"G27","EC49"
"G4","EC59"
"G66","EC59"
"G45","EC59"
"G48","EC5214"
"G48","EC8463"
"G48","EC9467"
"G40","EC64"
"G21","EC7463"
"G21","EC8279"
"G21","EC6837"
"G21","EC8597"
"G21","EC7065"
"G21","EC7830"
"G62","EC63"
"G62","EC9064"
"G62","EC3806"
"G62","EC5774"
"G17","EC5836"
"G17","EC1587"
"G17","EC726"
"G17","EC3832"
"G17","EC5959"
"G17","EC1433"
"G48","EC5836"
"G48","EC1587"
"G48","EC726"
"G48","EC3832"
"G48","EC5959"
"G48","EC1433"
"G32","EC5836"
"G32","EC1587"
"G32","EC726"
"G32","EC3832"
"G32","EC5959"
"G32","EC1433"
"G27","EC13"
"G27","EC39"
"G52","EC38"
"G52","EC43"
"G51","EC38"
"G51","EC43"
"G63","EC38"
"G63","EC43"
"G39","EC8946"
"G39","EC7547"
"G39","EC4112"
"G39","EC53"
"G44","EC8946"
"G44","EC7547"
"G44","EC4112"
"G44","EC53"
"G25","EC8946"
"G25","EC7547"
"G25","EC4112"
"G25","EC53"
"G2","EC2880"
"G2","EC3754"
"G2","EC4128"
"G42","EC2880"
"G42","EC3754"
"G42","EC4128"
"G14","EC2880"
"G14","EC3754"
"G14","EC4128"
"G25","EC4230"
"G25","EC4535"
"G25","EC8974"
"G28","EC65"
"G70","EC1225"
"G70","EC8371"
"G70","EC3853"
"G70","EC6890"
"G70","EC6394"
"G70","EC536"
"G1","EC2010"
"G1","EC1398"
"G1","EC6904"
"G1","EC22"
"G1","EC1059"
"G1","EC7319"
"G1","EC8359"
"G65","EC2010"
"G65","EC1398"
"G65","EC6904"
"G65","EC22"
"G65","EC1059"
"G65","EC7319"
"G65","EC8359"
"G39","EC2010"
"G39","EC1398"
"G39","EC6904"
"G39","EC22"
"G39","EC1059"
"G39","EC7319"
"G39","EC8359"
"G58","EC9332"
"G58","EC7408"
"G58","EC1793"
"G19","EC9332"
"G19","EC7408"
"G19","EC1793"
"G68","EC9332"
"G68","EC7408"
"G68","EC1793"
"G45","EC8056"
"G45","EC7203"
"G45","EC1329"
"G39","EC8056"
"G39","EC7203"
"G39","EC1329"
"G68","EC8056"
"G68","EC7203"
"G68","EC1329"
"G59","EC2757"
"G59","EC4581"
"G59","EC1862"
"G59","EC8969"
"G59","EC9696"
"G59","EC3718"
"G66","EC3625"
"G66","EC1600"
"G66","EC4271"
"G66","EC1634"
"G66","EC1794"
"G66","EC4066"
"G66","EC2629"
"G66","EC1792"
"G66","EC7863"
"G37","EC5835"
"G37","EC7094"
"G37","EC6644"
"G7","EC5835"
"G7","EC7094"
"G7","EC6644"
"G24","EC5835"
"G24","EC7094"
"G24","EC6644"
"G14","EC56"
"G2","EC5311"
"G2","EC2877"
"G2","EC3241"
"G42","EC8628"
"G42","EC2204"
"G42","EC2923"
"G5","EC36"
"G24","EC36"
"G17","EC36"
"G3","EC45"
"G3","EC6294"
"G3","EC9537"
"G3","EC3921"
"G53","EC45"
"G53","EC6294"
"G53","EC9537"
"G53","EC3921"
"G47","EC45"
"G47","EC6294"
"G47","EC9537"
"G47","EC3921"
"G30","EC7600"
"G30","EC2314"
"G30","EC9621"
"G3","EC7474"
"G3","EC3605"
"G3","EC9177"
"G3","EC57"
"G59","EC7298"
"G59","EC5608"
"G59","EC6100"
"G59","EC16"
"G18","EC7298"
"G18","EC5608"
"G18","EC6100"
"G18","EC16"
"G34","EC7298"
"G34","EC5608"
"G34","EC6100"
"G34","EC16"
"G47","EC1854"
"G47","EC9221"
"G47","EC1836"
"G62","EC38"
"G62","EC7981"
"G62","EC6451"
"G62","EC2523"
"G62","EC6407"
"G62","EC279"
"G20","EC2523"
"G20","EC6407"
"G20","EC279"
"G57","EC2523"
"G57","EC6407"
"G57","EC279"
"G42","EC47"
"G61","EC40"
"G61","EC7754"
"G61","EC5657"
"G61","EC4825"
"G8","EC17"
"G8","EC6535"
"G8","EC2095"
"G8","EC7714"
"G6","EC17"
"G6","EC6535"
"G6","EC2095"
"G6","EC7714"
"G24","EC17"
"G24","EC6535"
"G24","EC2095"
"G24","EC7714"
"G50","EC4214"
"G50","EC54"
"G50","EC7151"
"G9","EC4214"
"G9","EC54"
"G9","EC7151"
"G46","EC4214"
"G46","EC54"
"G46","EC7151"
"G24","EC7573"
"G24","EC5176"
"G24","EC1558"
"G54","EC7573"
"G54","EC5176"
"G54","EC1558"
"G46","EC7573"
"G46","EC5176"
"G46","EC1558"
"G56","EC48"
"G57","EC48"
"G14","EC48"
"G65","EC3554"
"G65","EC991"
"G65","EC6217"
"G26","EC3554"
"G26","EC991"
"G26","EC6217"
"G48","EC3554"
"G48","EC991"
"G48","EC6217"
"G13","EC7958"
"G13","EC1399"
"G13","EC8053"
"G2","EC7958"
"G2","EC1399"
"G2","EC8053"
"G66","EC7958"
"G66","EC1399"
"G66","EC8053"
"G42","EC8891"
"G42","EC7509"
"G42","EC6244"
"G45","EC32"
"G48","EC32"
"G40","EC32"
"G45","EC8815"
"G45","EC7963"
"G45","EC3810"
"G60","EC61"
"G58","EC61"
"G61","EC61"
"G56","EC19"
"G4","EC19"
"G35","EC19"
"G42","EC18"
"G23","EC50"
"G41","EC27"
"G41","EC8667"
"G41","EC1470"
"G41","EC7774"
"G50","EC29"
"G6","EC29"
"G53","EC29"
"G17","EC3753"
"G17","EC8064"
"G17","EC4237"
"G17","EC1998"
"G17","EC9232"
"G17","EC1230"
"G57","EC13"
"G57","EC2151"
"G57","EC499"
"G57","EC4637"
"G20","EC2090"
"G20","EC6992"
"G20","EC928"
"G45","EC2090"
"G45","EC6992"
"G45","EC928"
"G61","EC2090"
"G61","EC6992"
"G61","EC928"
"G69","EC2"
"G62","EC62"
"G23","EC62"
"G35","EC62"
"G38","EC4992"
"G38","EC9972"
"G38","EC7929"
"G38","EC3867"
"G38","EC7767"
"G38","EC9524"
"G38","EC13"
"G12","EC48"
"G12","EC27"
"G12","EC622"
"G12","EC7578"
"G12","EC5772"
"G54","EC37"
"G22","EC8634"
"G22","EC4755"
"G22","EC5292"
"G22","EC68"
"G61","EC67"
"G61","EC60"
"G19","EC43"
"G11","EC7926"
"G11","EC1372"
"G11","EC3219"
"G11","EC1245"
"G11","EC8631"
"G11","EC4661"
"G33","EC52"
"G69","EC52"
"G35","EC52"
"G62","EC8084"
"G62","EC3705"
"G62","EC4621"
"G43","EC8084"
"G43","EC3705"
"G43","EC4621"
"G4","EC8084"
"G4","EC3705"
"G4","EC4621"
"G55","EC32"
"G55","EC27"
"G46","EC32"
"G46","EC27"
"G1","EC32"
"G1","EC27"
"G25","EC7553"
"G25","EC1073"
"G25","EC2376"
"G49","EC7553"
"G49","EC1073"
"G49","EC2376"
"G9","EC7553"
"G9","EC1073"
"G9","EC2376"
"G67","EC2618"
"G67","EC5109"
"G67","EC9485"
"G62","EC60"
"G6","EC60"
"G53","EC60"
"G40","EC3104"
"G40","EC8091"
"G40","EC2599"
"G70","EC3104"
"G70","EC8091"
"G70","EC2599"
"G37","EC3104"
"G37","EC8091"
"G37","EC2599"
"G21","EC4176"
"G21","EC9518"
"G21","EC6538"
"G21","EC64"
"G61","EC985"
"G61","EC9286"
"G61","EC5148"
"G52","EC985"
"G52","EC9286"
"G52","EC5148"
"G28","EC985"
"G28","EC9286"
"G28","EC5148"
"G62","EC6934"
"G62","EC4564"
"G62","EC5306"
"G67","EC2054"
"G67","EC6321"
"G67","EC3380"
"G67","EC4981"
"G67","EC5208"
"G67","EC9745"
"G26","EC2054"
"G26","EC6321"
"G26","EC3380"
"G26","EC4981"
"G26","EC5208"
"G26","EC9745"
"G52","EC2054"
"G52","EC6321"
"G52","EC3380"
"G52","EC4981"
"G52","EC5208"
"G52","EC9745"
"G21","EC30"
"G70","EC43"
"G46","EC43"
"G35","EC43"
"G62","EC2739"
"G62","EC6337"
"G62","EC9536"
"G12","EC39"
"G12","EC6853"
"G12","EC4574"
"G12","EC4236"
"G12","EC7268"
"G12","EC2598"
"G12","EC8367"
"G11","EC1505"
"G11","EC3071"
"G11","EC6423"
"G11","EC18"
"G11","EC8"
"G21","EC45"
"G50","EC45"
"G11","EC45"
"G48","EC47"
"G48","EC57"
"G8","EC7750"
"G8","EC3202"
"G8","EC3593"
"G8","EC1"
"G41","EC7750"
"G41","EC3202"
"G41","EC3593"
"G41","EC1"
"G57","EC7750"
"G57","EC3202"
"G57","EC3593"
"G57","EC1"
"G10","EC2742"
"G10","EC3445"
"G10","EC1551"
"G70","EC2742"
"G70","EC3445"
"G70","EC1551"
"G54","EC2742"
"G54","EC3445"
"G54","EC1551"
"G69","EC60"
"G69","EC5920"
"G69","EC4374"
"G69","EC4852"
"G13","EC60"
"G13","EC5920"
"G13","EC4374"
"G13","EC4852"
"G52","EC60"
"G52","EC5920"
"G52","EC4374"
"G52","EC4852"
"G63","EC14"
"G61","EC14"
"G1","EC14"
"G56","EC1954"
"G56","EC9497"
"G56","EC2410"
"G70","EC1954"
"G70","EC9497"
"G70","EC2410"
"G39","EC1954"
"G39","EC9497"
"G39","EC2410"
"G7","EC60"
"G65","EC60"
"G21","EC60"
"G49","EC8913"
"G49","EC3332"
"G49","EC3826"
"G64","EC8913"
"G64","EC3332"
"G64","EC3826"
"G68","EC8913"
"G68","EC3332"
"G68","EC3826"
"G68","EC4876"
"G68","EC7497"
"G68","EC2200"
"G61","EC1859"
"G61","EC4016"
"G61","EC1800"
"G61","EC58"
"G38","EC1080"
"G38","EC7132"
"G38","EC1807"
"G61","EC1080"
"G61","EC7132"
"G61","EC1807"
"G42","EC1080"
"G42","EC7132"
"G42","EC1807"
"G5","EC3650"
"G5","EC7781"
"G5","EC3204"
"G5","EC8401"
"G5","EC2062"
"G5","EC258"
"G52","EC2263"
"G52","EC5219"
"G52","EC1752"
"G36","EC2263"
"G36","EC5219"
"G36","EC1752"
"G68","EC2263"
"G68","EC5219"
"G68","EC1752"
"G63","EC4947"
"G63","EC4698"
"G63","EC3058"
"G24","EC4947"
"G24","EC4698"
"G24","EC3058"
"G67","EC4947"
"G67","EC4698"
"G67","EC3058"
"G42","EC61"
"G42","EC2184"
"G42","EC2208"
"G42","EC7871"
"G38","EC9428"
"G38","EC8784"
"G38","EC5637"
"G51","EC490"
"G51","EC5254"
"G51","EC9009"
"G58","EC490"
"G58","EC5254"
"G58","EC9009"
"G48","EC490"
"G48","EC5254"
"G48","EC9009"
"G13","EC1"
"G31","EC1431"
"G31","EC1602"
"G31","EC5864"
"G50","EC770"
"G50","EC5589"
"G50","EC9745"
"G18","EC770"
"G18","EC5589"
"G18","EC9745"
"G55","EC770"
"G55","EC5589"
"G55","EC9745"
"G42","EC7653"
"G42","EC9362"
"G42","EC8635"
"G9","EC69"
"G9","EC42"
"G9","EC60"
"G53","EC39"
"G10","EC39"
"G51","EC39"
"G42","EC48"
"G33","EC6184"
"G33","EC7904"
"G33","EC7084"
"G44","EC6184"
"G44","EC7904"
"G44","EC7084"
"G60","EC6184"
"G60","EC7904"
"G60","EC7084"
"G38","EC43"
"G49","EC43"
"G39","EC43"
"G64","EC32"
"G64","EC8645"
"G64","EC1454"
"G64","EC6865"
"G2","EC17"
"G2","EC7957"
"G2","EC762"
"G2","EC944"
"G12","EC17"
"G12","EC7957"
"G12","EC762"
"G12","EC944"
"G21","EC17"
"G21","EC7957"
"G21","EC762"
"G21","EC944"
"G42","EC15"
"G23","EC864"
"G23","EC3322"
"G23","EC2174"
"G15","EC864"
"G15","EC3322"
"G15","EC2174"
"G60","EC864"
"G60","EC3322"
"G60","EC2174"
"G48","EC67"
"G31","EC67"
"G68","EC67"
"G49","EC2733"
"G49","EC1977"
"G49","EC8744"
"G49","EC4767"
"G49","EC2309"
"G49","EC4517"
"G57","EC2733"
"G57","EC1977"
"G57","EC8744"
"G57","EC4767"
"G57","EC2309"
"G57","EC4517"
"G28","EC2733"
"G28","EC1977"
"G28","EC8744"
"G28","EC4767"
"G28","EC2309"
"G28","EC4517"
"G53","EC763"
"G53","EC5002"
"G53","EC4201"
"G16","EC33"
"G69","EC33"
"G39","EC33"
"G55","EC9"
"G54","EC9"
"G2","EC9"
"G51","EC32"
"G14","EC32"
"G50","EC32"
"G6","EC9888"
"G6","EC2090"
"G6","EC1441"
"G22","EC45"
"G34","EC45"
"G60","EC45"
"G62","EC6732"
"G62","EC9381"
"G62","EC9642"
"G28","EC53"
"G51","EC1659"
"G51","EC958"
"G51","EC365"
"G51","EC59"
"G29","EC1659"
"G29","EC958"
"G29","EC365"
"G29","EC59"
"G54","EC1659"
"G54","EC958"
"G54","EC365"
"G54","EC59"
"G3","EC4298"
"G3","EC1190"
"G3","EC4772"
"G3","EC32"
"G50","EC4170"
"G50","EC2975"
"G50","EC1225"
"G68","EC31"
"G14","EC5788"
"G14","EC7953"
"G14","EC8740"
"G18","EC6835"
"G18","EC9628"
"G18","EC3357"
"G40","EC6835"
"G40","EC9628"
"G40","EC3357"
"G11","EC6835"
"G11","EC9628"
"G11","EC3357"
"G14","EC9050"
"G14","EC9084"
"G14","EC4166"
"G32","EC9050"
"G32","EC9084"
"G32","EC4166"
"G13","EC9050"
"G13","EC9084"
"G13","EC4166"
"G1","EC9769"
"G1","EC3157"
"G1","EC2701"
"G7","EC9769"
"G7","EC3157"
"G7","EC2701"
"G19","EC9769"
"G19","EC3157"
"G19","EC2701"
"G1","EC7"
"G1","EC53"
"G29","EC7"
"G29","EC53"
"G39","EC7"
"G39","EC53"
"G8","EC55"
"G64","EC55"
"G47","EC55"
"G31","EC3378"
"G31","EC3054"
"G31","EC4829"
"G28","EC14"
"G28","EC47"
"G20","EC16"
"G9","EC16"
"G6","EC16"
"G5","EC4593"
"G5","EC5580"
"G5","EC2337"
"G34","EC3"
"G32","EC5453"
"G32","EC2180"
"G32","EC8684"
"G21","EC5453"
"G21","EC2180"
"G21","EC8684"
"G14","EC5453"
"G14","EC2180"
"G14","EC8684"
"G45","EC55"
"G45","EC53"
"G45","EC3929"
"G45","EC5993"
"G45","EC2730"
"G47","EC8126"
"G47","EC928"
"G47","EC167"
"G58","EC7217"
"G58","EC7172"
"G58","EC4582"
"G23","EC21"
"G28","EC24"
"G48","EC24"
"G47","EC24"
"G53","EC43"
"G53","EC5455"
"G53","EC6574"
"G53","EC263"
"G13","EC43"
"G13","EC5455"
"G13","EC6574"
"G13","EC263"
"G42","EC43"
"G42","EC5455"
"G42","EC6574"
"G42","EC263"
"G34","EC250"
"G34","EC3487"
"G34","EC2805"
"G14","EC250"
"G14","EC3487"
"G14","EC2805"
"G32","EC250"
"G32","EC3487"
"G32","EC2805"
"G18","EC8866"
"G18","EC2606"
"G18","EC7565"
"G19","EC65"
"G70","EC65"
"G59","EC65"
"G58","EC58"
"G58","EC1097"
"G58","EC9207"
"G58","EC5561"
"G50","EC301"
"G50","EC1417"
"G50","EC8102"
"G50","EC7217"
"G50","EC7172"
"G50","EC4582"
"G57","EC8113"
"G57","EC2629"
"G57","EC7554"
"G67","EC8113"
"G67","EC2629"
"G67","EC7554"
"G70","EC8113"
"G70","EC2629"
"G70","EC7554"
"G62","EC22"
"G35","EC22"
"G41","EC22"
"G52","EC54"
"G66","EC5525"
"G66","EC5504"
"G66","EC962"
"G66","EC2645"
"G66","EC5244"
"G66","EC2607"
"G19","EC5525"
"G19","EC5504"
"G19","EC962"
"G19","EC2645"
"G19","EC5244"
"G19","EC2607"
"G61","EC5525"
"G61","EC5504"
"G61","EC962"
"G61","EC2645"
"G61","EC5244"
"G61","EC2607"
"G37","EC9827"
"G37","EC6294"
"G37","EC8999"
"G48","EC2899"
"G48","EC4710"
"G48","EC3144"
"G48","EC26"
"G26","EC2899"
"G26","EC4710"
"G26","EC3144"
"G26","EC26"
"G65","EC2899"
"G65","EC4710"
"G65","EC3144"
"G65","EC26"
"G54","EC6029"
"G54","EC4194"
"G54","EC233"
"G16","EC34"
"G67","EC34"
"G65","EC34"
"G62","EC9482"
"G62","EC7903"
"G62","EC8716"
"G62","EC1724"
