"GOALID","EXCEPTIONCASESTEPID"
"G58","ECS26903"
"G58","ECS26955"
"G58","ECS27067"
"G58","ECS27367"
"G58","ECS27436"
"G58","ECS27512"
"G58","ECS28627"
"G58","ECS28776"
"G58","ECS28790"
"G58","ECS28916"
"G58","ECS29265"
"G35","ECS77"
"G35","ECS127"
"G35","ECS383"
"G35","ECS1078"
"G35","ECS1090"
"G35","ECS1509"
"G35","ECS1785"
"G35","ECS1875"
"G35","ECS2166"
"G35","ECS2535"
"G35","ECS3017"
"G35","ECS3042"
"G35","ECS3287"
"G35","ECS4097"
"G35","ECS4206"
"G35","ECS4579"
"G35","ECS4926"
"G35","ECS4944"
"G35","ECS5667"
"G35","ECS5847"
"G35","ECS6066"
"G35","ECS6105"
"G35","ECS6871"
"G35","ECS6919"
"G35","ECS7694"
"G35","ECS7724"
"G35","ECS7769"
"G35","ECS8242"
"G35","ECS8653"
"G35","ECS8746"
"G35","ECS9013"
"G35","ECS9040"
"G35","ECS10305"
"G35","ECS11226"
"G35","ECS11309"
"G35","ECS11439"
"G35","ECS11620"
"G35","ECS11918"
"G35","ECS12021"
"G35","ECS12168"
"G35","ECS12241"
"G35","ECS12468"
"G35","ECS12804"
"G35","ECS13171"
"G35","ECS13381"
"G35","ECS13434"
"G35","ECS13750"
"G35","ECS13807"
"G35","ECS14115"
"G35","ECS14588"
"G35","ECS14642"
"G35","ECS14747"
"G35","ECS16270"
"G35","ECS16279"
"G35","ECS16505"
"G35","ECS16586"
"G35","ECS16670"
"G35","ECS17022"
"G35","ECS17114"
"G35","ECS17422"
"G35","ECS17661"
"G35","ECS17726"
"G35","ECS17852"
"G35","ECS18460"
"G35","ECS18846"
"G35","ECS19360"
"G35","ECS19461"
"G35","ECS19502"
"G35","ECS19943"
"G35","ECS19979"
"G35","ECS20052"
"G35","ECS20709"
"G35","ECS20803"
"G35","ECS20828"
"G35","ECS20835"
"G35","ECS21504"
"G35","ECS21708"
"G35","ECS21908"
"G35","ECS22226"
"G35","ECS22575"
"G35","ECS22891"
"G35","ECS23001"
"G35","ECS23202"
"G35","ECS23686"
"G35","ECS24732"
"G35","ECS24983"
"G35","ECS25454"
"G35","ECS25667"
"G35","ECS25744"
"G35","ECS25957"
"G35","ECS26525"
"G35","ECS26557"
"G35","ECS26581"
"G35","ECS26903"
"G35","ECS26955"
"G35","ECS27067"
"G35","ECS27367"
"G35","ECS27436"
"G35","ECS27512"
"G35","ECS28627"
"G35","ECS28776"
"G35","ECS28790"
"G35","ECS28916"
"G35","ECS29265"
"G48","ECS77"
"G48","ECS127"
"G48","ECS383"
"G48","ECS1078"
"G48","ECS1090"
"G48","ECS1509"
"G48","ECS1785"
"G48","ECS1875"
"G48","ECS2166"
"G48","ECS2535"
"G48","ECS3017"
"G48","ECS3042"
"G48","ECS3287"
"G48","ECS4097"
"G48","ECS4206"
"G48","ECS4579"
"G48","ECS4926"
"G48","ECS4944"
"G48","ECS5667"
"G48","ECS5847"
"G48","ECS6066"
"G48","ECS6105"
"G48","ECS6871"
"G48","ECS6919"
"G48","ECS7694"
"G48","ECS7724"
"G48","ECS7769"
"G48","ECS8242"
"G48","ECS8653"
"G48","ECS8746"
"G48","ECS9013"
"G48","ECS9040"
"G48","ECS10305"
"G48","ECS11226"
"G48","ECS11309"
"G48","ECS11439"
"G48","ECS11620"
"G48","ECS11918"
"G48","ECS12021"
"G48","ECS12168"
"G48","ECS12241"
"G48","ECS12468"
"G48","ECS12804"
"G48","ECS13171"
"G48","ECS13381"
"G48","ECS13434"
"G48","ECS13750"
"G48","ECS13807"
"G48","ECS14115"
"G48","ECS14588"
"G48","ECS14642"
"G48","ECS14747"
"G48","ECS16270"
"G48","ECS16279"
"G48","ECS16505"
"G48","ECS16586"
"G48","ECS16670"
"G48","ECS17022"
"G48","ECS17114"
"G48","ECS17422"
"G48","ECS17661"
"G48","ECS17726"
"G48","ECS17852"
"G48","ECS18460"
"G48","ECS18846"
"G48","ECS19360"
"G48","ECS19461"
"G48","ECS19502"
"G48","ECS19943"
"G48","ECS19979"
"G48","ECS20052"
"G48","ECS20709"
"G48","ECS20803"
"G48","ECS20828"
"G48","ECS20835"
"G48","ECS21504"
"G48","ECS21708"
"G48","ECS21908"
"G48","ECS22226"
"G48","ECS22575"
"G48","ECS22891"
"G48","ECS23001"
"G48","ECS23202"
"G48","ECS23686"
"G48","ECS24732"
"G48","ECS24983"
"G48","ECS25454"
"G48","ECS25667"
"G48","ECS25744"
"G48","ECS25957"
"G48","ECS26525"
"G48","ECS26557"
"G48","ECS26581"
"G48","ECS26903"
"G48","ECS26955"
"G48","ECS27067"
"G48","ECS27367"
"G48","ECS27436"
"G48","ECS27512"
"G48","ECS28627"
"G48","ECS28776"
"G48","ECS28790"
"G48","ECS28916"
"G48","ECS29265"
"G10","ECS16399"
"G10","ECS3449"
"G10","ECS8643"
"G54","ECS8759"
"G54","ECS21064"
"G54","ECS28554"
"G54","ECS6181"
"G54","ECS10545"
"G54","ECS17586"
"G54","ECS28550"
"G54","ECS5427"
"G54","ECS28523"
"G39","ECS171"
"G39","ECS194"
"G39","ECS226"
"G39","ECS245"
"G39","ECS305"
"G39","ECS492"
"G39","ECS542"
"G39","ECS980"
"G39","ECS1021"
"G39","ECS1269"
"G39","ECS1480"
"G39","ECS1629"
"G39","ECS1701"
"G39","ECS1842"
"G39","ECS2164"
"G39","ECS2749"
"G39","ECS2852"
"G39","ECS2858"
"G39","ECS2944"
"G39","ECS3190"
"G39","ECS3342"
"G39","ECS3788"
"G39","ECS3794"
"G39","ECS4483"
"G39","ECS4982"
"G39","ECS5120"
"G39","ECS5252"
"G39","ECS5326"
"G39","ECS5484"
"G39","ECS5518"
"G39","ECS5710"
"G39","ECS5841"
"G39","ECS6083"
"G39","ECS6248"
"G39","ECS6254"
"G39","ECS6614"
"G39","ECS6971"
"G39","ECS7420"
"G39","ECS7565"
"G39","ECS8142"
"G39","ECS8426"
"G39","ECS8482"
"G39","ECS8484"
"G39","ECS8507"
"G39","ECS8722"
"G39","ECS8853"
"G39","ECS10159"
"G39","ECS10325"
"G39","ECS10843"
"G39","ECS10922"
"G39","ECS11524"
"G39","ECS11555"
"G39","ECS11867"
"G39","ECS13333"
"G39","ECS14262"
"G39","ECS14384"
"G39","ECS14385"
"G39","ECS14617"
"G39","ECS14887"
"G39","ECS14906"
"G39","ECS15497"
"G39","ECS15509"
"G39","ECS15518"
"G39","ECS16296"
"G39","ECS17518"
"G39","ECS17542"
"G39","ECS17574"
"G39","ECS18665"
"G39","ECS18740"
"G39","ECS18947"
"G39","ECS19381"
"G39","ECS19525"
"G39","ECS19546"
"G39","ECS20647"
"G39","ECS20749"
"G39","ECS21356"
"G39","ECS21382"
"G39","ECS21387"
"G39","ECS21538"
"G39","ECS22155"
"G39","ECS22260"
"G39","ECS22417"
"G39","ECS23666"
"G39","ECS23761"
"G39","ECS23828"
"G39","ECS23984"
"G39","ECS24055"
"G39","ECS24286"
"G39","ECS24742"
"G39","ECS24818"
"G39","ECS24891"
"G39","ECS24947"
"G39","ECS25084"
"G39","ECS25795"
"G39","ECS27126"
"G39","ECS27142"
"G39","ECS27852"
"G39","ECS28144"
"G39","ECS28292"
"G39","ECS28304"
"G39","ECS29342"
"G39","ECS29872"
"G39","ECS86"
"G39","ECS209"
"G39","ECS271"
"G39","ECS304"
"G39","ECS439"
"G39","ECS558"
"G39","ECS1131"
"G39","ECS1448"
"G39","ECS1597"
"G39","ECS2246"
"G39","ECS2349"
"G39","ECS2465"
"G39","ECS2896"
"G39","ECS3769"
"G39","ECS3784"
"G39","ECS4211"
"G39","ECS4761"
"G39","ECS5023"
"G39","ECS5073"
"G39","ECS5123"
"G39","ECS6124"
"G39","ECS6267"
"G39","ECS6442"
"G39","ECS7230"
"G39","ECS7434"
"G39","ECS7519"
"G39","ECS7820"
"G39","ECS7947"
"G39","ECS8051"
"G39","ECS8549"
"G39","ECS8706"
"G39","ECS8968"
"G39","ECS9080"
"G39","ECS9236"
"G39","ECS9356"
"G39","ECS9784"
"G39","ECS9888"
"G39","ECS10118"
"G39","ECS10171"
"G39","ECS10440"
"G39","ECS10509"
"G39","ECS10682"
"G39","ECS11602"
"G39","ECS11649"
"G39","ECS11964"
"G39","ECS12094"
"G39","ECS12247"
"G39","ECS12880"
"G39","ECS13219"
"G39","ECS13463"
"G39","ECS14445"
"G39","ECS14860"
"G39","ECS14907"
"G39","ECS15102"
"G39","ECS15200"
"G39","ECS15387"
"G39","ECS15606"
"G39","ECS15847"
"G39","ECS16185"
"G39","ECS16284"
"G39","ECS16559"
"G39","ECS16570"
"G39","ECS16885"
"G39","ECS17353"
"G39","ECS17556"
"G39","ECS18263"
"G39","ECS18406"
"G39","ECS18459"
"G39","ECS19383"
"G39","ECS19740"
"G39","ECS19891"
"G39","ECS19912"
"G39","ECS20613"
"G39","ECS20971"
"G39","ECS21480"
"G39","ECS22161"
"G39","ECS22350"
"G39","ECS22359"
"G39","ECS22797"
"G39","ECS23420"
"G39","ECS24216"
"G39","ECS25950"
"G39","ECS26118"
"G39","ECS26585"
"G39","ECS26602"
"G39","ECS26717"
"G39","ECS26852"
"G39","ECS26859"
"G39","ECS26914"
"G39","ECS27102"
"G39","ECS27161"
"G39","ECS27303"
"G39","ECS27730"
"G39","ECS27782"
"G39","ECS28230"
"G39","ECS28463"
"G39","ECS28584"
"G39","ECS29319"
"G39","ECS29527"
"G39","ECS29867"
"G38","ECS5889"
"G38","ECS19366"
"G21","ECS5889"
"G21","ECS19366"
"G46","ECS5889"
"G46","ECS19366"
"G43","ECS432"
"G43","ECS960"
"G43","ECS1657"
"G43","ECS1829"
"G43","ECS1850"
"G43","ECS2030"
"G43","ECS2034"
"G43","ECS2173"
"G43","ECS2234"
"G43","ECS2639"
"G43","ECS2974"
"G43","ECS3365"
"G43","ECS3383"
"G43","ECS3966"
"G43","ECS4050"
"G43","ECS4316"
"G43","ECS4798"
"G43","ECS5166"
"G43","ECS5475"
"G43","ECS5614"
"G43","ECS6138"
"G43","ECS6356"
"G43","ECS6425"
"G43","ECS6851"
"G43","ECS6877"
"G43","ECS7762"
"G43","ECS7796"
"G43","ECS8503"
"G43","ECS8650"
"G43","ECS8976"
"G43","ECS9240"
"G43","ECS9253"
"G43","ECS9782"
"G43","ECS10127"
"G43","ECS11023"
"G43","ECS12887"
"G43","ECS12911"
"G43","ECS13499"
"G43","ECS13927"
"G43","ECS15241"
"G43","ECS15987"
"G43","ECS16466"
"G43","ECS16971"
"G43","ECS17069"
"G43","ECS17273"
"G43","ECS17780"
"G43","ECS18174"
"G43","ECS18955"
"G43","ECS19253"
"G43","ECS19563"
"G43","ECS19776"
"G43","ECS20176"
"G43","ECS20245"
"G43","ECS20464"
"G43","ECS20643"
"G43","ECS20693"
"G43","ECS21365"
"G43","ECS21780"
"G43","ECS21806"
"G43","ECS22005"
"G43","ECS22011"
"G43","ECS22116"
"G43","ECS22375"
"G43","ECS22468"
"G43","ECS22739"
"G43","ECS23243"
"G43","ECS23939"
"G43","ECS24847"
"G43","ECS24865"
"G43","ECS25278"
"G43","ECS25499"
"G43","ECS25690"
"G43","ECS26128"
"G43","ECS26227"
"G43","ECS26253"
"G43","ECS26320"
"G43","ECS26803"
"G43","ECS27555"
"G43","ECS27947"
"G43","ECS28021"
"G43","ECS28514"
"G43","ECS29488"
"G43","ECS29580"
"G43","ECS5842"
"G43","ECS24461"
"G43","ECS692"
"G43","ECS2555"
"G43","ECS7225"
"G43","ECS8154"
"G43","ECS15671"
"G43","ECS19510"
"G33","ECS432"
"G33","ECS960"
"G33","ECS1657"
"G33","ECS1829"
"G33","ECS1850"
"G33","ECS2030"
"G33","ECS2034"
"G33","ECS2173"
"G33","ECS2234"
"G33","ECS2639"
"G33","ECS2974"
"G33","ECS3365"
"G33","ECS3383"
"G33","ECS3966"
"G33","ECS4050"
"G33","ECS4316"
"G33","ECS4798"
"G33","ECS5166"
"G33","ECS5475"
"G33","ECS5614"
"G33","ECS6138"
"G33","ECS6356"
"G33","ECS6425"
"G33","ECS6851"
"G33","ECS6877"
"G33","ECS7762"
"G33","ECS7796"
"G33","ECS8503"
"G33","ECS8650"
"G33","ECS8976"
"G33","ECS9240"
"G33","ECS9253"
"G33","ECS9782"
"G33","ECS10127"
"G33","ECS11023"
"G33","ECS12887"
"G33","ECS12911"
"G33","ECS13499"
"G33","ECS13927"
"G33","ECS15241"
"G33","ECS15987"
"G33","ECS16466"
"G33","ECS16971"
"G33","ECS17069"
"G33","ECS17273"
"G33","ECS17780"
"G33","ECS18174"
"G33","ECS18955"
"G33","ECS19253"
"G33","ECS19563"
"G33","ECS19776"
"G33","ECS20176"
"G33","ECS20245"
"G33","ECS20464"
"G33","ECS20643"
"G33","ECS20693"
"G33","ECS21365"
"G33","ECS21780"
"G33","ECS21806"
"G33","ECS22005"
"G33","ECS22011"
"G33","ECS22116"
"G33","ECS22375"
"G33","ECS22468"
"G33","ECS22739"
"G33","ECS23243"
"G33","ECS23939"
"G33","ECS24847"
"G33","ECS24865"
"G33","ECS25278"
"G33","ECS25499"
"G33","ECS25690"
"G33","ECS26128"
"G33","ECS26227"
"G33","ECS26253"
"G33","ECS26320"
"G33","ECS26803"
"G33","ECS27555"
"G33","ECS27947"
"G33","ECS28021"
"G33","ECS28514"
"G33","ECS29488"
"G33","ECS29580"
"G33","ECS5842"
"G33","ECS24461"
"G33","ECS692"
"G33","ECS2555"
"G33","ECS7225"
"G33","ECS8154"
"G33","ECS15671"
"G33","ECS19510"
"G44","ECS432"
"G44","ECS960"
"G44","ECS1657"
"G44","ECS1829"
"G44","ECS1850"
"G44","ECS2030"
"G44","ECS2034"
"G44","ECS2173"
"G44","ECS2234"
"G44","ECS2639"
"G44","ECS2974"
"G44","ECS3365"
"G44","ECS3383"
"G44","ECS3966"
"G44","ECS4050"
"G44","ECS4316"
"G44","ECS4798"
"G44","ECS5166"
"G44","ECS5475"
"G44","ECS5614"
"G44","ECS6138"
"G44","ECS6356"
"G44","ECS6425"
"G44","ECS6851"
"G44","ECS6877"
"G44","ECS7762"
"G44","ECS7796"
"G44","ECS8503"
"G44","ECS8650"
"G44","ECS8976"
"G44","ECS9240"
"G44","ECS9253"
"G44","ECS9782"
"G44","ECS10127"
"G44","ECS11023"
"G44","ECS12887"
"G44","ECS12911"
"G44","ECS13499"
"G44","ECS13927"
"G44","ECS15241"
"G44","ECS15987"
"G44","ECS16466"
"G44","ECS16971"
"G44","ECS17069"
"G44","ECS17273"
"G44","ECS17780"
"G44","ECS18174"
"G44","ECS18955"
"G44","ECS19253"
"G44","ECS19563"
"G44","ECS19776"
"G44","ECS20176"
"G44","ECS20245"
"G44","ECS20464"
"G44","ECS20643"
"G44","ECS20693"
"G44","ECS21365"
"G44","ECS21780"
"G44","ECS21806"
"G44","ECS22005"
"G44","ECS22011"
"G44","ECS22116"
"G44","ECS22375"
"G44","ECS22468"
"G44","ECS22739"
"G44","ECS23243"
"G44","ECS23939"
"G44","ECS24847"
"G44","ECS24865"
"G44","ECS25278"
"G44","ECS25499"
"G44","ECS25690"
"G44","ECS26128"
"G44","ECS26227"
"G44","ECS26253"
"G44","ECS26320"
"G44","ECS26803"
"G44","ECS27555"
"G44","ECS27947"
"G44","ECS28021"
"G44","ECS28514"
"G44","ECS29488"
"G44","ECS29580"
"G44","ECS5842"
"G44","ECS24461"
"G44","ECS692"
"G44","ECS2555"
"G44","ECS7225"
"G44","ECS8154"
"G44","ECS15671"
"G44","ECS19510"
"G42","ECS268"
"G42","ECS648"
"G42","ECS983"
"G42","ECS1019"
"G42","ECS1725"
"G42","ECS1807"
"G42","ECS1978"
"G42","ECS2101"
"G42","ECS2801"
"G42","ECS3273"
"G42","ECS3444"
"G42","ECS3658"
"G42","ECS3812"
"G42","ECS3814"
"G42","ECS3989"
"G42","ECS4343"
"G42","ECS4492"
"G42","ECS4785"
"G42","ECS4910"
"G42","ECS5222"
"G42","ECS5760"
"G42","ECS5762"
"G42","ECS5827"
"G42","ECS5996"
"G42","ECS6905"
"G42","ECS8099"
"G42","ECS8157"
"G42","ECS8172"
"G42","ECS8408"
"G42","ECS8979"
"G42","ECS9170"
"G42","ECS9199"
"G42","ECS9223"
"G42","ECS9249"
"G42","ECS9281"
"G42","ECS9704"
"G42","ECS10365"
"G42","ECS10380"
"G42","ECS10398"
"G42","ECS10530"
"G42","ECS10896"
"G42","ECS11336"
"G42","ECS11629"
"G42","ECS11785"
"G42","ECS11989"
"G42","ECS12833"
"G42","ECS12940"
"G42","ECS13294"
"G42","ECS13532"
"G42","ECS13626"
"G42","ECS13707"
"G42","ECS13746"
"G42","ECS13947"
"G42","ECS14089"
"G42","ECS14241"
"G42","ECS14815"
"G42","ECS15011"
"G42","ECS15053"
"G42","ECS15706"
"G42","ECS16325"
"G42","ECS16379"
"G42","ECS16925"
"G42","ECS17118"
"G42","ECS17261"
"G42","ECS18020"
"G42","ECS18343"
"G42","ECS18556"
"G42","ECS18620"
"G42","ECS18628"
"G42","ECS18733"
"G42","ECS20051"
"G42","ECS20490"
"G42","ECS21157"
"G42","ECS21289"
"G42","ECS21463"
"G42","ECS22215"
"G42","ECS22336"
"G42","ECS22530"
"G42","ECS23248"
"G42","ECS23319"
"G42","ECS23712"
"G42","ECS23946"
"G42","ECS23994"
"G42","ECS23995"
"G42","ECS24478"
"G42","ECS24811"
"G42","ECS25238"
"G42","ECS25529"
"G42","ECS25858"
"G42","ECS26054"
"G42","ECS26063"
"G42","ECS26129"
"G42","ECS26205"
"G42","ECS26290"
"G42","ECS26637"
"G42","ECS26773"
"G42","ECS27891"
"G42","ECS27960"
"G42","ECS28298"
"G42","ECS28413"
"G42","ECS28676"
"G42","ECS28836"
"G42","ECS29237"
"G42","ECS29889"
"G42","ECS29925"
"G45","ECS268"
"G45","ECS648"
"G45","ECS983"
"G45","ECS1019"
"G45","ECS1725"
"G45","ECS1807"
"G45","ECS1978"
"G45","ECS2101"
"G45","ECS2801"
"G45","ECS3273"
"G45","ECS3444"
"G45","ECS3658"
"G45","ECS3812"
"G45","ECS3814"
"G45","ECS3989"
"G45","ECS4343"
"G45","ECS4492"
"G45","ECS4785"
"G45","ECS4910"
"G45","ECS5222"
"G45","ECS5760"
"G45","ECS5762"
"G45","ECS5827"
"G45","ECS5996"
"G45","ECS6905"
"G45","ECS8099"
"G45","ECS8157"
"G45","ECS8172"
"G45","ECS8408"
"G45","ECS8979"
"G45","ECS9170"
"G45","ECS9199"
"G45","ECS9223"
"G45","ECS9249"
"G45","ECS9281"
"G45","ECS9704"
"G45","ECS10365"
"G45","ECS10380"
"G45","ECS10398"
"G45","ECS10530"
"G45","ECS10896"
"G45","ECS11336"
"G45","ECS11629"
"G45","ECS11785"
"G45","ECS11989"
"G45","ECS12833"
"G45","ECS12940"
"G45","ECS13294"
"G45","ECS13532"
"G45","ECS13626"
"G45","ECS13707"
"G45","ECS13746"
"G45","ECS13947"
"G45","ECS14089"
"G45","ECS14241"
"G45","ECS14815"
"G45","ECS15011"
"G45","ECS15053"
"G45","ECS15706"
"G45","ECS16325"
"G45","ECS16379"
"G45","ECS16925"
"G45","ECS17118"
"G45","ECS17261"
"G45","ECS18020"
"G45","ECS18343"
"G45","ECS18556"
"G45","ECS18620"
"G45","ECS18628"
"G45","ECS18733"
"G45","ECS20051"
"G45","ECS20490"
"G45","ECS21157"
"G45","ECS21289"
"G45","ECS21463"
"G45","ECS22215"
"G45","ECS22336"
"G45","ECS22530"
"G45","ECS23248"
"G45","ECS23319"
"G45","ECS23712"
"G45","ECS23946"
"G45","ECS23994"
"G45","ECS23995"
"G45","ECS24478"
"G45","ECS24811"
"G45","ECS25238"
"G45","ECS25529"
"G45","ECS25858"
"G45","ECS26054"
"G45","ECS26063"
"G45","ECS26129"
"G45","ECS26205"
"G45","ECS26290"
"G45","ECS26637"
"G45","ECS26773"
"G45","ECS27891"
"G45","ECS27960"
"G45","ECS28298"
"G45","ECS28413"
"G45","ECS28676"
"G45","ECS28836"
"G45","ECS29237"
"G45","ECS29889"
"G45","ECS29925"
"G11","ECS268"
"G11","ECS648"
"G11","ECS983"
"G11","ECS1019"
"G11","ECS1725"
"G11","ECS1807"
"G11","ECS1978"
"G11","ECS2101"
"G11","ECS2801"
"G11","ECS3273"
"G11","ECS3444"
"G11","ECS3658"
"G11","ECS3812"
"G11","ECS3814"
"G11","ECS3989"
"G11","ECS4343"
"G11","ECS4492"
"G11","ECS4785"
"G11","ECS4910"
"G11","ECS5222"
"G11","ECS5760"
"G11","ECS5762"
"G11","ECS5827"
"G11","ECS5996"
"G11","ECS6905"
"G11","ECS8099"
"G11","ECS8157"
"G11","ECS8172"
"G11","ECS8408"
"G11","ECS8979"
"G11","ECS9170"
"G11","ECS9199"
"G11","ECS9223"
"G11","ECS9249"
"G11","ECS9281"
"G11","ECS9704"
"G11","ECS10365"
"G11","ECS10380"
"G11","ECS10398"
"G11","ECS10530"
"G11","ECS10896"
"G11","ECS11336"
"G11","ECS11629"
"G11","ECS11785"
"G11","ECS11989"
"G11","ECS12833"
"G11","ECS12940"
"G11","ECS13294"
"G11","ECS13532"
"G11","ECS13626"
"G11","ECS13707"
"G11","ECS13746"
"G11","ECS13947"
"G11","ECS14089"
"G11","ECS14241"
"G11","ECS14815"
"G11","ECS15011"
"G11","ECS15053"
"G11","ECS15706"
"G11","ECS16325"
"G11","ECS16379"
"G11","ECS16925"
"G11","ECS17118"
"G11","ECS17261"
"G11","ECS18020"
"G11","ECS18343"
"G11","ECS18556"
"G11","ECS18620"
"G11","ECS18628"
"G11","ECS18733"
"G11","ECS20051"
"G11","ECS20490"
"G11","ECS21157"
"G11","ECS21289"
"G11","ECS21463"
"G11","ECS22215"
"G11","ECS22336"
"G11","ECS22530"
"G11","ECS23248"
"G11","ECS23319"
"G11","ECS23712"
"G11","ECS23946"
"G11","ECS23994"
"G11","ECS23995"
"G11","ECS24478"
"G11","ECS24811"
"G11","ECS25238"
"G11","ECS25529"
"G11","ECS25858"
"G11","ECS26054"
"G11","ECS26063"
"G11","ECS26129"
"G11","ECS26205"
"G11","ECS26290"
"G11","ECS26637"
"G11","ECS26773"
"G11","ECS27891"
"G11","ECS27960"
"G11","ECS28298"
"G11","ECS28413"
"G11","ECS28676"
"G11","ECS28836"
"G11","ECS29237"
"G11","ECS29889"
"G11","ECS29925"
"G51","ECS10"
"G51","ECS31"
"G51","ECS88"
"G51","ECS243"
"G51","ECS1100"
"G51","ECS1119"
"G51","ECS2522"
"G51","ECS2547"
"G51","ECS2834"
"G51","ECS3409"
"G51","ECS4053"
"G51","ECS5524"
"G51","ECS7723"
"G51","ECS8079"
"G51","ECS8332"
"G51","ECS8365"
"G51","ECS8601"
"G51","ECS9440"
"G51","ECS9446"
"G51","ECS9852"
"G51","ECS9883"
"G51","ECS10016"
"G51","ECS11042"
"G51","ECS11526"
"G51","ECS11556"
"G51","ECS12084"
"G51","ECS12614"
"G51","ECS12765"
"G51","ECS13159"
"G51","ECS13340"
"G51","ECS13398"
"G51","ECS13700"
"G51","ECS13898"
"G51","ECS14219"
"G51","ECS14311"
"G51","ECS14561"
"G51","ECS14666"
"G51","ECS14696"
"G51","ECS15173"
"G51","ECS15189"
"G51","ECS16151"
"G51","ECS16537"
"G51","ECS16599"
"G51","ECS16708"
"G51","ECS17005"
"G51","ECS17255"
"G51","ECS17356"
"G51","ECS17362"
"G51","ECS17645"
"G51","ECS18378"
"G51","ECS18444"
"G51","ECS18466"
"G51","ECS19141"
"G51","ECS19504"
"G51","ECS20352"
"G51","ECS20571"
"G51","ECS21152"
"G51","ECS21863"
"G51","ECS22288"
"G51","ECS22550"
"G51","ECS22843"
"G51","ECS23136"
"G51","ECS23142"
"G51","ECS23537"
"G51","ECS23955"
"G51","ECS24470"
"G51","ECS25098"
"G51","ECS25653"
"G51","ECS25771"
"G51","ECS26241"
"G51","ECS26427"
"G51","ECS26839"
"G51","ECS26922"
"G51","ECS27141"
"G51","ECS27352"
"G51","ECS27806"
"G51","ECS28616"
"G51","ECS29134"
"G51","ECS29516"
"G51","ECS29895"
"G51","ECS29931"
"G34","ECS1025"
"G34","ECS1239"
"G34","ECS1557"
"G34","ECS1605"
"G34","ECS3572"
"G34","ECS3956"
"G34","ECS3976"
"G34","ECS4074"
"G34","ECS4261"
"G34","ECS4748"
"G34","ECS4750"
"G34","ECS4802"
"G34","ECS5050"
"G34","ECS5364"
"G34","ECS5372"
"G34","ECS6186"
"G34","ECS6246"
"G34","ECS6845"
"G34","ECS6852"
"G34","ECS9144"
"G34","ECS9375"
"G34","ECS9454"
"G34","ECS9746"
"G34","ECS9984"
"G34","ECS10101"
"G34","ECS10632"
"G34","ECS10973"
"G34","ECS11011"
"G34","ECS11107"
"G34","ECS11494"
"G34","ECS11773"
"G34","ECS12227"
"G34","ECS12450"
"G34","ECS13451"
"G34","ECS13670"
"G34","ECS13748"
"G34","ECS14866"
"G34","ECS15134"
"G34","ECS15416"
"G34","ECS15417"
"G34","ECS15418"
"G34","ECS15456"
"G34","ECS15759"
"G34","ECS15812"
"G34","ECS16187"
"G34","ECS16827"
"G34","ECS17083"
"G34","ECS17448"
"G34","ECS17832"
"G34","ECS18673"
"G34","ECS18843"
"G34","ECS19363"
"G34","ECS19539"
"G34","ECS20095"
"G34","ECS20522"
"G34","ECS20823"
"G34","ECS21029"
"G34","ECS21031"
"G34","ECS21841"
"G34","ECS23366"
"G34","ECS24266"
"G34","ECS25280"
"G34","ECS25461"
"G34","ECS25863"
"G34","ECS26311"
"G34","ECS26858"
"G34","ECS26980"
"G34","ECS26995"
"G34","ECS27315"
"G34","ECS27520"
"G34","ECS27955"
"G34","ECS28066"
"G34","ECS28409"
"G34","ECS28414"
"G34","ECS28609"
"G34","ECS29163"
"G34","ECS29508"
"G34","ECS29565"
"G34","ECS29715"
"G41","ECS1025"
"G41","ECS1239"
"G41","ECS1557"
"G41","ECS1605"
"G41","ECS3572"
"G41","ECS3956"
"G41","ECS3976"
"G41","ECS4074"
"G41","ECS4261"
"G41","ECS4748"
"G41","ECS4750"
"G41","ECS4802"
"G41","ECS5050"
"G41","ECS5364"
"G41","ECS5372"
"G41","ECS6186"
"G41","ECS6246"
"G41","ECS6845"
"G41","ECS6852"
"G41","ECS9144"
"G41","ECS9375"
"G41","ECS9454"
"G41","ECS9746"
"G41","ECS9984"
"G41","ECS10101"
"G41","ECS10632"
"G41","ECS10973"
"G41","ECS11011"
"G41","ECS11107"
"G41","ECS11494"
"G41","ECS11773"
"G41","ECS12227"
"G41","ECS12450"
"G41","ECS13451"
"G41","ECS13670"
"G41","ECS13748"
"G41","ECS14866"
"G41","ECS15134"
"G41","ECS15416"
"G41","ECS15417"
"G41","ECS15418"
"G41","ECS15456"
"G41","ECS15759"
"G41","ECS15812"
"G41","ECS16187"
"G41","ECS16827"
"G41","ECS17083"
"G41","ECS17448"
"G41","ECS17832"
"G41","ECS18673"
"G41","ECS18843"
"G41","ECS19363"
"G41","ECS19539"
"G41","ECS20095"
"G41","ECS20522"
"G41","ECS20823"
"G41","ECS21029"
"G41","ECS21031"
"G41","ECS21841"
"G41","ECS23366"
"G41","ECS24266"
"G41","ECS25280"
"G41","ECS25461"
"G41","ECS25863"
"G41","ECS26311"
"G41","ECS26858"
"G41","ECS26980"
"G41","ECS26995"
"G41","ECS27315"
"G41","ECS27520"
"G41","ECS27955"
"G41","ECS28066"
"G41","ECS28409"
"G41","ECS28414"
"G41","ECS28609"
"G41","ECS29163"
"G41","ECS29508"
"G41","ECS29565"
"G41","ECS29715"
"G64","ECS1025"
"G64","ECS1239"
"G64","ECS1557"
"G64","ECS1605"
"G64","ECS3572"
"G64","ECS3956"
"G64","ECS3976"
"G64","ECS4074"
